date,time,group,% change
2026-09-04,15:29,aerospace & defence,54.5455
2026-09-04,15:29,auto,18.9189
2026-09-04,15:29,bank,53.8462
2026-09-04,15:29,building materials,43.75
2026-09-04,15:29,chemicals,40
2026-09-04,15:29,co-working,1.7e+308
2026-09-04,15:29,consumer discretionary,34.4828
2026-09-04,15:29,energy,57.1429
2026-09-04,15:29,financials,52.1127
2026-09-04,15:29,fmcg,30.7692
2026-09-04,15:29,healthcare,33.3333
2026-09-04,15:29,i.t,25.641
2026-09-04,15:29,indices,0
2026-09-04,15:29,industrials,38.0952
2026-09-04,15:29,media,75
2026-09-04,15:29,metals & mining,50
2026-09-04,15:29,miscellaneous,37.5
2026-09-04,15:29,n/a,0
2026-09-04,15:29,plastic products,0
2026-09-04,15:29,power & utilities,62.5
2026-09-04,15:29,realty,70.8333
2026-09-04,15:29,services,53.8462
2026-09-04,15:29,telecom,33.3333
2026-09-04,15:29,telecom-service,60
2026-09-04,15:29,textiles,40
2026-09-04,15:29,transportation,58.3333
2026-09-07,15:29,aerospace & defence,45.4545
2026-09-07,15:29,auto,16.2162
2026-09-07,15:29,bank,46.1538
2026-09-07,15:29,building materials,31.25
2026-09-07,15:29,chemicals,44
2026-09-07,15:29,co-working,1.7e+308
2026-09-07,15:29,consumer discretionary,31.0345
2026-09-07,15:29,energy,57.1429
2026-09-07,15:29,financials,43.662
2026-09-07,15:29,fmcg,34.6154
2026-09-07,15:29,healthcare,37.5
2026-09-07,15:29,i.t,12.8205
2026-09-07,15:29,indices,0
2026-09-07,15:29,industrials,33.3333
2026-09-07,15:29,media,25
2026-09-07,15:29,metals & mining,40.9091
2026-09-07,15:29,miscellaneous,12.5
2026-09-07,15:29,n/a,0
2026-09-07,15:29,plastic products,50
2026-09-07,15:29,power & utilities,62.5
2026-09-07,15:29,realty,58.3333
2026-09-07,15:29,services,53.8462
2026-09-07,15:29,telecom,33.3333
2026-09-07,15:29,telecom-service,60
2026-09-07,15:29,textiles,40
2026-09-07,15:29,transportation,50
2026-09-08,15:29,aerospace & defence,54.5455
2026-09-08,15:29,auto,13.5135
2026-09-08,15:29,bank,30.7692
2026-09-08,15:29,building materials,31.25
2026-09-08,15:29,chemicals,48
2026-09-08,15:29,co-working,1.7e+308
2026-09-08,15:29,consumer discretionary,24.1379
2026-09-08,15:29,energy,57.1429
2026-09-08,15:29,financials,42.2535
2026-09-08,15:29,fmcg,38.4615
2026-09-08,15:29,healthcare,43.75
2026-09-08,15:29,i.t,12.8205
2026-09-08,15:29,indices,100
2026-09-08,15:29,industrials,42.8571
2026-09-08,15:29,media,50
2026-09-08,15:29,metals & mining,45.4545
2026-09-08,15:29,miscellaneous,12.5
2026-09-08,15:29,n/a,0
2026-09-08,15:29,plastic products,0
2026-09-08,15:29,power & utilities,62.5
2026-09-08,15:29,realty,41.6667
2026-09-08,15:29,services,46.1538
2026-09-08,15:29,telecom,66.6667
2026-09-08,15:29,telecom-service,80
2026-09-08,15:29,textiles,40
2026-09-08,15:29,transportation,41.6667
2026-09-09,15:29,aerospace & defence,45.4545
2026-09-09,15:29,auto,5.4054
2026-09-09,15:29,bank,30.7692
2026-09-09,15:29,building materials,25
2026-09-09,15:29,chemicals,40
2026-09-09,15:29,co-working,1.7e+308
2026-09-09,15:29,consumer discretionary,13.7931
2026-09-09,15:29,energy,57.1429
2026-09-09,15:29,financials,29.5775
2026-09-09,15:29,fmcg,34.6154
2026-09-09,15:29,healthcare,45.8333
2026-09-09,15:29,i.t,15.3846
2026-09-09,15:29,indices,100
2026-09-09,15:29,industrials,42.8571
2026-09-09,15:29,media,25
2026-09-09,15:29,metals & mining,54.5455
2026-09-09,15:29,miscellaneous,12.5
2026-09-09,15:29,n/a,50
2026-09-09,15:29,plastic products,0
2026-09-09,15:29,power & utilities,68.75
2026-09-09,15:29,realty,33.3333
2026-09-09,15:29,services,46.1538
2026-09-09,15:29,telecom,33.3333
2026-09-09,15:29,telecom-service,60
2026-09-09,15:29,textiles,40
2026-09-09,15:29,transportation,50
