date,time,group,% 3 qtr ago,% 2 qtr ago,% 1 qtr ago,% current qtr,change in 3 qtr
2026-09-04,15:29,GSS,1.0264,1.0264,1.0264,1.0264,0
2026-09-04,15:29,GTECJAINX,0,0,0,0,0
2026-09-04,15:29,GTL,0.0007,0.0337,0.0092,0.1051,0.1044
2026-09-04,15:29,GTLINFRA,0.8462,0.8685,0.8953,1.6003,0.7541
2026-09-04,15:29,GUFICBIO,0.3362,0.4427,0.4233,0.4635,0.1273
2026-09-04,15:29,GUJALKALI,1.0192,0.9598,0.9428,3.2625,2.2433
2026-09-04,15:29,GUJAPOLLO,0.0008,0.0538,0.1796,0.0037,0.0029
2026-09-04,15:29,GUJENERGY,3.7065,3.8229,3.9776,10.8552,7.1487
2026-09-04,15:29,GUJRAFFIA,0,0,0,0,0
2026-09-04,15:29,GULFPETRO,14.3041,14.3184,17.2041,17.0722,2.7681
2026-09-04,15:29,GVPIL,0.1211,0.1603,1.2673,1.1762,1.0551
2026-09-04,15:29,GVT&D,16.1528,18.4574,20.3878,22.8898,6.737
2026-09-04,15:29,HALEOSLABS,0,0,0,0,0
2026-09-04,15:29,HAPPSTMNDS,5.3852,5.8906,5.9413,6.0048,0.6196
2026-09-04,15:29,HARDWYN,0.0099,0.6356,0.6376,0.2201,0.2102
2026-09-04,15:29,HARIOMPIPE,9.5267,9.2254,9.4922,10.2475,0.7208
2026-09-04,15:29,HARRMALAYA,0.0007,0.0044,0.0019,0.0053,0.0046
2026-09-04,15:29,HARSHA,0.3941,0.4102,2.3709,1.7893,1.3952
2026-09-04,15:29,HAVISHA,0,0,0,0,0
2026-09-04,15:29,HBSL,0,0,0,0,0
2026-09-04,15:29,HCC,9.5851,10.4195,10.9221,11.3892,1.8041
2026-09-04,15:29,HDBFS,3.173,3.3179,3.0097,3.5471,0.3741
2026-09-04,15:29,HDIL,14.1795,13.27,17.157,16.6286,2.4491
2026-09-04,15:29,HEALTHX,2.0375,2.2498,2.1719,2.2932,0.2557
2026-09-04,15:29,HEG,7.9646,8.5258,10.2363,8.4747,0.5101
2026-09-04,15:29,HEMIPROP,0.6309,0.7882,1.656,1.0758,0.4449
2026-09-04,15:29,HEROMOTOCO,28.7601,29.4351,31.1467,31.0911,2.331
2026-09-04,15:29,HEXATRADEX,0.0453,0.0453,0.0453,0.0453,0
2026-09-04,15:29,HFCL,7.4811,7.4754,7.0753,15.7405,8.2594
2026-09-04,15:29,HINDALCO,33.5495,33.7835,35.5764,37.0451,3.4956
2026-09-04,15:29,HINDCOMPOS,0.0025,0,0,0.0152,0.0127
2026-09-04,15:29,HINDCON,0,0,0,0,0
2026-09-04,15:29,HINDCOPPER,3.7146,5.0574,6.5622,5.9615,2.2469
2026-09-04,15:29,HINDOILEXP,1.7186,1.3839,1.4941,1.8767,0.1581
2026-09-04,15:29,HINDWAREAP,3.1544,3.1071,3.3599,5.1476,1.9932
2026-09-04,15:29,HINDZINC,1.314,1.5395,2.3889,2.1999,0.8859
2026-09-04,15:29,HISARMETAL,0,0,0,0,0
2026-09-04,15:29,HMT,0.0001,0.0001,0.0001,0.0003,0.0002
2026-09-04,15:29,HNDFDS,6.6823,6.6405,6.7139,7.8427,1.1604
2026-09-04,15:29,HOMEFIRST,43.4539,44.2698,49.1618,47.329,3.8751
2026-09-04,15:29,HONAUT,3.008,3.4613,3.7362,3.948,0.94
2026-09-04,15:29,HPIL,0,0,0,0,0
2026-09-04,15:29,HPL,0.3382,0.2749,0.51,0.7503,0.4121
2026-09-04,15:29,HSCL,5.7444,5.7504,5.9773,6.7979,1.0535
2026-09-04,15:29,HUDCO,1.9429,1.9704,2.2226,2.3998,0.4569
2026-09-04,15:29,HYBRIDFIN,0,0,0,0,0
2026-09-04,15:29,IBULLSLTD,1.291,18.4552,17.5279,17.6763,16.3853
2026-09-04,15:29,ICDSLTD,3.0706,3.0706,3.0706,3.0706,0
2026-09-04,15:29,ICEMAKE,0.0083,0.1133,0.225,0.3068,0.2985
2026-09-04,15:29,ICICIBANK,37.0301,35.6782,34.489,49.8355,12.8054
2026-09-04,15:29,ICIL,9.9857,9.8589,9.8534,10.1406,0.1549
2026-09-04,15:29,IDEA,5.9885,5.9954,5.5612,6.168,0.1795
2026-09-04,15:29,IDEAFORGE,1.5247,0.6631,1.198,5.1471,3.6224
2026-09-04,15:29,IDFCFIRSTB,24.6319,36.752,36.524,36.1019,11.47
2026-09-04,15:29,IFBAGRO,0.7146,0.9322,0.9195,0.7437,0.0291
2026-09-04,15:29,IFCI,2.5971,2.5838,2.6496,3.5065,0.9094
2026-09-04,15:29,IFGLEXPOR,0.0279,0.0411,0.034,0.0299,0.002
2026-09-04,15:29,IGARASHI,0.1173,0.0981,0.1325,0.4965,0.3792
2026-09-04,15:29,IKIO,0.6008,0.6149,0.9044,0.6902,0.0894
2026-09-04,15:29,IL&FSTRANS,0.0003,0.0003,0.0003,0.0003,0
2026-09-04,15:29,IMPEXFERRO,0,0,0,0,0
2026-09-04,15:29,INCREDIBLE,0,0,0,0,0
2026-09-04,15:29,INDIACEM,3.1108,3.4067,3.48,3.3993,0.2885
2026-09-04,15:29,INDIANB,4.6776,5.6374,5.8222,6.1605,1.4829
2026-09-04,15:29,INDOAMIN,0.0016,0.0007,0.0241,0.0787,0.0771
2026-09-04,15:29,INDOCO,1.2161,1.2491,1.0992,1.2745,0.0584
2026-09-04,15:29,INDOTECH,0.1682,0.1893,0.2737,0.2846,0.1164
2026-09-04,15:29,INDOTHAI,1.1703,1.28,1.2162,1.279,0.1087
2026-09-04,15:29,INDOUS,0,0,0.1773,0.0062,0.0062
2026-09-04,15:29,INDRAMEDCO,2.7234,2.7261,2.436,2.7668,0.0434
2026-09-04,15:29,INNOVACAP,0.0783,0.1066,0.2302,0.3384,0.2601
2026-09-04,15:29,INNOVANA,0.6537,1.1129,1.1829,1.0449,0.3912
2026-09-04,15:29,INOXGREEN,8.1397,9.6572,10.6415,9.7326,1.5929
2026-09-04,15:29,INOXWIND,13.3703,14.1577,14.6076,14.5251,1.1548
2026-09-04,15:29,INSPIRISYS,0,0,0,0.0003,0.0003
2026-09-04,15:29,INTENTECH,1.3764,6.9621,6.8899,6.8741,5.4977
2026-09-04,15:29,INTLCONV,0.1947,0.3692,0.8538,0.616,0.4213
2026-09-04,15:29,INVENTURE,0,0,0,0,0
2026-09-04,15:29,IOB,0.3072,0.3515,0.4321,0.4731,0.1659
2026-09-04,15:29,IOC,7.6951,8.576,9.8466,9.0776,1.3825
2026-09-04,15:29,IOLCP,2.5927,2.2469,2.08,4.8719,2.2792
2026-09-04,15:29,IONEXCHANG,4.8479,4.6804,4.6269,4.8587,0.0108
2026-09-04,15:29,IPCALAB,10.6684,10.6301,10.6301,10.7253,0.0569
2026-09-04,15:29,IREDA,1.9204,2.0686,2.141,2.4811,0.5607
2026-09-04,15:29,IRFC,0.9719,0.9809,1.1663,1.1759,0.204
2026-09-04,15:29,IRIS,1.7349,1.7343,1.8707,1.7629,0.028
2026-09-04,15:29,IRISDOREME,0.0003,0.0006,0.001,0.0007,0.0004
2026-09-04,15:29,ISGEC,3.4815,3.6058,3.8483,3.763,0.2815
2026-09-04,15:29,ISHANCH,0,0,0,0,0
2026-09-04,15:29,ITDC,0.0015,0.0011,0.0199,0.0265,0.025
2026-09-04,15:29,ITI,0.0084,0.0037,0.0057,0.0832,0.0748
2026-09-04,15:29,IVP,0,0,0,0,0
2026-09-04,15:29,IXIGO,59.6431,63.6882,64.1923,61.2867,1.6436
2026-09-04,15:29,IZMO,3.3115,3.2634,3.271,3.3527,0.0412
2026-09-04,15:29,J&KBANK,7.85,8.1396,8.344,9.3801,1.5301
2026-09-04,15:29,JAGSNPHARM,2.1211,2.1169,2.4418,2.2991,0.178
2026-09-04,15:29,JAICORPLTD,0.9104,0.7062,0.7954,1.4934,0.583
2026-09-04,15:29,JAIPURKURT,2.2107,2.2107,2.2107,2.2107,0
2026-09-04,15:29,JAMNAAUTO,2.3643,5.1963,9.251,9.0125,6.6482
2026-09-04,15:29,JAYAGROGN,0.0427,0.0435,0.0425,0.0619,0.0192
2026-09-04,15:29,JAYBARMARU,0.9858,0.917,1.3324,1.3155,0.3297
2026-09-04,15:29,JAYKAY,0.1314,0.1281,0.1819,0.1654,0.034
2026-09-04,15:29,JAYNECOIND,1.0713,1.2866,0.8985,1.321,0.2497
2026-09-04,15:29,JBMA,1.9039,1.9169,1.9692,2.0346,0.1307
2026-09-04,15:29,JETFREIGHT,0,0.0313,0,0,0
2026-09-04,15:29,JHS,1.5665,1.5665,3.5956,3.1377,1.5712
2026-09-04,15:29,JISLDVREQS,0.0025,0.0025,0.0025,0.0025,0
2026-09-04,15:29,JISLJALEQS,8.4823,8.7055,9.417,9.5409,1.0586
2026-09-04,15:29,JLHL,9.4676,8.8937,8.8881,9.7803,0.3127
2026-09-04,15:29,JMA,0.0463,0.0463,0.0463,0.0463,0
2026-09-04,15:29,JPPOWER,6.333,6.5056,6.587,6.7589,0.4259
2026-09-04,15:29,JSWDULUX,7.9744,8.6603,8.4371,8.4953,0.5209
2026-09-04,15:29,JSWINFRA,7.3064,7.1314,6.917,11.2106,3.9042
2026-09-04,15:29,JSWSTEEL,25.8095,25.6352,25.6391,26.1754,0.3659
2026-09-04,15:29,JTEKTINDIA,0.5596,0.459,0.4707,0.5987,0.0391
2026-09-04,15:29,JTLIND,4.4396,3.3434,3.3998,4.8388,0.3992
2026-09-04,15:29,JUBLINGREA,5.9608,6.148,6.494,6.4927,0.5319
2026-09-04,15:29,JYOTHYLAB,12.1175,12.7735,12.3492,12.1297,0.0122
2026-09-04,15:29,KAJARIACER,11.5719,11.6562,10.2339,11.5844,0.0125
2026-09-04,15:29,KAKATCEM,0,0,0,0,0
2026-09-04,15:29,KALYANIFRG,0,0,0,0,0
2026-09-04,15:29,KANANIIND,0,0,0,0,0
2026-09-04,15:29,KANORICHEM,0.0438,0.0026,0.0438,0.0502,0.0064
2026-09-04,15:29,KAPSTON,0,0.0047,0,0.0105,0.0105
2026-09-04,15:29,KARMAENG,0,0,0,0,0
2026-09-04,15:29,KARURVYSYA,15.8061,16.8692,19.2547,17.9219,2.1158
2026-09-04,15:29,KAUSHALYA,0,0,0,0,0
2026-09-04,15:29,KAYA,0.6286,0.6286,0.6832,0.7089,0.0803
2026-09-04,15:29,KECL,1.1661,3.8677,1.1716,1.2083,0.0422
2026-09-04,15:29,KEI,25.8263,25.485,27.2679,27.3222,1.4959
2026-09-04,15:29,KERNEX,0.5367,0.07,0.2958,2.4783,1.9416
2026-09-04,15:29,KEYFINSERV,9.2638,9.2638,9.2638,9.2638,0
2026-09-04,15:29,KHADIM,0.0137,0.3112,1.0576,0.1176,0.1039
2026-09-04,15:29,KHAITANLTD,0,0,0,0,0
2026-09-04,15:29,KICL,0.5487,0.5721,0.6454,0.6427,0.094
2026-09-04,15:29,KILITCH,0.0001,0,0.0026,0.1171,0.117
2026-09-04,15:29,KIMS,16.9875,16.2898,16.5327,17.0866,0.0991
2026-09-04,15:29,KIOCL,0.0027,0.0072,0.0057,0.0432,0.0405
2026-09-04,15:29,KIRLOSBROS,6.0154,6.0496,6.244,6.413,0.3976
2026-09-04,15:29,KIRLOSENG,8.3396,8.4512,10.7926,11.3326,2.993
2026-09-04,15:29,KIRLPNU,6.8111,6.729,9.5621,10.3957,3.5846
2026-09-04,15:29,KITEX,1.1562,0.9075,0.8792,1.2062,0.05
2026-09-04,15:29,KMEW,0.7477,10.9926,11.7509,12.1092,11.3615
2026-09-04,15:29,KOKUYOCMLN,0.0884,0.0955,0.1027,0.1023,0.0139
2026-09-04,15:29,KOLTEPATIL,8.7759,8.7725,9.9605,10.6097,1.8338
2026-09-04,15:29,KOTHARIPRO,0,0,0,0,0
2026-09-04,15:29,KOVAI,1.2446,1.3108,1.2044,1.2492,0.0046
2026-09-04,15:29,KPEL,0.4923,0.4948,0.658,0.5231,0.0308
2026-09-04,15:29,KPRMILL,6.605,6.6334,6.7662,7.1613,0.5563
2026-09-04,15:29,KRBL,6.54,7.5652,7.7596,7.2816,0.7416
2026-09-04,15:29,KREBSBIO,0.487,0.487,0.4894,0.487,0
2026-09-04,15:29,KRISHNADEF,0.2379,0.1643,0.6081,1.3647,1.1268
2026-09-04,15:29,KRITI,0.0474,0.0499,0.1183,0.0544,0.007
2026-09-04,15:29,KRITINUT,0,0,0,0,0
2026-09-04,15:29,KRN,5.4621,5.3014,6.6654,8.8633,3.4012
2026-09-04,15:29,KRONOX,0.027,0.0464,0.082,0.0447,0.0177
2026-09-04,15:29,KROSS,2.3142,2.4037,2.621,2.5102,0.196
2026-09-04,15:29,KRSNAA,3.666,4.1733,3.9089,4.284,0.618
2026-09-04,15:29,KSHITIJPOL,0.1621,0.1621,0.1621,0.1621,0
2026-09-04,15:29,KUANTUM,0.004,0.0157,0.0532,0.0368,0.0328
2026-09-04,15:29,LAGNAM,0,0,0,0,0
2026-09-04,15:29,LAKPRE,0.0114,0.0114,0.0114,0.0114,0
2026-09-04,15:29,LASA,0,0,0,0,0
2026-09-04,15:29,LATTEYS,0,0,0,0,0
2026-09-04,15:29,LAURUSLABS,26.161,26.5227,25.8231,28.0019,1.8409
2026-09-04,15:29,LCCINFOTEC,0,0.0039,0,0,0
2026-09-04,15:29,LEXUS,0,0,0,0,0
2026-09-04,15:29,LGBBROSLTD,5.8539,7.0016,6.6139,6.422,0.5681
2026-09-04,15:29,LGEINDIA,2.8556,2.9997,2.7256,3.1253,0.2697
2026-09-04,15:29,LICHSGFIN,20.1727,20.3583,21.39,21.4719,1.2992
2026-09-04,15:29,LICI,0.1222,0.1999,0.3125,0.439,0.3168
2026-09-04,15:29,LINC,14.3657,14.3653,14.2844,14.386,0.0203
2026-09-04,15:29,LLOYDSENGG,2.1571,1.935,1.9663,2.4391,0.282
2026-09-04,15:29,LLOYDSENT,0.5887,0.5797,0.5023,0.6483,0.0596
2026-09-04,15:29,LLOYDSME,2.3021,2.1089,2.4733,2.371,0.0689
2026-09-04,15:29,LOKESHMACH,0,0,0,0,0
2026-09-04,15:29,LOYALTEX,0,0,0,0,0
2026-09-04,15:29,LTF,6.4059,6.6577,7.6348,7.7092,1.3033
2026-09-04,15:29,LUMAXIND,1.1366,1.3821,1.6337,1.3599,0.2233
2026-09-04,15:29,LUMAXTECH,7.3363,8.0003,8.3751,8.695,1.3587
2026-09-04,15:29,LUPIN,20.493,21.4923,21.7079,22.4211,1.9281
2026-09-04,15:29,MADHAV,0,0,0,0,0
2026-09-04,15:29,MADHUCON,0,0,0,0,0
2026-09-04,15:29,MAHABANK,2.3429,4.926,5.5509,5.8135,3.4706
2026-09-04,15:29,MAHEPC,0.0232,0.0101,0.0244,0.1252,0.102
2026-09-04,15:29,MAHLOG,3.8605,4.3987,4.825,4.0973,0.2368
2026-09-04,15:29,MALUPAPER,0,0,0,0,0
2026-09-04,15:29,MANAKALUCO,0,0,0.0065,0.2538,0.2538
2026-09-04,15:29,MANAKSTEEL,0,0,0,0,0
2026-09-04,15:29,MANBA,0.8785,0.9233,0.8682,0.9248,0.0463
2026-09-04,15:29,MANCREDIT,0.0138,0.051,0.0016,0.1164,0.1026
2026-09-04,15:29,MANGALAM,0.1106,0.1337,0.3223,0.1106,0
2026-09-04,15:29,MANINDS,2.3232,3.3486,2.4093,2.8692,0.546
2026-09-04,15:29,MANORAMA,2.5202,2.7082,2.8861,3.2157,0.6955
2026-09-04,15:29,MANORG,0,0,0,0,0
2026-09-04,15:29,MARALOVER,0.0787,0.0787,0.0654,0.0787,0
2026-09-04,15:29,MARINE,0.1799,0.6482,0,1.1219,0.942
2026-09-04,15:29,MARKOLINES,0.1815,0.1815,0.1828,0.5897,0.4082
2026-09-04,15:29,MARKSANS,16.9165,16.7414,16.7642,17.4679,0.5514
2026-09-04,15:29,MASFIN,3.1792,3.133,3.4611,3.6848,0.5056
2026-09-04,15:29,MASKINVEST,0,0,0,0,0
2026-09-04,15:29,MASTERTR,0.0024,0.0211,0.0212,0.0319,0.0295
2026-09-04,15:29,MAYURUNIQ,3.3144,3.2351,3.6726,4.7786,1.4642
2026-09-04,15:29,MBAPL,0.1066,0.4283,0.1868,0.6675,0.5609
2026-09-04,15:29,MCL,0,0,0,0,0
2026-09-04,15:29,MCX,19.0024,20.6362,26.0765,29.8447,10.8423
2026-09-04,15:29,MEDIASSIST,26.593,28.6891,27.7216,28.817,2.224
2026-09-04,15:29,MEDICAMEQ,14.3591,14.3251,14.4017,14.3747,0.0156
2026-09-04,15:29,MEESHO,0,73.1525,72.2471,68.9898,68.9898
2026-09-04,15:29,MEGASTAR,1.0792,1.0567,1.7163,5.5228,4.4436
2026-09-04,15:29,MEP,0.1191,0.1191,0.1191,0.1191,0
2026-09-04,15:29,MFML,0.8004,0.8004,0.8004,0.8004,0
2026-09-04,15:29,MFSL,44.7812,45.1355,47.8841,48.0592,3.278
2026-09-04,15:29,MICEL,0.1636,0.1609,1.8379,5.5795,5.4159
2026-09-04,15:29,MIDHANI,1.372,1.2544,1.3199,2.5644,1.1924
2026-09-04,15:29,MIDWESTLTD,2.1058,4.7002,4.3776,3.8813,1.7755
2026-09-04,15:29,MINDACORP,8.7277,9.0899,8.8036,9.3025,0.5748
2026-09-04,15:29,MINDTECK,8.5749,8.6476,8.5836,8.6366,0.0617
2026-09-04,15:29,MITCON,18.208,18.208,18.2367,20.0766,1.8686
2026-09-04,15:29,MITTAL,0,0,0,0,0
2026-09-04,15:29,MMFL,1.7982,1.7398,1.8558,2.4371,0.6389
2026-09-04,15:29,MMTC,0.0935,0.0218,0.1291,0.1592,0.0657
2026-09-04,15:29,MODINATUR,0,0,0,0,0
2026-09-04,15:29,MODIRUBBER,22.7432,24.7273,22.9248,24.9248,2.1816
2026-09-04,15:29,MODISONLTD,0.4808,0.4808,0.4833,0.9244,0.4436
2026-09-04,15:29,MOHITIND,0,0,0,0,0
2026-09-04,15:29,MOKSH,4.5332,4.5332,4.5332,4.6465,0.1133
2026-09-04,15:29,MONARCH,1.7752,1.4372,1.4744,2.7679,0.9927
2026-09-04,15:29,MONEYBOXX,0,0.0017,0.0051,0.0008,0.0008
2026-09-04,15:29,MONTECARLO,1.1165,1.1777,1.2864,1.2089,0.0924
2026-09-04,15:29,MOTHERSON,21.5911,21.3537,22.0476,22.4697,0.8786
2026-09-04,15:29,MOTISONS,0.0864,0.7324,2.0225,2.8896,2.8032
2026-09-04,15:29,MOTOGENFIN,2.6568,2.6568,2.6568,2.6568,0
2026-09-04,15:29,MPHASIS,18.5202,19.7879,19.5027,19.5,0.9798
2026-09-04,15:29,MRPL,1.2133,2.0452,3.4068,2.1657,0.9524
2026-09-04,15:29,MSPL,0.1831,0.3733,0.1206,1.1774,0.9943
2026-09-04,15:29,MSTCLTD,4.0576,3.8091,3.9305,4.9177,0.8601
2026-09-04,15:29,MTARTECH,9.2035,12.2447,17.307,24.7947,15.5912
2026-09-04,15:29,MTEDUCARE,0,0,0,0,0
2026-09-04,15:29,MTNL,0.0375,0.0483,0.5063,0.3923,0.3548
2026-09-04,15:29,MUFIN,0.8397,1.0682,1.1789,2.2608,1.4211
2026-09-04,15:29,MUKANDLTD,0.1887,0.2856,0.2622,0.2535,0.0648
2026-09-04,15:29,MUKKA,1.6952,1.6952,1.6963,1.7346,0.0394
2026-09-04,15:29,MUNJALAU,0.0074,0.0351,0.0005,0.0687,0.0613
2026-09-04,15:29,MURUDCERA,0,0.0334,0,0,0
2026-09-04,15:29,MUTHOOTFIN,11.5783,11.7517,12.3026,11.608,0.0297
2026-09-04,15:29,MVGJL,0.6019,0.6018,0.6018,0.644,0.0421
2026-09-04,15:29,MWL,0,0,0.006,0.2639,0.2639
2026-09-04,15:29,NAGREEKCAP,0.0024,0.0024,0.0024,0.0024,0
2026-09-04,15:29,NAGREEKEXP,0,0,0,0,0
2026-09-04,15:29,NAHARINDUS,0.0025,0.0025,0.0025,0.0107,0.0082
2026-09-04,15:29,NARMADA,0,0.0296,0.5426,0.3068,0.3068
2026-09-04,15:29,NATCAPSUQ,0,0,0,0,0
2026-09-04,15:29,NATCOPHARM,15.5134,14.0888,15.1615,16.9878,1.4744
2026-09-04,15:29,NATIONALUM,16.2194,19.6691,22.2777,21.9875,5.7681
2026-09-04,15:29,NAVINFLUOR,22.1507,23.7399,23.7835,23.7299,1.5792
2026-09-04,15:29,NAVKARCORP,0.2163,0.2167,0.1707,0.6703,0.454
2026-09-04,15:29,NAZARA,13.7819,14.3128,15.5654,13.9786,0.1967
2026-09-04,15:29,NBIFIN,0.1668,0.1668,0.1668,0.1668,0
2026-09-04,15:29,NDGL,0,0,0,0,0
2026-09-04,15:29,NDLVENTURE,14.1828,14.1248,14.1908,14.1848,0.002
2026-09-04,15:29,NELCO,4.5526,4.6118,4.7228,5.616,1.0634
2026-09-04,15:29,NESTLEIND,9.8171,9.8144,9.7355,10.2946,0.4775
2026-09-04,15:29,NEUEON,0,0,0,0,0
2026-09-04,15:29,NEULANDLAB,20.6042,20.8983,20.4568,21.0832,0.479
2026-09-04,15:29,NEXTMEDIA,2.4463,2.4463,2.4463,2.4463,0
2026-09-04,15:29,NFL,0.495,0.91,1.0674,0.5462,0.0512
2026-09-04,15:29,NGLFINE,0.0004,0,0.0273,0.0485,0.0481
2026-09-04,15:29,NHPC,10.0537,10.3904,10.3425,12.2896,2.2359
2026-09-04,15:29,NIACL,1.0064,0.9969,1.0015,1.0202,0.0138
2026-09-04,15:29,NIBE,4.7751,5.9836,8.6639,10.5906,5.8155
2026-09-04,15:29,NINSYS,0,0.0109,0,0.0112,0.0112
2026-09-04,15:29,NIRAJ,0,0.0898,0.0883,0,0
2026-09-04,15:29,NIRAJISPAT,0,0,0,0,0
2026-09-04,15:29,NITINSPIN,0.8263,0.8972,0.9237,1.9202,1.0939
2026-09-04,15:29,NIVABUPA,13.1424,12.7354,13.0151,14.5015,1.3591
2026-09-04,15:29,NKIND,0,0,0,0,0
2026-09-04,15:29,NLCINDIA,3.2432,3.2223,3.6161,4.6241,1.3809
2026-09-04,15:29,NMDC,13.0394,13.4743,13.6011,13.5905,0.5511
2026-09-04,15:29,NOIDATOLL,0,0,0,0,0
2026-09-04,15:29,NORBTEAEXP,0,0,0,0.0901,0.0901
2026-09-04,15:29,NRBBEARING,14.2838,14.1203,14.6912,18.9253,4.6415
2026-09-04,15:29,NRL,0.0656,0.0558,0,0.4054,0.3398
2026-09-04,15:29,NSIL,5.832,5.6863,6.1947,6.1884,0.3564
2026-09-04,15:29,NSLNISP,4.6669,4.8043,4.8488,5.4864,0.8195
2026-09-04,15:29,NURECA,0.075,0.081,0.2789,0.1077,0.0327
2026-09-04,15:29,NUVAMA,16.3052,16.391,16.9474,19.0003,2.6951
2026-09-04,15:29,NUVOCO,3.8209,5.1868,5.001,4.7139,0.893
2026-09-04,15:29,NYKAA,12.6337,12.1963,12.4553,13.7819,1.1482
2026-09-04,15:29,OBCL,0,0,0,0,0
2026-09-04,15:29,OCCLLTD,0.2182,0.043,0.1388,0.2705,0.0523
2026-09-04,15:29,OFSS,8.6513,8.3616,8.0419,9.698,1.0467
2026-09-04,15:29,OLECTRA,7.0452,6.9019,7.1076,7.95,0.9048
2026-09-04,15:29,OMAXAUTO,0.0027,0,0.3635,0.3895,0.3868
2026-09-04,15:29,OMINFRAL,0.1103,0.113,0.11,0.1136,0.0033
2026-09-04,15:29,ONELIFECAP,0,0,0,0,0
2026-09-04,15:29,ONGC,7.0867,6.9812,7.4227,8.0077,0.921
2026-09-04,15:29,ONIDA,0.0294,0.0659,0.0588,0.035,0.0056
2026-09-04,15:29,OPTIEMUS,2.4267,2.6133,2.8609,3.2458,0.8191
2026-09-04,15:29,ORBTEXP,0,0.0016,0,0,0
2026-09-04,15:29,ORIENTBELL,0.0245,0.0199,0.0255,0.0515,0.027
2026-09-04,15:29,ORIENTLTD,0,0,0,0,0
2026-09-04,15:29,ORTINGLOBE,1.6808,1.6808,1.6808,1.8038,0.123
2026-09-04,15:29,OSWALAGRO,0.0825,0.087,0.1097,0.0834,0.0009
2026-09-04,15:29,OSWALGREEN,0.0053,0.0103,0.0211,0.0061,0.0008
2026-09-04,15:29,OSWALSEEDS,0,0,0,0,0
2026-09-04,15:29,PALASHSECU,0,0,0,0,0
2026-09-04,15:29,PANACEABIO,1.0577,1.3646,1.5953,2.3089,1.2512
2026-09-04,15:29,PARACABLES,0.4748,0.3148,0.5435,0.5129,0.0381
2026-09-04,15:29,PARAGMILK,9.913,13.8379,13.349,12.0282,2.1152
2026-09-04,15:29,PARAS,6.8532,5.6948,5.0603,8.2949,1.4417
2026-09-04,15:29,PARASPETRO,0,0,0,0,0
2026-09-04,15:29,PARKHOTELS,2.1846,3.2938,4.003,4.0659,1.8813
2026-09-04,15:29,PASUPTAC,0.4677,0.8156,0.9361,0.8726,0.4049
2026-09-04,15:29,PATELENG,2.5305,2.5205,2.8622,3.2792,0.7487
2026-09-04,15:29,PAUSHAKLTD,0,0,0.0011,0,0
2026-09-04,15:29,PCJEWELLER,6.4572,6.303,9.5196,12.148,5.6908
2026-09-04,15:29,PFC,18.8378,18.3267,19.644,20.536,1.6982
2026-09-04,15:29,PFOCUS,20.6399,28.92,28.2481,28.2927,7.6528
2026-09-04,15:29,PGIL,6.5046,6.2747,6.4861,6.8154,0.3108
2026-09-04,15:29,PIGL,0,0.004,0.012,0.0009,0.0009
2026-09-04,15:29,PILITA,0,0,0,0,0
2026-09-04,15:29,PINELABS,0,77.2696,76.8346,56.5874,56.5874
2026-09-04,15:29,PIONEEREMB,0,0,0.2739,0.2739,0.2739
2026-09-04,15:29,PITTIENG,0.8708,0.9213,1.1139,1.547,0.6762
2026-09-04,15:29,PKTEA,0,0,0,0,0
2026-09-04,15:29,PNB,5.5176,5.6661,5.9373,5.9346,0.417
2026-09-04,15:29,PNC,0,0,0,0,0
2026-09-04,15:29,PNCINFRA,6.9883,6.9477,7.1718,7.283,0.2947
2026-09-04,15:29,POCL,1.7477,2.3391,2.2228,3.1399,1.3922
2026-09-04,15:29,POKARNA,6.1328,6.8179,6.8994,6.907,0.7742
2026-09-04,15:29,POLYCAB,13.9671,14.823,18.2084,18.9955,5.0284
2026-09-04,15:29,POLYPLEX,33.5888,33.2514,34.1794,34.502,0.9132
2026-09-04,15:29,PONNIERODE,9.4613,9.473,9.6116,9.4615,0.0002
2026-09-04,15:29,POONAWALLA,10.7596,10.5619,10.6108,10.9593,0.1997
2026-09-04,15:29,POWERINDIA,9.6639,10.6926,11.6758,12.4396,2.7757
2026-09-04,15:29,PPAP,7.2476,7.2918,7.2556,7.4262,0.1786
2026-09-04,15:29,PPL,0.5365,0.4527,0.4342,0.8612,0.3247
2026-09-04,15:29,PRABHA,0.4521,0.4463,0.6598,1.8219,1.3698
2026-09-04,15:29,PRAJIND,16.8623,17.3209,17.7435,17.7539,0.8916
2026-09-04,15:29,PRECAM,0.2012,0.1283,0.1256,0.2642,0.063
2026-09-04,15:29,PRECWIRE,0.75,1.3255,1.6508,2.4672,1.7172
2026-09-04,15:29,PREMEXPLN,1.0651,0.9048,1.1788,1.6687,0.6036
2026-09-04,15:29,PREMIER,0.0016,0.0016,0.0016,0.0016,0
2026-09-04,15:29,PREMIERENE,10.2211,10.0195,10.0751,13.4363,3.2152
2026-09-04,15:29,PREMIERPOL,0.001,0.0021,0.0726,0.0936,0.0926
2026-09-04,15:29,PRIMESECU,4.4815,4.4693,4.9332,4.9667,0.4852
2026-09-04,15:29,PRIMO,0.1173,0.1106,0.1197,0.358,0.2407
2026-09-04,15:29,PRITI,0,0,0,0,0
2026-09-04,15:29,PRIVISCL,1.3294,1.6388,1.3752,1.9438,0.6144
2026-09-04,15:29,PTC,28.7466,28.9233,27.8114,28.8788,0.1322
