date,time,group,% 3 qtr ago,% 2 qtr ago,% 1 qtr ago,% current qtr,change in 3 qtr
2026-09-04,15:29,PTCIL,3.4114,3.8602,3.9585,3.9472,0.5358
2026-09-04,15:29,PTL,0,0.0012,0.0002,0,0
2026-09-04,15:29,PUNJABCHEM,3.0187,3.0082,3.0089,5.8622,2.8435
2026-09-04,15:29,PWL,0,12.3962,11.5619,12.0174,12.0174
2026-09-04,15:29,PYRAMID,0.9604,0.9562,0.9678,0.9738,0.0134
2026-09-04,15:29,QPOWER,2.1238,1.9682,2.2772,3.3643,1.2405
2026-09-04,15:29,QUADFUTURE,1.5567,0.0177,0.0229,1.8443,0.2876
2026-09-04,15:29,QUINTEGRA,0,0,0,0,0
2026-09-04,15:29,RACLGEAR,14.3583,14.5222,14.9746,14.6896,0.3313
2026-09-04,15:29,RADAAN,0.2769,0.2769,0.2769,0.2769,0
2026-09-04,15:29,RADHIKAJWE,0,0.0028,0.1332,0.0301,0.0301
2026-09-04,15:29,RADICO,17.9991,19.8172,17.6286,18.1999,0.2008
2026-09-04,15:29,RADIOCITY,0.0002,0.0002,0.0002,0.0002,0
2026-09-04,15:29,RAILTEL,3.5478,3.6848,3.7181,3.9816,0.4338
2026-09-04,15:29,RAJMET,0,0,0,0,0
2026-09-04,15:29,RAJOOENG,0.0305,1.7433,1.6615,1.2175,1.187
2026-09-04,15:29,RAJRATAN,0.5676,0.5013,0.575,0.8297,0.2621
2026-09-04,15:29,RAJRILTD,0,0,0,0,0
2026-09-04,15:29,RAJTV,0.0193,0.0193,0.0193,0.0193,0
2026-09-04,15:29,RAJVIR,0,0,0,0,0
2026-09-04,15:29,RAMAPHO,0.0736,0.2523,0.2564,0.1553,0.0817
2026-09-04,15:29,RAMASTEEL,2.473,7.3629,7.6451,3.1807,0.7077
2026-09-04,15:29,RAMCOSYS,9.8908,9.8783,9.9512,11.4802,1.5894
2026-09-04,15:29,RAMKY,1.2985,1.2324,1.8457,1.9243,0.6258
2026-09-04,15:29,RAMRAT,0.1015,0.0929,0.1644,0.4716,0.3701
2026-09-04,15:29,RATEGAIN,5.4892,4.9702,5.3491,5.7592,0.27
2026-09-04,15:29,RATNAVEER,1.2283,1.3247,8.3483,3.5269,2.2986
2026-09-04,15:29,RCF,2.3135,2.4984,2.5966,2.4295,0.116
2026-09-04,15:29,REGENCERAM,0,0,0,0,0
2026-09-04,15:29,RELAXO,3.0315,3.0052,3.0364,3.1115,0.08
2026-09-04,15:29,RELIABLE,0,0.3167,0.4463,0.3334,0.3334
2026-09-04,15:29,RELIGARE,7.8043,7.613,7.8488,9.639,1.8347
2026-09-04,15:29,RELTD,5.3328,4.8285,4.7302,5.7395,0.4067
2026-09-04,15:29,REPCOHOME,11.9067,12.6827,13.3708,12.3529,0.4462
2026-09-04,15:29,REPL,0,0,0,0,0
2026-09-04,15:29,RESPONIND,30.6073,31.227,32.1976,32.0668,1.4595
2026-09-04,15:29,RETAIL,0,0,0,0,0
2026-09-04,15:29,RGL,1.2514,2.248,2.0162,4.1484,2.897
2026-09-04,15:29,RHETAN,0,0.6335,0.8651,0.3367,0.3367
2026-09-04,15:29,RHFL,0.0053,0.0053,0.0053,0.0053,0
2026-09-04,15:29,RICOAUTO,3.0275,2.0089,2.1424,3.5776,0.5501
2026-09-04,15:29,RISHABH,0.055,0.3488,0.2421,0.0953,0.0403
2026-09-04,15:29,RITCO,0.021,0.0643,0.0219,0.0262,0.0052
2026-09-04,15:29,RKSWAMY,0.1804,0.1783,0.3371,0.2404,0.06
2026-09-04,15:29,RMDRIP,3.0159,2.4953,3.8459,4.237,1.2211
2026-09-04,15:29,RML,0.0371,0.0462,0.0647,0.3323,0.2952
2026-09-04,15:29,RNBDENIMS,0.5581,0.6284,2.0746,3.8492,3.2911
2026-09-04,15:29,ROHLTD,8.2996,8.3177,8.5408,8.5664,0.2668
2026-09-04,15:29,ROLLT,0,0,0,0,0
2026-09-04,15:29,ROML,0,0,0,0,0
2026-09-04,15:29,ROSSTECH,1.4996,1.4958,1.5972,1.6829,0.1833
2026-09-04,15:29,ROTO,0.1404,0.1207,0.139,0.19,0.0496
2026-09-04,15:29,RPEL,0.1516,0.107,0.3665,0.8121,0.6605
2026-09-04,15:29,RPOWER,12.9335,13.0933,13.2475,13.6389,0.7054
2026-09-04,15:29,RPPL,7.1392,7.1392,7.1392,7.1392,0
2026-09-04,15:29,RPTECH,1.3886,0.6596,0.7824,3.2725,1.8839
2026-09-04,15:29,RRKABEL,8.4366,8.465,9.1057,10.6744,2.2378
2026-09-04,15:29,RSSOFTWARE,0.7912,0.8464,0.974,0.7912,0
2026-09-04,15:29,RSYSTEMS,3.5964,3.5514,3.7612,3.8241,0.2277
2026-09-04,15:29,RTNPOWER,5.1282,5.2232,5.1286,5.2583,0.1301
2026-09-04,15:29,RUBICON,9.3748,12.0041,11.5381,11.5111,2.1363
2026-09-04,15:29,RUBYMILLS,0.0023,0,0.0011,0.0153,0.013
2026-09-04,15:29,RUCHINFRA,0,0,8.5995,0,0
2026-09-04,15:29,RUDRA,0,0,0,0,0
2026-09-04,15:29,RVTH,0,0,0,0,0
2026-09-04,15:29,SABEVENTS,0.0031,0.0031,0.0031,0.0031,0
2026-09-04,15:29,SADHNANIQ,0.0363,0.1388,0.0026,0.0388,0.0025
2026-09-04,15:29,SAGARDEEP,0,0,0,0,0
2026-09-04,15:29,SAGILITY,5.5944,10.2484,10.0223,9.9892,4.3948
2026-09-04,15:29,SAHYADRI,0,0,0,0.0051,0.0051
2026-09-04,15:29,SAIL,3.764,4.5327,5.0053,7.0865,3.3225
2026-09-04,15:29,SAKUMA,0,0,0,0,0
2026-09-04,15:29,SALASAR,3.5538,4.9671,4.9678,5.9006,2.3468
2026-09-04,15:29,SALONA,0,0,0,0,0
2026-09-04,15:29,SALZERELEC,2.389,2.5571,4.452,4.5142,2.1252
2026-09-04,15:29,SAMBHAAV,0.2493,0.3126,0.2493,0.2493,0
2026-09-04,15:29,SAMMAANCAP,19.0528,24.9384,17.7951,19.6014,0.5486
2026-09-04,15:29,SANDHAR,0.6641,1.1576,0.7644,2.0896,1.4255
2026-09-04,15:29,SANDUMA,1.0009,1.1969,1.6371,1.7382,0.7373
2026-09-04,15:29,SANGHVIMOV,1.7099,1.4591,1.4755,1.8093,0.0994
2026-09-04,15:29,SANGINITA,0,0,0.1866,0,0
2026-09-04,15:29,SANOFI,5.573,5.5526,5.6447,5.694,0.121
2026-09-04,15:29,SANSERA,19.9269,19.7091,19.1383,21.8676,1.9407
2026-09-04,15:29,SANSTAR,0.1453,0.0141,0.0166,9.2929,9.1476
2026-09-04,15:29,SANWARIA,0,0,0,0,0
2026-09-04,15:29,SARVESHWAR,0.2339,0.2339,0.4497,0.2486,0.0147
2026-09-04,15:29,SASKEN,18.5268,18.8726,18.5425,19.113,0.5862
2026-09-04,15:29,SATIN,3.9064,3.5414,3.5124,4.8811,0.9747
2026-09-04,15:29,SAURASHCEM,0.0353,0.2008,0.1557,0.0839,0.0486
2026-09-04,15:29,SBC,1.5665,2.0047,0.7657,2.7943,1.2278
2026-09-04,15:29,SBIN,9.4903,10.2545,11.3145,10.7471,1.2568
2026-09-04,15:29,SCHNEIDER,3.0824,3.0213,3.1853,3.4244,0.342
2026-09-04,15:29,SCI,6.4871,7.1293,8.9757,8.9702,2.4831
2026-09-04,15:29,SCODATUBES,8.0948,8.0412,8.1557,8.383,0.2882
2026-09-04,15:29,SCPL,0,0.0002,0,0.0248,0.0248
2026-09-04,15:29,SEAMECLTD,3.6139,3.3526,3.7341,5.9298,2.3159
2026-09-04,15:29,SECMARK,0,0,0,0,0
2026-09-04,15:29,SECURKLOUD,0.0193,0.0193,0.0193,0.0193,0
2026-09-04,15:29,SEMAC,0.0415,0.0415,0.0415,0.0415,0
2026-09-04,15:29,SENORES,4.2826,3.3454,3.6355,6.6183,2.3357
2026-09-04,15:29,SEPC,0.614,0.599,0.957,1.0393,0.4253
2026-09-04,15:29,SETCO,0.0748,0.0748,0.0299,0.0846,0.0098
2026-09-04,15:29,SETL,14.622,14.4396,14.3341,14.6827,0.0607
2026-09-04,15:29,SFL,4.0667,4.1765,4.1527,4.1686,0.1019
2026-09-04,15:29,SGFIN,3.9349,3.8297,6.5423,6.7587,2.8238
2026-09-04,15:29,SGL,0,0,0,0,0
2026-09-04,15:29,SGMART,4.366,4.4622,5.0726,5.1098,0.7438
2026-09-04,15:29,SHAH,0,0.0121,0,1.0912,1.0912
2026-09-04,15:29,SHAILY,14.2062,12.0048,16.7351,18.1773,3.9711
2026-09-04,15:29,SHALPAINTS,0.0101,0.0358,0.0767,0.0444,0.0343
2026-09-04,15:29,SHANTI,0,0,0,0,0
2026-09-04,15:29,SHAREINDIA,0.7179,1.4412,1.5412,1.877,1.1591
2026-09-04,15:29,SHEMAROO,0,0,0,0,0
2026-09-04,15:29,SHILPAMED,10.9208,10.969,11.0773,11.3827,0.4619
2026-09-04,15:29,SHIVAUM,2.0294,2.0294,2.0294,2.0294,0
2026-09-04,15:29,SHRADHA,0,0,0,0,0
2026-09-04,15:29,SHREDIGCEM,0.4151,1.0395,0.3721,0.496,0.0809
2026-09-04,15:29,SHREEJISPG,0.4472,0.4443,0.2165,0.458,0.0108
2026-09-04,15:29,SHREERAMA,0.0736,0.0908,0.0729,0.0736,0
2026-09-04,15:29,SHRIPISTON,5.9959,6.6244,7.6446,29.5146,23.5187
2026-09-04,15:29,SHRIRAMFIN,49.6087,47.2173,45.1475,54.7663,5.1576
2026-09-04,15:29,SHRIRAMPPS,2.8945,3.5555,6.0568,6.849,3.9545
2026-09-04,15:29,SHYAMCENT,0.0014,0.0014,0.0014,0.0014,0
2026-09-04,15:29,SHYAMTEL,0,0,0,0,0
2026-09-04,15:29,SICAGEN,2.4165,2.4733,2.4733,2.4733,0.0568
2026-09-04,15:29,SICALLOG,0.0642,0.0642,3.1463,3.1453,3.0811
2026-09-04,15:29,SIGNPOST,0.0475,0.0869,0.0938,0.2374,0.1899
2026-09-04,15:29,SIKKO,5.005,8.0133,8.0142,7.7187,2.7137
2026-09-04,15:29,SIL,38.8628,38.8628,38.8628,38.8628,0
2026-09-04,15:29,SILGO,0.0008,0,0.012,0.4933,0.4925
2026-09-04,15:29,SILINV,0.0925,0.0945,0.0925,0.0925,0
2026-09-04,15:29,SILLYMONKS,0,0,0,0,0
2026-09-04,15:29,SILVERTUC,0.0998,0.7549,1.1471,0.4795,0.3797
2026-09-04,15:29,SIMBHALS,0,0,0,0,0
2026-09-04,15:29,SINDHUTRAD,2.9281,3.1799,3.1799,3.1741,0.246
2026-09-04,15:29,SINTERCOM,0.0258,0.0327,0,0.0436,0.0178
2026-09-04,15:29,SIS,13.1764,11.7792,12.564,13.2657,0.0893
2026-09-04,15:29,SJVN,2.5488,2.6956,2.754,2.7886,0.2398
2026-09-04,15:29,SKYGOLD,0.5505,0.7757,1.1937,2.7933,2.2428
2026-09-04,15:29,SMSPHARMA,0.2803,0.0375,0.3072,0.6493,0.369
2026-09-04,15:29,SOMANYCERA,0.9811,0.8988,1.3364,1.3799,0.3988
2026-09-04,15:29,SOMATEX,0.0012,0.0139,0.0012,0.0012,0
2026-09-04,15:29,SONACOMS,23.4634,23.8907,23.7002,23.6085,0.1451
2026-09-04,15:29,SONAMLTD,0,0.0206,0.2621,0,0
2026-09-04,15:29,SONATSOFTW,8.8493,8.7914,8.7362,9.1678,0.3185
2026-09-04,15:29,SOTL,0.8339,0.874,0.8841,1.0236,0.1897
2026-09-04,15:29,SOUTHBANK,17.9113,20.9448,24.214,25.3876,7.4763
2026-09-04,15:29,SOUTHWEST,0.1198,0.0814,0.7646,0.8074,0.6876
2026-09-04,15:29,SPAL,2.8604,3.2097,2.8508,2.8637,0.0033
2026-09-04,15:29,SPARC,1.4743,1.7596,2.0398,3.9035,2.4292
2026-09-04,15:29,SPECIALITY,0.3982,0.4743,0.5671,0.4585,0.0603
2026-09-04,15:29,SPLPETRO,3.6965,3.6979,3.6899,3.8028,0.1063
2026-09-04,15:29,SPMLINFRA,0.2626,0.1495,0.3597,0.3266,0.064
2026-09-04,15:29,SPORTKING,0.0071,0.0255,0.2377,0.3518,0.3447
2026-09-04,15:29,SREEL,6.8981,6.899,6.8981,6.8981,0
2026-09-04,15:29,STALLION,0.8029,0.4715,1.7849,0.8261,0.0232
2026-09-04,15:29,STARHEALTH,13.5023,14.0713,15.0527,16.0427,2.5404
2026-09-04,15:29,STCINDIA,0,0,0.0046,0.0416,0.0416
2026-09-04,15:29,STEELCAS,2.1699,2.1971,2.2253,2.2673,0.0974
2026-09-04,15:29,STEELXIND,0.2915,0.3049,0.2972,0.6969,0.4054
2026-09-04,15:29,STEL,0.0002,0.0024,0.0089,0.0081,0.0079
2026-09-04,15:29,STLTECH,11.2786,10.934,11.4667,18.2179,6.9393
2026-09-04,15:29,STOVEKRAFT,0.9509,0.8756,0.8106,1.2222,0.2713
2026-09-04,15:29,SUMEETINDS,0,0,0.0127,0.3176,0.3176
2026-09-04,15:29,SUMIT,0,0.0859,0.2666,0.0209,0.0209
2026-09-04,15:29,SUNDARAM,0,0,0,0,0
2026-09-04,15:29,SUNDRMBRAK,0,0,0,0,0
2026-09-04,15:29,SUNDRMFAST,10.5543,10.0138,11.2458,11.3987,0.8444
2026-09-04,15:29,SUNFLAG,10.6476,10.4674,10.539,10.8633,0.2157
2026-09-04,15:29,SUPERHOUSE,0.72,0.72,0.72,0.72,0
2026-09-04,15:29,SUPREMEENG,0,0,0,0,0
2026-09-04,15:29,SUPREMEINF,8.553,8.553,15.6464,15.7705,7.2175
2026-09-04,15:29,SUPRIYA,5.4594,5.1964,5.1583,6.1876,0.7282
2026-09-04,15:29,SURANASOL,0,0.0264,0,0.1542,0.1542
2026-09-04,15:29,SURYODAY,21.7254,22.031,22.2963,22.4128,0.6874
2026-09-04,15:29,SUVIDHAA,3.1577,3.1577,3.1577,3.1577,0
2026-09-04,15:29,SUZLON,24.5652,25.5946,25.7131,26.0054,1.4402
2026-09-04,15:29,SVLL,0,0,0,0,0
2026-09-04,15:29,SVPGLOB,0,0,0,0,0
2026-09-04,15:29,SWANCORP,8.8877,9.704,10.4174,10.3577,1.47
2026-09-04,15:29,SWANDEF,0.0246,0.0073,0.605,0.676,0.6514
2026-09-04,15:29,SWELECTES,0.0442,0.2159,0.226,0.5779,0.5337
2026-09-04,15:29,SYRMA,7.4114,6.8289,6.927,7.7469,0.3355
2026-09-04,15:29,TAKE,0,0.5573,0.2875,0.2065,0.2065
2026-09-04,15:29,TALBROAUTO,0.7232,0.6159,0.4867,1.2632,0.54
2026-09-04,15:29,TARACHAND,0.0698,0.1142,0.1272,0.1287,0.0589
2026-09-04,15:29,TASTYBITE,3.6844,3.6633,3.6668,3.7256,0.0412
2026-09-04,15:29,TATACOMM,13.6097,14.4601,14.4319,13.7476,0.1379
2026-09-04,15:29,TATASTEEL,17.7993,17.9787,19.0725,19.3923,1.593
2026-09-04,15:29,TATATECH,7.7504,8.016,8.2743,8.7962,1.0458
2026-09-04,15:29,TATVA,3.3912,4.1694,3.8172,3.9321,0.5409
2026-09-04,15:29,TBZ,0,0.0002,0.2584,1.4706,1.4706
2026-09-04,15:29,TCIFINANCE,0,0,0,0,0
2026-09-04,15:29,TCPLPACK,0.9221,0.9639,1.0433,1.0163,0.0942
2026-09-04,15:29,TDPOWERSYS,23.7306,23.5802,24.3949,26.2101,2.4795
2026-09-04,15:29,TEAMGTY,1.689,2.0288,2.0783,2.0783,0.3893
2026-09-04,15:29,TEAMLEASE,6.6774,6.3507,6.7618,6.951,0.2736
2026-09-04,15:29,TEGA,1.8706,1.4745,2.145,2.7986,0.928
2026-09-04,15:29,TEMBO,0.3098,8.6182,8.5806,8.4816,8.1718
2026-09-04,15:29,TEXINFRA,0.5018,1.4982,1.5091,9.8537,9.3519
2026-09-04,15:29,TFCILTD,8.6137,8.3358,6.7621,9.4648,0.8511
2026-09-04,15:29,TGBHOTELS,0,0,0,0,0
2026-09-04,15:29,THANGAMAYL,4.4857,4.6976,4.3704,5.5403,1.0546
2026-09-04,15:29,THEJO,0.6556,0.7879,0.8435,0.8453,0.1897
2026-09-04,15:29,THOMASCOOK,5.3163,7.2801,7.5633,6.1755,0.8592
2026-09-04,15:29,THOMASCOTT,0,0.0224,0.0526,0.0441,0.0441
2026-09-04,15:29,THYROCARE,4.8489,4.9505,5.3699,5.4378,0.5889
2026-09-04,15:29,TICL,0,0.0149,0.008,0.1025,0.1025
2026-09-04,15:29,TIGERLOGS,11.7786,11.3235,11.4792,12.679,0.9004
2026-09-04,15:29,TIL,0.0384,0.0416,2.4269,3.2035,3.1651
2026-09-04,15:29,TIPSFILMS,0.0505,0.0463,0.0463,0.0529,0.0024
2026-09-04,15:29,TIRUPATIFL,0.0204,0.0201,0.7796,0.4522,0.4318
2026-09-04,15:29,TITAGARH,9.6321,10.7303,10.7327,10.9382,1.3061
2026-09-04,15:29,TMB,4.6536,4.954,6.1901,6.7302,2.0766
2026-09-04,15:29,TNPETRO,10.2946,11.0157,12.3167,12.642,2.3474
2026-09-04,15:29,TNTELE,7.1802,7.1817,7.1802,7.1802,0
2026-09-04,15:29,TOKYOPLAST,0,0,0,0,0
2026-09-04,15:29,TOTAL,0,0,0,0,0
2026-09-04,15:29,TOUCHWOOD,0,0,0,0,0
2026-09-04,15:29,TPHQ,0.0046,0.0046,0.0046,0.0046,0
2026-09-04,15:29,TPLPLASTEH,0.002,0.4487,0.4959,0.4715,0.4695
2026-09-04,15:29,TRANSRAILL,1.1546,1.1315,2.1644,2.4895,1.3349
2026-09-04,15:29,TREEHOUSE,13.9882,13.9882,13.9882,13.9882,0
2026-09-04,15:29,TRIDENT,3.0562,3.1585,3.0695,3.1749,0.1187
2026-09-04,15:29,TRIVENI,5.7062,6.9574,7.4394,7.6919,1.9857
2026-09-04,15:29,TSFINV,2.6018,3.15,3.2029,3.2703,0.6685
2026-09-04,15:29,TTKPRESTIG,7.6997,7.7117,7.8458,7.849,0.1493
2026-09-04,15:29,TVSELECT,0.0347,0.2184,0.0084,0.3462,0.3115
2026-09-04,15:29,TVSHLTD,3.0025,3.1243,3.2909,3.2514,0.2489
2026-09-04,15:29,UEL,0,0,0,0,0
2026-09-04,15:29,UFBL,9.6834,9.3383,9.6682,10.5503,0.8669
2026-09-04,15:29,UFLEX,15.3106,16.5502,16.7751,17.6003,2.2897
2026-09-04,15:29,UFO,1.4702,1.629,1.6469,1.7349,0.2647
2026-09-04,15:29,UMAEXPORTS,0,0,0,0,0
2026-09-04,15:29,UMESLTD,1.7065,1.7065,1.7065,1.7065,0
2026-09-04,15:29,UMIYA-MRO,0,0.0016,0.0016,0.0016,0.0016
2026-09-04,15:29,UNIENTER,15.7134,15.7134,15.8239,15.8239,0.1105
2026-09-04,15:29,UNIINFO,0,0,0,0,0
2026-09-04,15:29,UNIMECH,3.0932,3.2409,3.2609,3.3166,0.2234
2026-09-04,15:29,UNIONBANK,7.8578,8.1406,9.3717,8.6318,0.774
2026-09-04,15:29,UNIPARTS,1.9892,2.447,2.8164,3.3814,1.3922
2026-09-04,15:29,UNITEDTEA,0,0,0.0043,0,0
2026-09-04,15:29,UNIVASTU,0,0,0,0.0068,0.0068
2026-09-04,15:29,UNIVCABLES,0.4058,0.8081,0.6807,1.111,0.7052
2026-09-04,15:29,UNIVPHOTO,0,0,0,0,0
2026-09-04,15:29,UPL,39.9023,40.9863,43.1016,43.7068,3.8045
2026-09-04,15:29,USHAMART,13.9303,14.3967,14.5384,14.8691,0.9388
2026-09-04,15:29,UTKARSHBNK,6.3685,14.7958,14.4807,14.8947,8.5262
2026-09-04,15:29,V2RETAIL,2.1041,3.0062,2.6231,3.112,1.0079
2026-09-04,15:29,VADILALIND,0.5744,0.5686,0.5819,1.0181,0.4437
2026-09-04,15:29,VAISHALI,0,0,0,0,0
2026-09-04,15:29,VARDHACRLC,0.0237,0.0209,0.0209,0.0339,0.0102
2026-09-04,15:29,VARDMNPOLY,0.3289,0.4608,5.6261,5.6254,5.2965
2026-09-04,15:29,VASWANI,0.0238,0.1093,0,0.1308,0.107
2026-09-04,15:29,VCL,0,9.0472,11.1922,11.135,11.135
2026-09-04,15:29,VEDL,11.1233,12.1866,13.9665,15.8162,4.6929
2026-09-04,15:29,VENUSREM,1.8588,2.2576,2.796,2.9193,1.0605
2026-09-04,15:29,VESUVIUS,4.3067,4.42,4.4375,4.5622,0.2555
2026-09-04,15:29,VETO,0.005,0.0061,0.0145,0.414,0.409
2026-09-04,15:29,VGL,0,0.0044,0.0092,0.5789,0.5789
2026-09-04,15:29,VIKRAMSOLR,2.6794,2.419,3.5322,3.9629,1.2835
2026-09-04,15:29,VIMTALABS,4.3337,4.5877,4.8936,4.4178,0.0841
2026-09-04,15:29,VINCOFE,5.2769,4.384,4.8346,5.3834,0.1065
2026-09-04,15:29,VINEETLAB,0,0,0.3593,0.4978,0.4978
2026-09-04,15:29,VINNY,0,0,0,0,0
2026-09-04,15:29,VINYLINDIA,0,0.0013,0.022,0,0
2026-09-04,15:29,VIPULLTD,8.8082,11.2687,13.2066,10.4123,1.6041
2026-09-04,15:29,VIRINCHI,0.213,0.1335,0.1927,0.8822,0.6692
2026-09-04,15:29,VISHNU,2.2359,2.1961,2.3015,2.5133,0.2774
2026-09-04,15:29,VIVIDHA,0,0,0,0,0
2026-09-04,15:29,VIVIMEDLAB,11.0068,11.0068,11.0068,11.0106,0.0038
2026-09-04,15:29,VMM,15.3942,15.5198,22.0113,20.4305,5.0363
2026-09-04,15:29,VSTIND,1.3825,1.2278,1.3382,1.7928,0.4103
2026-09-04,15:29,VSTL,0.0623,0.0264,0.3094,0.1509,0.0886
2026-09-04,15:29,VTL,5.7466,5.7162,5.6921,6.0741,0.3275
2026-09-04,15:29,WAAREEENER,8.2678,8.8188,8.9636,10.483,2.2152
2026-09-04,15:29,WAAREEINDO,0.5351,0.5351,0.5517,0.5453,0.0102
2026-09-04,15:29,WAAREERTL,1.3769,1.6981,1.8515,1.9768,0.5999
2026-09-04,15:29,WAKEFIT,0,36.6528,32.3321,31.2894,31.2894
2026-09-04,15:29,WALCHANNAG,0.3794,0.4602,0.467,2.3804,2.001
2026-09-04,15:29,WANBURY,1.0948,0.9879,0.8581,1.1651,0.0703
2026-09-04,15:29,WEALTH,0.0012,0.0032,0.0032,0.0032,0.002
2026-09-04,15:29,WEIZMANIND,0,0,0,0,0
2026-09-04,15:29,WEL,8.981,9.519,9.9741,10.9761,1.9951
2026-09-04,15:29,WELCORP,11.7961,11.4441,11.2311,14.6119,2.8158
2026-09-04,15:29,WELINV,0,0,0,0,0
2026-09-04,15:29,WELSPUNLIV,4.9719,5.0289,4.9928,5.2083,0.2364
2026-09-04,15:29,WHEELS,1.0834,1.177,1.1495,1.9816,0.8982
2026-09-04,15:29,WHIRLPOOL,11.119,11.8969,11.466,12.4753,1.3563
2026-09-04,15:29,WINDLAS,1.1088,0.9318,0.5964,2.043,0.9342
2026-09-04,15:29,WINDMACHIN,1.055,1.0261,1.6294,2.311,1.256
2026-09-04,15:29,WIPRO,10.8095,10.4886,10.7955,11.1432,0.3337
2026-09-04,15:29,WOCKPHARMA,7.0968,6.9943,7.0877,7.223,0.1262
2026-09-04,15:29,WSI,0.9761,0.7556,13.6686,13.5306,12.5545
2026-09-04,15:29,XCHANGING,0.0043,0.0113,0.1098,0.026,0.0217
2026-09-04,15:29,XELPMOC,0.0035,0,0.0565,0.0718,0.0683
2026-09-04,15:29,XTGLOBAL,0.0021,0.0021,0.0021,0.0021,0
2026-09-04,15:29,YATRA,4.198,5.0526,4.2492,4.9526,0.7546
2026-09-04,15:29,YESBANK,24.9473,44.9546,45.7347,46.1186,21.1713
2026-09-04,15:29,YUKEN,0.0659,0.0709,0.0691,0.1032,0.0373
2026-09-04,15:29,ZEEMEDIA,16.0053,15.0073,16.0446,19.7515,3.7462
2026-09-04,15:29,ZENITHEXPO,0,0,0,0,0
2026-09-04,15:29,ZENITHSTL,0,0,0,0,0
2026-09-04,15:29,ZENTEC,5.9455,5.5466,5.9917,6.4636,0.5181
2026-09-04,15:29,ZFCVINDIA,5.7932,5.3679,5.7834,5.931,0.1378
2026-09-04,15:29,ZIMLAB,0,0.0195,0,0.0311,0.0311
2026-09-04,15:29,ZODIACLOTH,0,0,0,0,0
2026-09-04,15:29,ZOTA,3.4878,8.0927,8.2131,7.9163,4.4285
