Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-15 15:29,co-working,40,60,60,60,60
2026-09-15 15:29,healthcare,39.6341,65.8537,67.6829,70.7317,70.7317
2026-09-15 15:29,telecom-service,36.3636,27.2727,36.3636,36.3636,36.3636
2026-09-15 15:29,aerospace & defence,26.4706,55.8824,61.7647,64.7059,67.6471
2026-09-15 15:29,energy,25.641,48.7179,53.8462,53.8462,53.8462
2026-09-15 15:29,n/a,24.0741,31.0185,31.0185,31.4815,31.4815
2026-09-15 15:29,transportation,24.0741,37.037,40.7407,42.5926,44.4444
2026-09-15 15:29,industrials,24.0343,46.7811,51.9313,53.2189,54.5064
2026-09-15 15:29,textiles,23.2558,37.9845,35.6589,37.9845,36.4341
2026-09-15 15:29,services,23.1405,35.5372,33.8843,33.0579,31.405
2026-09-15 15:29,i.t,22.905,36.3128,34.6369,34.6369,34.0782
2026-09-15 15:29,plastic products,22.5806,35.4839,32.2581,32.2581,32.2581
2026-09-15 15:29,chemicals,21.3836,49.6855,47.7987,45.9119,43.3962
2026-09-15 15:29,metals & mining,20.9302,37.2093,40.3101,41.8605,44.9612
2026-09-15 15:29,consumer discretionary,19.6203,40.5063,43.6709,43.6709,43.038
2026-09-15 15:29,fmcg,18.7097,38.0645,41.2903,41.2903,42.5806
2026-09-15 15:29,financials,17.8082,34.2466,37.4429,39.726,39.726
2026-09-15 15:29,building materials,16.6667,29.1667,31.25,29.1667,29.1667
2026-09-15 15:29,auto,16.5049,41.7476,48.5437,49.5146,52.4272
2026-09-15 15:29,realty,15.2632,19.4737,20.5263,21.0526,21.5789
2026-09-15 15:29,miscellaneous,13.9535,25.5814,30.2326,30.2326,32.5581
2026-09-15 15:29,telecom,10,40,40,40,40
2026-09-15 15:29,bank,9.7561,34.1463,51.2195,51.2195,56.0976
2026-09-15 15:29,power & utilities,9.375,12.5,15.625,21.875,21.875
2026-09-15 15:29,media,8.3333,25,20.8333,20.8333,16.6667
2026-09-15 15:29,indices,7.2261,22.8438,31.7016,43.1235,48.0186
