Date,Symbol,Changeinpercentage
2026-09-15 15:29,VHLTD-RE1,38.7755
2026-09-15 15:29,QUINT,20
2026-09-15 15:29,STLSTRINF,20
2026-09-15 15:29,EMUDHRA,19.998
2026-09-15 15:29,TATACHEM,19.9935
2026-09-15 15:29,HMAAGRO,16.6418
2026-09-15 15:29,FSL,14.4386
2026-09-15 15:29,KSHITIJ-RE,14.2857
2026-09-15 15:29,ORCHASP,12.0567
2026-09-15 15:29,TATAINVEST,10.3626
2026-09-15 15:29,DUCON-RE1,10.2564
2026-09-15 15:29,GRAVISSHO,10
2026-09-15 15:29,MONEYBOXX,9.9853
2026-09-15 15:29,GTECJAINX,9.9812
2026-09-15 15:29,NAGREEKCAP,9.9598
2026-09-15 15:29,JINDALPOLY,9.9211
2026-09-15 15:29,RELCHEMQ,9.4983
2026-09-15 15:29,INDIAVIX,9.2758
2026-09-15 15:29,JINDALPHOT,8.7744
2026-09-15 15:29,AMDIND,8.7615
2026-09-15 15:29,KANCOTEA,8.625
2026-09-15 15:29,KAVDEFENCE,8.4235
2026-09-15 15:29,CSM,7.6822
2026-09-15 15:29,QUICKHEAL,7.6532
2026-09-15 15:29,VMSTMT,7.5703
2026-09-15 15:29,OPTIEMUS,6.8344
2026-09-15 15:29,DAVANGERE,6.6667
2026-09-15 15:29,GRPLTD,6.2906
2026-09-15 15:29,KOPRAN,6.2229
2026-09-15 15:29,MONQ50,6.1844
2026-09-15 15:29,SHOPERSTOP,6.1393
2026-09-15 15:29,SONATSOFTW,5.8115
2026-09-15 15:29,IGARASHI,5.4912
2026-09-15 15:29,GEEKAYWIRE,5.4258
2026-09-15 15:29,BALAJITELE,5.3514
2026-09-15 15:29,PASUPTAC,5.0686
2026-09-15 15:29,RHL,5.0225
2026-09-15 15:29,SIEL,5
2026-09-15 15:29,MBECL,5
2026-09-15 15:29,ONMOBILE,5
2026-09-15 15:29,DIACABS,4.9993
2026-09-15 15:29,SPECTRUM,4.9992
2026-09-15 15:29,KANORICHEM,4.9988
2026-09-15 15:29,ARCL,4.998
2026-09-15 15:29,TAKE,4.9972
2026-09-15 15:29,KALYANI,4.9967
2026-09-15 15:29,SOFTTECH,4.9961
2026-09-15 15:29,RAJTV,4.9939
2026-09-15 15:29,BI,4.9935
2026-09-15 15:29,3IINFOLTD,4.9891
2026-09-15 15:29,HILINFRA,4.9843
2026-09-15 15:29,UNIVAFOODS,4.9834
2026-09-15 15:29,IBULLSLTD,4.9732
2026-09-15 15:29,GFSTEELS,4.9642
2026-09-15 15:29,QMSMEDI,4.9627
2026-09-15 15:29,RCOM,4.9505
2026-09-15 15:29,SONAL,4.9275
2026-09-15 15:29,UNIVPHOTO,4.9246
2026-09-15 15:29,KESORAMIND,4.9126
2026-09-15 15:29,KSHITIJPOL,4.8851
2026-09-15 15:29,ESDS,4.8437
2026-09-15 15:29,DISHTV,4.8
2026-09-15 15:29,PANCHMAHQ,4.7857
2026-09-15 15:29,ELITECON,4.7677
2026-09-15 15:29,SHEKHAWATI,4.7496
2026-09-15 15:29,ATALREAL,4.7273
2026-09-15 15:29,TIJARIA,4.7234
2026-09-15 15:29,KSR,4.717
2026-09-15 15:29,ASSAMENT,4.6772
2026-09-15 15:29,FLEXITUFF,4.6729
2026-09-15 15:29,BILVYAPAR,4.557
2026-09-15 15:29,HDFCNIMEG,4.5563
2026-09-15 15:29,ACCURACY,4.5346
2026-09-15 15:29,WCIL,4.5023
2026-09-15 15:29,ACMESOLAR,4.4991
2026-09-15 15:29,VIRTUALG,4.4444
2026-09-15 15:29,EMPOWER,4.386
2026-09-15 15:29,CMICABLES,4.3825
2026-09-15 15:29,UEL,4.307
2026-09-15 15:29,JHS,4.2705
2026-09-15 15:29,ROLLT,4.2105
2026-09-15 15:29,ROSSTECH,4.2082
2026-09-15 15:29,HATSUN,4.1326
2026-09-15 15:29,HEXT,4.1143
2026-09-15 15:29,REDTAPE,4.1085
2026-09-15 15:29,SUMEDHA,4.0821
2026-09-15 15:29,GKB,4.0593
2026-09-15 15:29,UNIINFO,4.0219
2026-09-15 15:29,TPHQ,4
2026-09-15 15:29,HCLTECH,3.9466
2026-09-15 15:29,BALKRISHNA,3.913
2026-09-15 15:29,JKIPL,3.8629
2026-09-15 15:29,INFY,3.7872
2026-09-15 15:29,ENERGYAXIS,3.7776
2026-09-15 15:29,CPCAP,3.7681
