Date,Symbol,Sector,Market cap,1 week %,Vol > yr avg
2026-09-08,SWANDEF,transportation,midcap,-1.4364,0.0834
2026-09-09,SWANDEF,transportation,midcap,2.5514,0.1825
2026-09-10,SWANDEF,transportation,midcap,5.6583,0.1665
2026-09-11,SWANDEF,transportation,midcap,8.2414,0.153
2026-09-15,SWANDEF,transportation,midcap,-2.8373,0.1612
2026-09-08,RAYMOND,transportation,midcap,15.7859,20.4112
2026-09-09,RAYMOND,transportation,midcap,9.1247,8.1431
2026-09-10,RAYMOND,transportation,midcap,15.2528,4.8142
2026-09-11,RAYMOND,transportation,midcap,35.358,21.6369
2026-09-15,RAYMOND,transportation,midcap,-0.6831,27.0393
2026-09-08,SIGMAADV,aerospace & defence,midcap,1.9347,0.6179
2026-09-09,SIGMAADV,aerospace & defence,midcap,-0.9575,0.5488
2026-09-10,SIGMAADV,aerospace & defence,midcap,3.994,0.8811
2026-09-11,SIGMAADV,aerospace & defence,midcap,9.1881,1.2866
2026-09-15,SIGMAADV,aerospace & defence,midcap,-4.5408,1.1161
2026-09-08,CENTUM,aerospace & defence,midcap,13.8056,1.4458
2026-09-09,CENTUM,aerospace & defence,midcap,12.8262,1.7796
2026-09-10,CENTUM,aerospace & defence,midcap,11.7617,0.3369
2026-09-11,CENTUM,aerospace & defence,midcap,11.2733,0.4287
2026-09-15,CENTUM,aerospace & defence,midcap,-4.3273,0.6663
2026-09-08,DYNAMATECH,aerospace & defence,midcap,-0.6007,0.3772
2026-09-09,DYNAMATECH,aerospace & defence,midcap,-0.2488,0.5996
2026-09-10,DYNAMATECH,aerospace & defence,midcap,-0.9525,0.4587
2026-09-11,DYNAMATECH,aerospace & defence,midcap,3.8013,2.3138
2026-09-15,DYNAMATECH,aerospace & defence,midcap,-0.2149,0.8438
2026-09-08,REDINGTON,services,largecap,0.606,0.4608
2026-09-09,REDINGTON,services,largecap,1.8179,0.626
2026-09-10,REDINGTON,services,largecap,5.575,3.4312
2026-09-11,REDINGTON,services,largecap,6.0329,1.1036
2026-09-15,REDINGTON,services,largecap,-3.7465,0.6398
2026-09-08,AEGISLOG,services,largecap,-0.1653,0.2332
2026-09-09,AEGISLOG,services,largecap,5.7629,1.5561
2026-09-10,AEGISLOG,services,largecap,2.9444,0.8427
2026-09-11,AEGISLOG,services,largecap,6.5659,0.8871
2026-09-15,AEGISLOG,services,largecap,-2.2237,0.5106
2026-09-08,ASIANHOTNR,services,smallcap,5.4581,4.4083
2026-09-09,ASIANHOTNR,services,smallcap,5.1332,0.844
2026-09-10,ASIANHOTNR,services,smallcap,-0.6758,0.4245
2026-09-11,ASIANHOTNR,services,smallcap,-1.5465,0.8071
2026-09-15,ASIANHOTNR,services,smallcap,1.7556,3.3669
2026-09-08,VSSL,metals & mining,smallcap,-2.0733,0.549
2026-09-09,VSSL,metals & mining,smallcap,-0.3845,0.6077
2026-09-10,VSSL,metals & mining,smallcap,7.6479,51.0777
2026-09-11,VSSL,metals & mining,smallcap,9.1446,3.7677
2026-09-15,VSSL,metals & mining,smallcap,-2.1009,1.2268
2026-09-08,MAHASTEEL,metals & mining,smallcap,0.694,0.1425
2026-09-09,MAHASTEEL,metals & mining,smallcap,3.3606,0.2515
2026-09-10,MAHASTEEL,metals & mining,smallcap,3.8285,0.1253
2026-09-11,MAHASTEEL,metals & mining,smallcap,-0.499,0.2401
2026-09-15,MAHASTEEL,metals & mining,smallcap,1.4419,0.525
2026-09-08,MANAKSTEEL,metals & mining,smallcap,-2.7679,0.7094
2026-09-09,MANAKSTEEL,metals & mining,smallcap,2.0876,0.8819
2026-09-10,MANAKSTEEL,metals & mining,smallcap,7.1855,0.7458
2026-09-11,MANAKSTEEL,metals & mining,smallcap,9.8882,2.2098
2026-09-15,MANAKSTEEL,metals & mining,smallcap,-4.9953,0.8431
2026-09-08,GOODLUCK,metals & mining,midcap,9.04,2.7082
2026-09-09,GOODLUCK,metals & mining,midcap,9.0717,2.0301
2026-09-10,GOODLUCK,metals & mining,midcap,9.5158,1.393
2026-09-11,GOODLUCK,metals & mining,midcap,9.2937,1.0953
2026-09-15,GOODLUCK,metals & mining,midcap,0.445,1.234
2026-09-08,MANINDS,metals & mining,midcap,4.2039,0.8655
2026-09-09,MANINDS,metals & mining,midcap,0.5073,0.5671
2026-09-10,MANINDS,metals & mining,midcap,11.147,10.2806
2026-09-11,MANINDS,metals & mining,midcap,9.8345,5.1678
2026-09-15,MANINDS,metals & mining,midcap,-6.6851,1.1693
2026-09-08,BIL,consumer discretionary,smallcap,3.1944,1.8135
2026-09-09,BIL,consumer discretionary,smallcap,22.0686,21.8346
2026-09-10,BIL,consumer discretionary,smallcap,19.1496,5.63
2026-09-11,BIL,consumer discretionary,smallcap,18.1913,1.9458
2026-09-15,BIL,consumer discretionary,smallcap,-4.2358,1.3352
2026-09-08,TBZ,consumer discretionary,smallcap,15.483,0.152
2026-09-09,TBZ,consumer discretionary,smallcap,9.7224,4.5397
2026-09-10,TBZ,consumer discretionary,smallcap,4.2425,1.2542
2026-09-11,TBZ,consumer discretionary,smallcap,9.452,2.1345
2026-09-15,TBZ,consumer discretionary,smallcap,-0.3515,1.5012
2026-09-08,STAR,healthcare,midcap,12.0612,1.2586
2026-09-09,STAR,healthcare,midcap,12.8445,0.9608
2026-09-10,STAR,healthcare,midcap,14.8547,0.7762
2026-09-11,STAR,healthcare,midcap,11.6837,0.4127
