Date,Up 4.5%+ today,Down 4.5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
2025-10-10,83,25,16,3,984,1050,957,1077,1011,1023
2025-10-09,90,37,27,5,885,1152,905,1132,986,1051
2025-10-08,73,26,25,2,802,1232,858,1176,973,1061
2025-10-07,58,32,21,1,885,1147,914,1118,989,1043
2025-10-06,80,34,17,1,918,1116,929,1105,993,1041
2025-10-03,123,12,11,1,895,1132,911,1116,1006,1022
2025-10-01,122,8,11,1,672,1351,772,1251,953,1071
2025-09-30,39,29,8,2,475,1542,609,1408,873,1145
2025-09-29,63,60,15,3,449,1572,618,1403,871,1151
2025-09-26,14,109,17,1,442,1569,606,1405,878,1134
2025-09-25,35,32,20,1,729,1281,873,1137,999,1012
2025-09-24,50,28,18,2,921,1088,1035,974,1058,952
2025-09-23,65,25,20,2,1088,920,1137,871,1100,909
2025-09-22,80,38,25,2,1195,819,1187,828,1141,874
2025-09-19,66,19,20,1,1372,634,1277,731,1163,845
2025-09-18,52,20,20,1,1423,583,1285,722,1156,851
2025-09-17,71,19,24,0,1436,567,1280,724,1154,850
2025-09-16,78,12,18,0,1370,632,1222,781,1129,874
2025-09-15,85,18,15,0,1295,712,1111,897,1080,928
2025-09-12,54,12,18,0,1195,809,1061,944,1047,958
2025-09-11,54,20,25,0,1200,804,1048,957,1033,972
2025-09-10,91,17,18,0,1184,820,1036,969,1034,971
2025-09-09,67,28,24,0,1003,1000,897,1107,977,1027
2025-09-08,127,18,31,1,992,1015,883,1125,983,1025
2025-09-05,86,13,25,1,890,1113,846,1158,944,1060
2025-09-04,51,27,18,2,928,1074,845,1158,964,1039
2025-09-03,111,11,15,0,1029,970,896,1104,974,1026
2025-09-02,117,21,10,0,858,1140,776,1225,935,1066
2025-09-01,125,16,11,1,721,1281,698,1305,898,1105
2025-08-29,49,22,8,1,510,1487,570,1428,813,1185
2025-08-28,28,58,6,1,520,1477,584,1414,832,1166
2025-08-26,28,59,11,2,618,1373,677,1315,894,1098
2025-08-25,70,35,23,0,923,1072,874,1122,987,1009
2025-08-22,50,16,22,0,899,1091,879,1112,969,1022
2025-08-21,60,19,20,0,1007,984,945,1047,989,1003
2025-08-20,104,8,20,1,989,1000,935,1055,985,1005
2025-08-19,127,15,19,1,938,1050,887,1102,979,1010
2025-08-18,150,30,17,1,771,1220,794,1198,934,1058
2025-08-14,48,72,14,3,535,1450,631,1354,866,1120
2025-08-13,110,46,10,5,585,1398,668,1315,899,1085
2025-08-12,76,50,5,5,491,1492,606,1378,871,1113
2025-08-11,85,61,5,3,430,1553,589,1395,857,1127
2025-08-08,48,71,7,4,362,1622,536,1448,829,1155
2025-08-07,53,55,6,5,432,1552,622,1362,909,1075
2025-08-06,39,73,7,5,451,1531,632,1350,923,1059
2025-08-05,45,40,8,5,560,1420,717,1263,981,999
2025-08-04,92,49,12,4,566,1415,764,1217,1005,976
2025-08-01,32,116,9,0,435,1543,695,1283,960,1018
2025-07-31,52,47,8,1,564,1410,844,1130,1056,918
2025-07-30,89,31,8,1,665,1306,958,1013,1089,882
2025-07-29,112,18,8,1,595,1376,928,1042,1080,891
2025-07-28,36,114,8,4,477,1497,782,1192,1025,949
2025-07-25,22,86,7,3,609,1360,980,990,1112,858
2025-07-24,46,34,10,2,932,1037,1271,698,1241,727
2025-07-23,47,28,13,2,1051,917,1321,647,1256,712
2025-07-22,52,20,16,2,1008,959,1340,628,1256,712
2025-07-21,65,30,14,3,1107,863,1396,574,1267,703
2025-07-18,47,18,13,1,1138,828,1440,526,1281,685
2025-07-17,63,14,14,1,1296,668,1520,444,1307,657
2025-07-16,89,11,11,0,1312,652,1525,439,1295,669
2025-07-15,100,8,8,0,1235,729,1467,497,1262,702
2025-07-14,69,20,14,1,980,986,1333,633,1188,778
2025-07-11,39,15,6,0,969,994,1369,594,1183,780
2025-07-10,67,9,11,1,1189,771,1474,486,1237,723
2025-07-09,71,8,9,1,1218,740,1475,484,1224,735
2025-07-08,51,17,12,1,1195,765,1463,497,1223,737
2025-07-07,62,28,17,1,1244,718,1491,471,1236,726
2025-07-04,68,15,16,1,1346,614,1542,418,1246,714
2025-07-03,72,13,20,1,1324,634,1508,450,1228,730
2025-07-02,55,20,19,1,1311,644,1499,456,1201,754
2025-07-01,74,22,27,0,1405,546,1528,423,1215,736
2025-06-30,112,16,28,0,1440,512,1537,415,1227,725
2025-06-27,82,11,23,0,1386,562,1497,451,1206,742
2025-06-26,61,11,21,0,1323,626,1477,472,1179,770
2025-06-25,152,6,9,0,1326,622,1476,472,1174,774
2025-06-24,96,13,4,1,1016,933,1315,633,1080,870
2025-06-23,69,20,5,2,805,1146,1167,784,1032,920
2025-06-20,73,13,6,2,802,1145,1199,748,1016,932
2025-06-19,14,81,4,1,575,1371,1090,856,974,973
2025-06-18,39,21,4,1,914,1031,1325,620,1091,855
2025-06-17,46,38,6,1,992,953,1378,567,1122,824
2025-06-16,71,17,9,1,1216,732,1479,469,1168,781
2025-06-13,36,23,16,1,1165,779,1491,453,1142,803
2025-06-12,37,47,19,0,1394,549,1561,382,1199,745
2025-06-11,106,19,23,0,1609,332,1670,271,1270,672
2025-06-10,99,11,28,1,1605,336,1651,290,1255,687
2025-06-09,154,9,23,0,1593,351,1633,311,1233,712
2025-06-06,108,18,21,0,1460,482,1542,400,1156,787
2025-06-05,114,4,15,0,1420,522,1479,463,1110,833
2025-06-04,95,20,12,0,1342,599,1459,482,1077,865
2025-06-03,67,22,16,0,1288,651,1447,492,1055,885
2025-06-02,122,47,25,0,1390,550,1477,463,1052,889
2025-05-30,90,57,27,0,1409,527,1485,451,1049,888
2025-05-29,100,43,33,0,1474,461,1506,429,1089,847
2025-05-28,100,29,24,0,1510,424,1519,415,1066,869
2025-05-27,76,25,27,0,1551,382,1545,389,1074,860
2025-05-26,115,36,19,0,1591,346,1577,361,1053,885
2025-05-23,83,29,23,1,1597,334,1571,361,1034,898
2025-05-22,71,34,27,1,1579,353,1539,394,995,938
2025-05-21,82,34,31,1,1636,295,1569,363,1002,930
2025-05-20,56,73,53,1,1608,323,1547,385,966,966
2025-05-19,175,27,79,0,1728,207,1652,284,1032,904
2025-05-16,187,23,154,0,1715,215,1607,324,979,952
2025-05-15,148,25,83,0,1671,260,1516,416,915,1017
2025-05-14,199,10,43,1,1661,269,1452,479,846,1085
2025-05-13,157,17,33,1,1555,375,1271,660,761,1170
2025-05-12,947,8,14,1,1428,505,1144,790,720,1214
2025-05-09,44,41,8,4,534,1397,639,1293,509,1423
2025-05-08,46,38,5,2,623,1308,673,1258,522,1408
2025-05-07,85,22,4,3,772,1159,790,1141,569,1362
2025-05-06,12,307,5,1,661,1269,693,1237,521,1409
2025-05-05,129,22,12,1,1049,883,920,1012,633,1299
2025-05-02,39,28,7,3,802,1129,810,1121,589,1342
2025-04-30,17,101,7,4,851,1078,816,1113,594,1335
2025-04-29,53,25,10,1,1212,717,1033,896,651,1278
2025-04-28,63,38,18,1,1256,676,1056,876,662,1270
2025-04-25,19,354,18,0,1269,659,1026,902,642,1286
2025-04-24,84,25,31,1,1714,215,1385,544,758,1171
2025-04-23,94,15,43,0,1734,196,1367,563,765,1165
2025-04-22,126,13,71,0,1734,196,1358,572,749,1181
2025-04-21,180,9,104,0,1724,207,1275,656,723,1208
2025-04-17,85,9,43,0,1598,331,1093,836,643,1286
2025-04-16,148,12,69,0,1596,333,1030,899,605,1324
2025-04-15,436,5,15,0,1469,460,886,1043,554,1375
2025-04-11,306,2,4,2,897,1030,567,1360,437,1490
2025-04-09,36,87,5,17,496,1429,388,1537,352,1573
2025-04-08,254,11,5,7,554,1372,430,1496,367,1559
2025-04-07,6,807,13,15,292,1634,289,1637,295,1631
2025-04-04,26,458,21,7,776,1148,548,1376,437,1487
2025-04-03,192,18,29,2,1382,543,862,1063,541,1384
2025-04-02,148,10,11,1,1228,695,736,1187,493,1430
2025-04-01,291,31,7,3,1039,886,637,1288,437,1488
2025-03-28,53,58,8,2,881,1039,617,1303,468,1452
2025-03-27,121,82,12,3,971,949,631,1289,482,1438
2025-03-26,24,178,18,3,939,980,583,1336,445,1474
2025-03-25,40,209,43,0,1161,757,676,1241,481,1437
2025-03-24,170,14,132,1,1457,459,808,1108,531,1386
2025-03-21,231,12,58,0,1377,539,692,1225,465,1452
2025-03-20,133,18,23,0,1136,779,561,1355,400,1516
2025-03-19,341,6,17,1,1040,873,471,1443,354,1560
2025-03-18,312,18,11,2,703,1210,325,1588,304,1610
2025-03-17,56,124,4,12,400,1513,235,1679,259,1655
2025-03-13,34,55,4,5,349,1560,221,1689,255,1655
2025-03-12,35,67,9,3,379,1530,227,1683,264,1646
2025-03-11,43,118,22,2,404,1506,227,1684,276,1635
2025-03-10,31,370,27,1,447,1464,238,1674,285,1627
