Date,Symbol,Close,Yearhigh,Market cap,Market cap category,Industry,Sector,Weekly return,Current vol multiple of yearly avg
2026-09-15 15:29,KOPRAN,249.9,249.9,1135.9671,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,6.2229,33.8346
2026-09-15 15:29,AMDIND,69.64,69.64,122.7247,smallcap,packaging,industrials,8.7615,31.719
2026-09-15 15:29,AHCL,20.18,20.18,1040.1749,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,3.117,30.642
2026-09-15 15:29,HATSUN,1275,1275,27273.2979,largecap,food - processing - indian,fmcg,4.1326,10.534
2026-09-15 15:29,TEXMOPIPES,60.56,60.56,175.4036,smallcap,plastics products,plastic products,0.7989,10.309
2026-09-15 15:29,SUBEXLTD,20.44,20.8,1168.9661,smallcap,computers - software - medium / small,i.t,-1.7308,9.1896
2026-09-15 15:29,GAYAPROJ,26.15,26.15,1208.5703,smallcap,construction,realty,0.461,8.605
2026-09-15 15:29,GMMPFAUDLR,1348,1348,5879.9553,midcap,engineering,industrials,3.066,7.0313
2026-09-15 15:29,STLNETWORK,37.2,37.2,1786.36,smallcap,telecommunications - service provider,telecom-service,1.6394,5.2499
2026-09-15 15:29,ROSSTECH,1265.4,1265.4,4577.483,smallcap,engineering,aerospace & defence,4.2082,4.9968
2026-09-15 15:29,MUKKA,31.39,32.17,965.1,smallcap,food - processing - indian,fmcg,-2.4246,3.9142
2026-09-15 15:29,ARROWGREEN,838.55,838.55,1226.6494,smallcap,plastics products,plastic products,3.1427,3.8571
2026-09-15 15:29,QUADFUTURE,484.6,484.6,1914,smallcap,cables - power,industrials,1.2748,3.3177
2026-09-15 15:29,ACMESOLAR,420.4,420.4,28437.5545,largecap,engineering - turnkey services,realty,4.4991,3.1683
2026-09-15 15:29,WSTCSTPAPR,713.3,713.8,4714.5711,smallcap,paper,building materials,-0.07,2.7621
2026-09-15 15:29,ROLLT,4.95,4.95,118.8118,smallcap,packaging,industrials,4.2105,2.2956
2026-09-15 15:29,KANORICHEM,178.12,178.12,741.2137,smallcap,chemicals,chemicals,4.9988,2.1724
2026-09-15 15:29,SMARTLINK,233.41,233.41,229.7243,smallcap,computers - hardware,i.t,1.3504,2.1595
2026-09-15 15:29,MAXESTATES,568.9,568.9,9163.2045,midcap,construction,realty,1.5077,2.1283
2026-09-15 15:29,RCOM,1.06,1.47,279.3188,smallcap,telecommunications - service provider,telecom-service,4.9505,1.9047
2026-09-15 15:29,SPECTRUM,3173.6001,3173.6001,4749.5081,smallcap,electric equipment,industrials,4.9992,1.6066
2026-09-15 15:29,NRL,135.35,135.35,919.032,smallcap,trading,services,1.721,1.505
2026-09-15 15:29,LOTUSDEV,213.54,213.54,10227.5211,midcap,construction,realty,2.0404,1.4084
2026-09-15 15:29,UNIVPHOTO,566.75,566.75,591.2808,smallcap,photographic and allied products,consumer discretionary,4.9246,1.3742
2026-09-15 15:29,PAISALO,84.47,84.47,7660.9027,midcap,finance & investments,financials,0.2849,1.366
2026-09-15 15:29,AKSHOPTFBR,8.35,8.79,142.8488,smallcap,cables - telephone,industrials,-4.8975,1.3623
2026-09-15 15:29,SBC,47.73,48.68,2301.4263,smallcap,textiles - products,textiles,-1.2415,0.8693
2026-09-15 15:29,IL&FSENGG,39.17,39.17,505.3406,smallcap,construction,realty,1.6347,0.8087
2026-09-15 15:29,GLOBAL,126.23,126.91,645.9909,smallcap,miscellaneous,services,-0.5358,0.7445
2026-09-15 15:29,GTLINFRA,1.13,1.61,1485.857,smallcap,transmisson line towers / equipment,telecom,-2.5862,0.7397
2026-09-15 15:29,NDL,2.75,3.62,412.2609,smallcap,textiles - products,textiles,-3.8462,0.6326
2026-09-15 15:29,GATECH,0.7,1.1,116.6352,smallcap,computers - software - medium / small,i.t,-4.1096,0.5324
2026-09-15 15:29,ESSENTIA,1.04,1.92,186.06,smallcap,trading,services,-1.8868,0.5003
2026-09-15 15:29,DIACABS,387.5,387.5,22071.8125,largecap,cables - power,industrials,4.9993,0.428
2026-09-15 15:29,FILATFASH,0.18,0.64,150.0133,smallcap,textiles - products,textiles,0,0.3257
2026-09-15 15:29,SIKKO,5.64,6.21,254.6544,smallcap,pesticides / agrochemicals - indian,chemicals,-3.259,0.2801
2026-09-15 15:29,SADHNANIQ,2.8,3.32,861.1432,smallcap,chemicals,chemicals,-1.4084,0.1944
2026-09-15 15:29,SANGINITA,66.98,66.98,396.2921,smallcap,chemicals,chemicals,1.9948,0.1199
2026-09-15 15:29,MBECL,346.92,346.92,1101.3334,smallcap,engineering - turnkey services,realty,5,0.0084
