Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-15 15:29,GROWW,125622.4989,largecap,financials,finance & investments,-1.3234,30383521
2026-09-15 15:29,ANTHEM,53008.8721,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.2072,599280
2026-09-15 15:29,SUNDARMFIN,52337.6953,largecap,financials,finance & investments,-0.3333,64086
2026-09-15 15:29,EMCURE,37535.8043,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.7125,239137
2026-09-15 15:29,TATAINVEST,32932.4782,largecap,financials,finance & investments,10.3626,24516580
2026-09-15 15:29,AEGISVOPAK,32696.8288,largecap,transportation,miscellaneous,2.3382,4447657
2026-09-15 15:29,ACMESOLAR,28437.5545,largecap,realty,engineering - turnkey services,4.4991,5262214
2026-09-15 15:29,DIACABS,22071.8125,largecap,industrials,cables - power,4.9993,1398719
2026-09-15 15:29,ONESOURCE,18253.9044,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.4648,724751
2026-09-15 15:29,ABDL,17691.6671,midcap,fmcg,breweries & distilleries,-0.1423,522432
2026-09-15 15:29,TATACHEM,15602.5482,midcap,chemicals,chemicals,19.9935,1823658
2026-09-15 15:29,DYNAMATECH,8215.6086,midcap,aerospace & defence,engineering,-0.2149,22745
2026-09-15 15:29,GOODLUCK,5153.797,midcap,metals & mining,steel - medium / small,0.445,708900
2026-09-15 15:29,EMUDHRA,4091.3124,smallcap,i.t,computers - software - medium / small,19.998,1550701
2026-09-15 15:29,KIRLOSIND,4023.3029,smallcap,financials,finance & investments,0.1489,37165
2026-09-15 15:29,JINDALPOLY,2939.3819,smallcap,textiles,textiles - products,9.9211,346025
2026-09-15 15:29,AWFIS,2098.2326,smallcap,co-working,miscellaneous,-6.1562,3801941
2026-09-15 15:29,JINDALPHOT,1037.0142,smallcap,financials,finance & investments,8.7744,83635
2026-09-15 15:29,PDMJEPAPER,927.6615,smallcap,building materials,paper,-0.911,1160437
2026-09-15 15:29,WCIL,892.2101,smallcap,transportation,shipping,4.5023,455441
2026-09-15 15:29,ARIHANTCAP,865.9411,smallcap,financials,finance & investments,3.1013,1185062
2026-09-15 15:29,QUICKHEAL,800.4214,smallcap,i.t,computers - software - medium / small,7.6532,2076441
2026-09-15 15:29,CYBERTECH,425.5332,smallcap,i.t,computers - software - medium / small,-0.0712,14910
2026-09-15 15:29,SHANKARA,359.5933,smallcap,consumer discretionary,trading,1.0385,415745
2026-09-15 15:29,GEEKAYWIRE,290.8792,smallcap,metals & mining,steel - medium / small,5.4258,463841
2026-09-15 15:29,RHL,288.5119,smallcap,services,hotels,5.0225,17789
2026-09-15 15:29,SMARTLINK,229.7243,smallcap,i.t,computers - hardware,1.3504,25790
2026-09-15 15:29,IWP,220.1301,smallcap,fmcg,miscellaneous,1.2787,7145
2026-09-15 15:29,QUINT,189.7762,smallcap,i.t,computers - software - medium / small,20,43332
2026-09-15 15:29,LAL,152.5264,smallcap,textiles,trading,1.812,18605
2026-09-15 15:29,MWL,120.5847,smallcap,metals & mining,steel - medium / small,1.0591,7108354
2026-09-15 15:29,OBCL,117.5998,smallcap,transportation,miscellaneous,1.4342,18533
2026-09-15 15:29,JHS,73.6831,smallcap,fmcg,personal care - indian,4.2705,376577
2026-09-15 15:29,SHEKHAWATI,66.7684,smallcap,textiles,textiles - processing,4.7496,203612
2026-09-15 15:29,SEYAIND,33.6914,smallcap,chemicals,chemicals,-0.8675,16307
