Date,Symbol,Column1,Std deviation,Annual std dev,Roc
2026-09-15 15:29,BOSCHLTD,66544.6351,1.6183,28.5821,18.2961
2026-09-15 15:29,NIFTYMIDSMLHLTH,62538.3132,0.8225,14.3647,13.5941
2026-09-15 15:29,NEULANDLAB,59319.6118,2.2689,39.9477,46.0852
2026-09-15 15:29,POWERINDIA,55313.2899,2.689,44.5923,61.8397
2026-09-15 15:29,APARINDS,43784.2613,2.931,46.2384,87.0691
2026-09-15 15:29,SOLARINDS,38767.0563,2.4794,35.5789,31.2023
2026-09-15 15:29,NIFTYSML250MQ100,34956.404,0.9248,18.0038,1.7776
2026-09-15 15:29,PTCIL,31740.4886,2.7299,37.1403,50.9838
2026-09-15 15:29,NIFTYALPHA50,29280.2402,0.9889,19.2168,5.0461
2026-09-15 15:29,OFSS,28149.683,2.1517,33.5593,30.8827
2026-09-15 15:29,CNXPHARMA,26215.0561,0.843,13.7566,15.4355
2026-09-15 15:29,NIFTYMICROCAP250,25453.7929,1.0217,19.7793,6.2704
2026-09-15 15:29,NIFTYEES,23597.5477,1.6253,39.3689,55.5137
2026-09-15 15:29,MTARTECH,22799.445,4.5708,61.7234,286.3093
2026-09-15 15:29,KOVAI,21872.5958,1.7115,116.2053,225.9945
2026-09-15 15:29,DYNAMATECH,21836.315,2.6646,45.8028,67.5946
2026-09-15 15:29,CRAFTSMAN,20248.6704,2.1916,36.4007,63.7745
2026-09-15 15:29,DIVISLAB,19681.2115,1.5879,24.1544,48.3548
2026-09-15 15:29,NIFTYMS400MQ100,17139.7592,0.841,17.3434,1.0826
2026-09-15 15:29,TASTYBITE,17073.3812,2.5714,35.5489,5.8428
2026-09-15 15:29,VOLTAMP,16267.1554,3.015,40.5158,42.9574
2026-09-15 15:29,SMLMAH,15646.361,3.9976,59.9036,67.0942
2026-09-15 15:29,YASHO,15482.015,4.4397,60.5417,125.8316
2026-09-15 15:29,CNXSMALLCAP,15403.8664,0.935,18.1314,4.9604
2026-09-15 15:29,VADILALIND,15222.1628,2.5321,38.4327,25.3318
2026-09-15 15:29,GRWRHITECH,14543.6934,2.8994,55.0747,94.9718
2026-09-15 15:29,CPPLUS,13486.9166,2.7551,43.8994,161.0561
2026-09-15 15:29,NIFTYHEALTHCARE,13390.4823,0.7993,13.5366,9.5286
2026-09-15 15:29,NIFTYSMALLCAP250,12578.9875,0.891,17.1628,2.2101
2026-09-15 15:29,INDOTECH,12573.4004,3.0573,60.3527,85.642
2026-09-15 15:29,SANSERA,12543.6326,2.6342,41.3265,158.9766
2026-09-15 15:29,SPECTRUM,11939.584,3.8808,56.6625,128.7115
2026-09-15 15:29,BAJAJ-AUTO,11817.4093,1.5084,23.0995,27.3366
2026-09-15 15:29,NAVINFLUOR,11228.2443,2.1839,36.7892,71.6384
2026-09-15 15:29,CENTUM,10504.502,3.0605,49.9975,41.6172
2026-09-15 15:29,DIXON,10406.5142,2.3061,39.1172,-27.4908
2026-09-15 15:29,WENDT,10198.7561,2.4776,35.209,-10.7273
2026-09-15 15:29,HONAUT,10170.8482,2.3365,30.558,-9.7273
2026-09-15 15:29,DATAPATTNS,10140.4588,3.4571,51.6297,52.3949
2026-09-15 15:29,RADICO,10126.196,1.5134,32.7879,42.8337
2026-09-15 15:29,WELCORP,9851.1492,3.0189,41.623,167.017
2026-09-15 15:29,KENNAMET,9748.8197,3.1842,38.3337,96.4589
2026-09-15 15:29,LMW,9718.1215,1.8853,32.3191,12.5123
2026-09-15 15:29,APOLLOHOSP,9684.0119,1.0918,18.1779,11.6249
2026-09-15 15:29,NIFTYCONSURDURBL,9452.6823,1.1501,20.363,-3.509
2026-09-15 15:29,THANGAMAYL,9375.7859,3.8935,60.2378,127.9879
2026-09-15 15:29,NETWEB,9270.3564,3.6786,59.3281,40.6965
2026-09-15 15:29,KINGFA,9254.2328,2.1094,37.3365,30.654
2026-09-15 15:29,NOVARTIND,9193.1443,4.0693,65.7512,288.1497
2026-09-15 15:29,FOSECOIND,9016.7044,2.5899,38.9306,3.132
2026-09-15 15:29,NIFTYSMALLCAP50,8978.2555,0.9279,18.3494,9.0239
2026-09-15 15:29,NIFTYINDDEFENCE,8625.0684,1.3548,24.882,9.9215
2026-09-15 15:29,CNXMIDCAP,8530.8038,0.8101,16.5062,3.0187
2026-09-15 15:29,VINDHYATEL,8516.8446,4.6878,58.5663,72.1492
2026-09-15 15:29,SHRIPISTON,8113.1117,1.9754,38.6276,64.8697
2026-09-15 15:29,ACUTAAS,7933.8813,2.6943,45.0987,124.0038
2026-09-15 15:29,WHEELS,7887.0594,4.2112,50.9729,163.7473
2026-09-15 15:29,KDDL,7863.1814,3.223,44.0235,43.1648
2026-09-15 15:29,NIFTY500MOMENTM50,7854.4996,0.9808,18.6402,1.1375
2026-09-15 15:29,CNXNIFTYJUNIOR,7583.1736,0.9002,16.9459,0.7809
2026-09-15 15:29,AZAD,7520.8458,3.0355,42.2833,62.3882
2026-09-15 15:29,ABB,7373.865,1.9779,29.895,28.8418
2026-09-15 15:29,FLUOROCHEM,7276.4965,1.9387,32.1145,21.0454
2026-09-15 15:29,SHAILY,7266.5754,3.0695,51.8829,35.4015
2026-09-15 15:29,AVALON,7017.8851,3.6478,54.2559,121.815
2026-09-15 15:29,NIFTYMIDSMALLCAP400,6714.3006,0.8118,16.239,2.0528
2026-09-15 15:29,STYLAMIND,6666.867,2.5453,36.0521,91.547
2026-09-15 15:29,NIFTYMIDLIQ15,6486.0839,0.9981,18.9258,7.2658
2026-09-15 15:29,MACPOWER,6480.1949,3.918,53.7315,116.7799
2026-09-15 15:29,GLAND,6477.714,2.6374,33.0354,43.1432
2026-09-15 15:29,RUBICON,6393.6802,3.357,1.7e+308,1.7e+308
2026-09-15 15:29,KMEW,6319.5697,3.8365,62.2535,117.6304
2026-09-15 15:29,TCPLPACK,6211.0393,3.4178,44.3862,6.8718
2026-09-15 15:29,BALAMINES,6079.5621,4.3388,55.6663,42.0179
2026-09-15 15:29,HAPPYFORGE,6071.5003,2.3521,36.3065,115.0091
2026-09-15 15:29,WELINV,6061.5776,2.9113,54.2131,125.3465
2026-09-15 15:29,LAURUSLABS,6055.0659,1.8064,29.7549,106.7268
2026-09-15 15:29,NEOGEN,5933.822,2.7543,49.5252,45.8431
2026-09-15 15:29,RRKABEL,5690.0934,2.967,38.9743,89.6695
2026-09-15 15:29,TORNTPHARM,5649.7822,1.5525,21.947,33.6383
2026-09-15 15:29,WABAG,5510.2423,3.012,41.4816,34.231
2026-09-15 15:29,INGERRAND,5496.5981,2.4048,31.3727,9.5386
2026-09-15 15:29,MPSLTD,5478.6151,3.3162,45.3119,10.8251
2026-09-15 15:29,RPEL,5456.2883,3.504,52.2903,139.6278
2026-09-15 15:29,INOXINDIA,5420.3179,3.3885,42.1229,61.5959
2026-09-15 15:29,KIRLOSENG,5401.7127,3.394,47.357,111.6415
2026-09-15 15:29,ATHERENERG,5348.3779,3.1478,50.6589,168.349
2026-09-15 15:29,LUMAXIND,5332.8728,2.3228,51.1677,31.9595
2026-09-15 15:29,SWANDEF,5316.7492,2.018,1533.7834,382.2159
2026-09-15 15:29,ATLANTAELE,5248.8397,3.4559,1.7e+308,1.7e+308
2026-09-15 15:29,KRN,5215.3506,3.1346,48.3377,71.3154
2026-09-15 15:29,ARIHANT,5049.1439,3.3667,2177.0839,3104.4777
2026-09-15 15:29,VENUSREM,5029.2985,3.4094,54.2673,258.3121
2026-09-15 15:29,TIIL,4992.3981,2.3281,40.2286,24.0671
2026-09-15 15:29,MCX,4918.598,2.3051,39.6661,97.0751
2026-09-15 15:29,TVSSRICHAK,4883.8677,2.7495,42.3403,54.4653
2026-09-15 15:29,CARTRADE,4673.0086,3.353,56.0361,18.7554
2026-09-15 15:29,CAPLIPOINT,4619.6746,2.5627,34.4235,9.714
2026-09-15 15:29,RPGLIFE,4609.7512,2.8174,37.222,11.3852
2026-09-15 15:29,VENUSPIPES,4607.2704,2.8216,44.2655,39.0632
2026-09-15 15:29,FINEORG,4593.6276,1.6284,29.4995,5.0534
2026-09-15 15:29,KIRLOSIND,4526.0278,3.0803,42.1463,-9.2802
2026-09-15 15:29,NIFTYMETAL,4502.4609,1.1619,22.4837,26.8196
2026-09-15 15:29,BETA,4499.36,4.0844,1.7e+308,1.7e+308
2026-09-15 15:29,STLTECH,4465.2504,3.59,63.052,588.0952
2026-09-15 15:29,TITAN,4434.2418,1.4951,23.2588,40.0554
2026-09-15 15:29,RACLGEAR,4416.8766,3.0839,57.475,93.2933
2026-09-15 15:29,ANANDRATHI,4392.0696,1.1575,21.9181,43.5832
2026-09-15 15:29,ADANIENT,4354.8607,2.2168,36.1751,16.0301
2026-09-15 15:29,SAKAR,4342.7665,3.8241,53.9413,230.9718
2026-09-15 15:29,CNXENERGY,4317.9592,0.7807,15.8917,3.9227
2026-09-15 15:29,PARAS,4316.7184,3.925,51.4593,79.0255
2026-09-15 15:29,GVT&D,4308.3462,3.035,45.0643,38.3941
2026-09-15 15:29,PRIVISCL,4306.4854,1.7892,35.0359,41.0385
2026-09-15 15:29,ASTRAMICRO,4292.2222,2.8237,42.4562,39.709
2026-09-15 15:29,SAILIFE,4289.7414,2.0263,34.8817,68.7189
2026-09-15 15:29,RATNAMANI,4265.5541,2.8399,45.3042,11.519
2026-09-15 15:29,THERMAX,4259.3516,2.6532,35.31,7.6128
2026-09-15 15:29,KSHINTL,4223.3825,3.7713,1.7e+308,1.7e+308
2026-09-15 15:29,CORONA,4220.9011,1.921,1.7e+308,1.7e+308
2026-09-15 15:29,PRUDENT,4204.7775,2.2995,37.4399,9.7256
2026-09-15 15:29,WOCKPHARMA,4128.4966,3.3283,52.2001,37.0858
2026-09-15 15:29,HESTERBIO,4107.4105,3.638,42.6561,7.451
2026-09-15 15:29,ENTERO,4101.8288,2.6688,39.6694,59.5202
2026-09-15 15:29,UNIVCABLES,4087.8749,4.4563,59.1187,76.8641
2026-09-15 15:29,AJANTPHARM,4078.8819,1.7387,25.7166,37.9549
2026-09-15 15:29,NIFTY200ALPHA30,4024.9271,0.9726,19.038,1.2876
2026-09-15 15:29,SYRMA,3963.5298,2.6677,44.2017,82.1884
2026-09-15 15:29,AEGISLOG,3924.1489,3.5525,47.4701,67.2036
2026-09-15 15:29,HAL,3891.5898,1.6309,27.5541,-4.4994
2026-09-15 15:29,NIFTYMIDSELECT,3854.0644,0.8776,17.8853,7.7478
2026-09-15 15:29,SIGMAADV,3756.3921,3.6539,57.798,407.6339
2026-09-15 15:29,SHILPAMED,3696.2353,3.005,41.4473,121.0667
2026-09-15 15:29,AXISCADES,3685.0717,2.7349,49.1189,2.0133
2026-09-15 15:29,SIEMENS,3682.5916,1.7903,30.9542,13.3528
2026-09-15 15:29,MAHASTEEL,3676.3895,3.0071,46.5714,232.5626
2026-09-15 15:29,RAYMOND,3672.9786,3.8966,49.1248,60.4947
2026-09-15 15:29,SENORES,3663.986,2.9908,40.8224,98.8067
2026-09-15 15:29,UNIMECH,3613.7521,3.3163,47.7692,39.5085
2026-09-15 15:29,MANORAMA,3591.4256,2.9123,44.4965,38.9872
2026-09-15 15:29,EIMCOELECO,3561.0369,2.6755,52.9627,9.3276
2026-09-15 15:29,CEMPRO,3548.9438,4.1108,53.5328,56.2994
2026-09-15 15:29,AETHER,3546.153,2.3807,39.2126,115.0659
2026-09-15 15:29,FINCABLES,3526.9278,3.4106,42.9852,61.2686
2026-09-15 15:29,CHENNPETRO,3511.4238,3.3193,51.971,98.2489
2026-09-15 15:29,SJS,3437.6222,2.077,36.8584,56.1432
2026-09-15 15:29,NILKAMAL,3430.1804,2.7925,35.4142,28.6762
2026-09-15 15:29,PAYTM,3365.0622,2.6228,39.2344,46.9589
2026-09-15 15:29,NIFTYCAPITALMKT,3337.1551,1.169,24.8582,19.9484
2026-09-15 15:29,CYIENTDLM,3329.7126,3.1938,45.5292,84.2798
2026-09-15 15:29,QPOWER,3325.3709,3.2324,55.9151,35.3576
