Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-21 15:29,ULTRACEMCO,11100,324559.6389,largecap,building materials,cement - north india,0.7808,152231
2026-09-21 15:29,ABB,7271,154067.984,largecap,industrials,electric equipment,0.0069,161482
2026-09-21 15:29,NSIL,5527,2828.7418,smallcap,financials,finance & investments,0.3541,1399
2026-09-21 15:29,PGHL,5503.5,9135.4699,midcap,healthcare,pharmaceuticals - multinational,0,3243
2026-09-21 15:29,BRITANNIA,5023,120385.9743,largecap,fmcg,food - processing - mnc,0.5002,166876
2026-09-21 15:29,SIEMENS,3887,139382.0045,largecap,industrials,electric equipment,-0.6873,196942
2026-09-21 15:29,HDFCAMC,2440,103948.4141,largecap,financials,finance & investments,0.6186,503235
2026-09-21 15:29,RRKABEL,2411.7,27719.8972,largecap,industrials,cables - power,-1.5954,119993
2026-09-21 15:29,GRINDWELL,1966.8,20988.0832,largecap,industrials,abrasives and grinding wheels,3.7561,78264
2026-09-21 15:29,HINDUNILVR,1947,453941.0318,largecap,fmcg,personal care - multinational,0.7764,864547
2026-09-21 15:29,SUNPHARMA,1868.9,440829.814,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.7199,2534364
2026-09-21 15:29,ASTRAMICRO,1657.9,15487.4297,midcap,aerospace & defence,telecommunications - equipment,1.6368,197687
2026-09-21 15:29,PIDILITIND,1573.2,160004.4625,largecap,chemicals,chemicals,0.07,240443
2026-09-21 15:29,ICICIGI,1509.1,72798.8742,largecap,financials,finance & investments,3.4977,1427947
2026-09-21 15:29,NIBE,1371.1,1995.0782,smallcap,aerospace & defence,engineering,6.5346,286554
2026-09-21 15:29,HCLTECH,1281,339018.1804,largecap,i.t,computers - software - large,2.5374,2751906
2026-09-21 15:29,BUILDPRO,1280,3040.3805,smallcap,services,trading,2.0896,63580
2026-09-21 15:29,SOBHA,1214,12997.0299,midcap,realty,construction,-0.0987,49708
2026-09-21 15:29,OLECTRA,1205.8,9839.8388,midcap,auto,automobiles - lcvs / hcvs,0.5839,217191
2026-09-21 15:29,VOLTAS,1142.1,36757.9858,largecap,consumer discretionary,air-conditioners,2.8085,887002
2026-09-21 15:29,TTKHLTCARE,1073.3,1483.685,smallcap,miscellaneous,diversified - medium / small,2.2191,29530
2026-09-21 15:29,SHRIRAMFIN,1011.8,237644.4279,largecap,financials,finance & investments,0.1782,2189525
2026-09-21 15:29,FORTIS,893.5,66889.2919,largecap,healthcare,healthcare,0.8465,916405
2026-09-21 15:29,KAUSHALYA,854,28.8508,smallcap,services,hotels,2.5087,193
2026-09-21 15:29,NATCOPHARM,816.3,14568.7968,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.3565,451347
2026-09-21 15:29,DENORA,813.4,415.2679,smallcap,industrials,electrodes - graphites,3.9821,4096
2026-09-21 15:29,FACT,801.75,49449.2403,largecap,chemicals,fertilizers,4.9136,1321888
2026-09-21 15:29,IDEAFORGE,766.05,3625.0612,smallcap,aerospace & defence,engineering,4.9959,454606
2026-09-21 15:29,SIGNATURE,761.9,10649.2287,midcap,realty,construction,0.6539,201080
2026-09-21 15:29,MCCHRLS-B,664.65,858.1189,smallcap,realty,miscellaneous,1.4733,5524
2026-09-21 15:29,SCPL,653.2,653.205,smallcap,fmcg,food - processing - indian,4.9992,11427
2026-09-21 15:29,VIMTALABS,616.05,2694.0088,smallcap,healthcare,miscellaneous,2.1472,276255
2026-09-21 15:29,SWELECTES,572.6,844.0398,smallcap,industrials,electric equipment,2.8376,6196
2026-09-21 15:29,AJAXENGG,562.6,6403.9206,midcap,industrials,engineering,0.5092,39739
2026-09-21 15:29,KRSNAA,554.65,1755.4187,smallcap,healthcare,healthcare,2.4947,108712
2026-09-21 15:29,HITECHGEAR,540.05,1015.9315,smallcap,auto,auto ancillaries,0.0093,1441
2026-09-21 15:29,SIYSIL,530,2392.8184,smallcap,textiles,textiles - processing,0.493,18552
2026-09-21 15:29,CMLL,475.95,3123.0012,smallcap,metals & mining,mining / minerals / metals,-0.3663,112991
2026-09-21 15:29,STUDDS,430.5,1602.0769,smallcap,plastic products,plastics products,5.748,979709
2026-09-21 15:29,BIOCON,395,62743.2242,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.5974,3037626
2026-09-21 15:29,AMBUJACEM,390.75,96485.4513,largecap,building materials,cement - north india,0.631,1048624
