Date,Symbol,% from 30w ema
2026-09-21 15:29,CNXPHARMA,7.6566
2026-09-21 15:29,NIFTYMICROCAP250,6.9098
2026-09-21 15:29,NIFTYSMALLCAP50,6.6847
2026-09-21 15:29,NIFTYHEALTHCARE,5.7932
2026-09-21 15:29,CNXSMALLCAP,5.4249
2026-09-21 15:29,NIFTYSMALLCAP250,4.4022
2026-09-21 15:29,NIFTYMETAL,3.0481
2026-09-21 15:29,NIFTYINDDEFENCE,3.0471
2026-09-21 15:29,NIFTYMEDIA,2.8413
2026-09-21 15:29,NIFTYMIDSMALLCAP400,2.2289
2026-09-21 15:29,NIFTYMIDCAP50,1.8101
2026-09-21 15:29,NIFTYMIDSELECT,1.4626
2026-09-21 15:29,NIFTYMIDCAP150,1.1092
2026-09-21 15:29,CNXREALTY,0.3006
2026-09-21 15:29,NIFTYHOUSING,0
2026-09-21 15:29,NIFTYCHEMICALS,-0.0746
2026-09-21 15:29,NIFTYPVTBANK,-0.1222
2026-09-21 15:29,NIFTYTOTALMKT,-0.3526
2026-09-21 15:29,NIFTYAUTO,-0.3655
2026-09-21 15:29,NIFTYLARGEMID250,-0.4203
2026-09-21 15:29,BANKNIFTY,-0.6466
2026-09-21 15:29,NIFTY500,-0.7321
2026-09-21 15:29,CNXENERGY,-0.9483
2026-09-21 15:29,NIFTYCONSUMPTION,-1.1372
2026-09-21 15:29,NIFTY200,-1.4479
2026-09-21 15:29,NIFTYPSUBANK,-1.5589
2026-09-21 15:29,NIFTYOILANDGAS,-2.0351
2026-09-21 15:29,NIFTY100,-2.0473
2026-09-21 15:29,NIFTYCOMMODITIES,-2.138
2026-09-21 15:29,CNXINFRA,-2.2485
2026-09-21 15:29,NIFTYFINSERVICE,-2.3929
2026-09-21 15:29,NIFTY,-2.7739
2026-09-21 15:29,CNXIT,-5.1219
2026-09-21 15:29,NIFTYFMCG,-5.9206
2026-09-21 15:29,INDIAVIX,-16.6451
