Date,Breakouts,Breakdowns,Up close %,Down close %,New 52-wk high,New 52-wk low,Net nh-nl,15% 52wh,15% 52wl,Net 15% h-l,30% 52wh,30% 52 wl,Net 30% h-l
2026-07-14,9.9914,11.3636,29.1845,32.4528,2.187,0.6861,1.5009,24.0566,15.4803,8.5763,52.4443,39.1081,13.3362
2026-07-13,17.5064,8.5824,42.6829,22.8856,3.2878,0.427,2.8608,25.0213,14.5175,10.5038,53.117,36.8488,16.2681
2026-07-10,20.9871,4.8927,39.0593,25.4386,3.0472,0.3863,2.6609,24.4206,14.4206,10,52.7897,38.2403,14.5494
2026-07-09,26.7696,4.4187,39.2628,28.1553,2.145,0.7293,1.4157,23.2947,16.1304,7.1643,50.8795,40.2831,10.5963
2026-07-08,11.1684,30.799,17.3077,42.5384,1.933,1.0309,0.9021,21.2199,17.3969,3.823,49.2698,42.6117,6.6581
2026-07-07,9.3213,12.2423,30.4147,39.6491,2.4485,0.3866,2.0619,23.4107,13.7887,9.622,52.0189,38.1873,13.8316
2026-07-06,15.6343,10.4229,37.4317,30.7377,4.0581,0.3845,3.6736,24.9466,13.4558,11.4908,52.7979,37.3345,15.4635
2026-07-03,15.378,8.2474,34.3575,38.5417,3.9519,0.3436,3.6082,24.8711,12.7148,12.1564,52.6632,37.1564,15.5069
2026-07-02,18.7876,6.1909,43.0206,32.6389,3.2674,0.4729,2.7945,24.8925,13.2416,11.6509,52.2786,37.1883,15.0903
2026-07-01,18.5806,7.3978,37.5,39.5349,3.4409,0.8602,2.5806,24.5591,14.4086,10.1505,51.3978,38.7957,12.6022
2026-06-30,18.8875,7.3307,39.4977,32.9412,3.536,1.1643,2.3717,23.5446,15.3514,8.1932,51.229,39.6292,11.5998
2026-06-29,13.2075,16.295,37.3377,39.4737,2.4014,1.2864,1.1149,22.6415,15.566,7.0755,50.6432,40.566,10.0772
2026-06-25,11.9879,13.0229,30.5755,40.7285,2.2855,0.4312,1.8542,23.9759,13.7559,10.2199,51.574,38.5511,13.0229
2026-06-24,14.372,9.0203,36.9369,34.9282,2.3738,0.6042,1.7695,24.5576,12.8183,11.7393,52.1364,37.4191,14.7173
2026-06-23,13.2931,12.5593,28.5714,36.0825,3.1075,0.3453,2.7622,24.1692,13.0341,11.1351,51.8343,38.1528,13.6815
2026-06-22,23.5849,6.6467,44.5455,32.2581,3.9022,0.2573,3.6449,25.5146,11.7067,13.8079,52.4871,35.9777,16.5094
2026-06-19,17.5507,8.1932,45.9459,22.1053,3.4498,0.3019,3.1479,24.3208,12.2898,12.031,50.9702,37.7749,13.1953
2026-06-18,17.8094,5.994,43.8257,30.2158,3.7516,0.1294,3.6223,23.5446,12.2035,11.3411,50.6253,38.0336,12.5916
2026-06-17,17.5151,6.6005,43.5961,29.4118,2.4159,0.3883,2.0276,22.6488,12.7265,9.9223,50.2157,39.1286,11.0871
2026-06-16,17.7155,6.8966,41.8491,29.375,2.3707,0.3017,2.069,21.5086,13.7069,7.8017,49.0948,39.6121,9.4828
2026-06-15,43.3419,5.3265,32.2101,33.0645,3.3935,0.2148,3.1787,21.0481,14.4759,6.5722,48.6684,41.0223,7.646
2026-06-12,38.3153,4.3629,53.8895,21.7822,1.5983,0.4752,1.1231,19.568,17.7538,1.8143,46.7387,44.622,2.1166
2026-06-11,10.5536,17.9498,27.459,38.0723,1.0381,1.9031,-0.8651,16.6955,22.0588,-5.3633,43.3391,48.9187,-5.5796
2026-06-10,14.3907,15.3414,25.5255,45.6338,2.1608,0.9075,1.2532,18.1072,19.5765,-1.4693,44.8142,46.7156,-1.9015
2026-06-09,25.6488,6.7474,45.8685,33.3333,1.8599,0.9516,0.9083,19.3772,17.474,1.9031,45.9775,44.1176,1.8599
2026-06-08,11.3793,26.8534,28.0303,42.2151,2.2414,1.4224,0.819,17.8879,19.5259,-1.6379,43.9655,46.3793,-2.4138
2026-06-05,16.3644,8.8515,38.5224,36.0976,2.7634,0.6477,2.1157,19.905,16.5371,3.3679,46.114,42.7893,3.3247
2026-06-04,20.3105,7.5464,39.9151,29.7143,2.8461,0.8624,1.9836,19.1462,16.2139,2.9323,46.2699,43.467,2.8029
2026-06-03,13.1204,12.8183,41.1184,28.2828,2.2011,1.079,1.1221,18.5585,16.2279,2.3306,45.9646,44.454,1.5106
2026-06-02,19.793,9.6593,44.4444,28.5714,1.7249,1.2505,0.4743,18.715,15.3514,3.3635,46.2268,43.812,2.4148
2026-06-01,21.7054,21.0594,26.9841,53.1697,2.7562,0.9475,1.8088,18.174,15.9345,2.2394,45.0904,45.0474,0.0431
2026-05-29,21.3483,22.6448,33.8057,42.3664,3.9758,1.0804,2.8954,19.5765,13.5696,6.0069,46.7156,42.4806,4.2351
2026-05-27,19.1443,9.3777,45.8239,33.6406,3.5869,0.3889,3.1979,21.2619,12.4028,8.8591,47.6664,40.0173,7.6491
2026-05-26,19.6629,8.5566,36.2637,42.4242,2.9818,0.1729,2.809,20.7865,13.0078,7.7787,47.0182,40.7952,6.223
2026-05-25,27.3236,7.4441,42.9921,38.1503,3.1842,0.3873,2.7969,20.2238,12.5215,7.7022,46.988,41.0499,5.938
2026-05-22,16.746,9.5197,34.6253,36.3636,2.4232,0.3462,2.077,18.7365,14.3228,4.4137,45.3916,43.4877,1.9039
2026-05-21,24.4483,6.5772,31.8584,35.5263,2.7694,0.3462,2.4232,18.347,14.3228,4.0242,45.0454,42.579,2.4665
2026-05-20,16.609,10.1644,38.0208,27.6596,1.7301,0.6055,1.1246,17.4308,15.2682,2.1626,44.1609,44.0311,0.1298
2026-05-19,27.3356,7.0502,32.7532,32.5153,1.3841,0.3893,0.9948,16.9118,14.4464,2.4654,44.1176,44.3772,-0.2595
2026-05-18,10.2929,41.6882,38.9121,28.2025,1.1628,1.292,-0.1292,15.6331,16.4083,-0.7752,42.5926,45.9948,-3.4022
2026-05-15,15.1817,14.1436,29.0598,41.2844,1.9031,0.4758,1.4273,17.5606,13.3218,4.2388,44.9394,42.1713,2.7682
2026-05-14,17.8911,13.7424,31.401,28.9308,1.9015,0.605,1.2965,18.7554,12.2731,6.4823,45.2895,40.1901,5.0994
2026-05-13,23.6261,11.5967,30.5861,31.7164,1.2549,0.6923,0.5625,18.6067,11.9862,6.6205,45.5214,39.8096,5.7118
2026-05-12,8.9177,49.8268,22.8155,65.4214,1.2121,0.5195,0.6926,18.2251,11.9481,6.2771,45.368,40.5628,4.8052
2026-05-11,13.9355,25.6774,35.1852,40.0335,3.0538,0,3.0538,21.8065,8.5591,13.2473,49.2903,32.9892,16.3011
2026-05-08,19.274,9.3345,40.3587,33.7963,4.7537,0.0864,4.6672,22.8608,6.1366,16.7243,51.9015,29.0838,22.8176
2026-05-07,26.7849,4.8031,48.6268,24.3243,4.7166,0.1298,4.5868,22.7174,5.8416,16.8758,51.8823,28.9918,22.8905
2026-05-06,26.1791,6.9667,49.0909,24.8447,3.4617,0.1731,3.2886,21.2462,6.6205,14.6257,50.0216,32.3237,17.698
2026-05-05,15.3613,8.7841,43.662,32.5123,2.8126,0.2164,2.5963,19.6884,8.5677,11.1207,47.9446,36.0883,11.8563
2026-05-04,28.7252,8.2687,41.2294,32.8125,3.6176,0.2153,3.4022,18.7769,8.1395,10.6374,48.1481,35.9604,12.1878
2026-04-30,11.1834,12.8305,34.4961,26.6892,1.7339,0.2601,1.4738,17.8587,8.886,8.9727,45.8171,38.5782,7.2388
2026-04-29,18.1976,8.7522,31.4286,35.1485,3.1629,0.0867,3.0763,18.4142,8.4055,10.0087,46.9671,37.2184,9.7487
2026-04-28,16.7965,8.0519,35.567,32.2581,3.0303,0.1732,2.8571,18.1818,8.3983,9.7835,46.8831,36.71,10.1732
2026-04-27,33.4914,6.8103,45.6885,22.7848,2.8017,0.0862,2.7155,18.1034,7.4569,10.6466,46.8966,36.8103,10.0862
2026-04-24,9.3669,23.3738,28.7037,33.2096,1.8213,0.1735,1.6479,16.7389,9.6704,7.0685,44.536,41.9341,2.6019
2026-04-23,15.6778,9.6146,38.674,34.6847,2.2087,0.0866,2.1221,18.1897,7.016,11.1737,46.557,37.3322,9.2248
2026-04-22,19.0126,7.709,47.3804,26.4045,2.5119,0.0866,2.4253,18.0598,6.8428,11.217,47.2932,35.8597,11.4335
2026-04-21,20.6583,6.3231,36.8973,36.3014,2.7718,0.0433,2.7285,17.1936,6.6262,10.5673,46.0372,38.3716,7.6657
2026-04-20,16.4052,15.957,34.153,31.4607,3.4065,0.0896,3.3169,16.719,8.1578,8.5612,45.9435,41.8198,4.1237
2026-04-17,27.038,4.1214,45.8961,15.3846,3.3062,0.0453,3.2609,16.9837,6.567,10.4167,47.4638,38.7681,8.6957
2026-04-16,23.6866,6.1141,39.5793,20,2.808,0.0453,2.7627,15.8967,8.3333,7.5634,45.0181,43.1159,1.9022
2026-04-15,52.8746,2.9425,48.887,27.6923,2.6256,0.0453,2.5804,15.12,8.8275,6.2924,43.5491,43.368,0.1811
2026-04-13,15.991,38.8739,42.5352,10.5446,1.6667,0.2252,1.4414,13.3333,14.009,-0.6757,40.2252,51.4414,-11.2162
2026-04-10,37.2283,3.1703,46.1071,17.1429,1.404,0.0906,1.3134,13.3152,12.9076,0.4076,40.7609,51.087,-10.3261
2026-04-09,20.5696,8.5895,36.2637,28.4211,1.2206,0.0904,1.1302,11.9349,17.3146,-5.3797,38.0199,56.8264,-18.8065
2026-04-08,80.4613,3.3469,63.6313,25.6757,1.2212,0.1809,1.0403,11.5785,16.9154,-5.337,37.63,58.3899,-20.7598
2026-04-07,23.7342,5.0181,44.5714,26.1261,0.5425,0.4521,0.0904,8.4991,33.3183,-24.8192,31.8716,65.2351,-33.3635
2026-04-06,31.726,7.3457,50.7102,15.9509,0.6309,0.9464,-0.3155,8.6525,37.4493,-28.7968,30.7796,67.1023,-36.3227
2026-04-02,24.4344,38.2805,55.3704,4.9645,0.3167,2.8959,-2.5792,7.8733,44.8416,-36.9683,28.3258,69.8643,-41.5385
2026-04-01,86.135,2.5374,75.0132,28.5714,0.5437,2.0843,-1.5406,7.5215,51.2913,-43.7698,28.1377,71.1373,-42.9995
2026-03-30,11.9693,67.1183,18.4906,71.8035,0.3162,39.0696,-38.7534,5.8266,63.0533,-57.2267,24.0289,74.4806,-50.4517
2026-03-27,9.673,62.3524,21.5962,67.2979,0.2271,23.7057,-23.4787,6.5395,60.1726,-53.6331,27.0209,72.4342,-45.4133
2026-03-25,52.249,6.1336,27.3913,31.8519,0.4089,3.4984,-3.0895,8.6779,55.5202,-46.8423,30.259,70.9223,-40.6633
2026-03-24,52.1818,8.6364,34.1463,32.6316,0.1818,12.6364,-12.4545,6.4091,58.3182,-51.9091,27.9545,72.2727,-44.3182
2026-03-23,5.4299,79.9548,16.6667,72.7787,0.2715,30.9502,-30.6787,5.3394,61.086,-55.7466,25.0679,73.5747,-48.5068
2026-03-20,28.9354,6.8244,24.3711,34,0.4095,6.5969,-6.1874,7.8253,54.4586,-46.6333,30.7097,70.2002,-39.4904
2026-03-19,6.7303,42.5193,24.3243,53.369,0.1819,8.9586,-8.7767,7.0941,55.5707,-48.4766,30.0136,70.2592,-40.2456
2026-03-18,45.9718,4.1875,45.5446,23.913,0.2731,2.8675,-2.5944,9.2854,50.9786,-41.6932,33.5002,68.2294,-34.7292
2026-03-17,23.224,8.8798,31.1765,31.2821,0.3643,9.8361,-9.4718,8.0601,56.102,-48.0419,30.4189,70.2641,-39.8452
2026-03-16,13.1853,35.1155,25.4296,30.9677,0.3625,24.5129,-24.1504,7.5668,56.1849,-48.618,29.4064,71.0467,-41.6402
2026-03-13,7.5558,47.838,21.0843,56.2322,0.4096,15.0205,-14.6108,7.1006,54.802,-47.7014,30.6782,69.868,-39.1898
2026-03-12,14.533,17.2665,33.2288,24.0106,0.6834,9.2027,-8.5194,9.9772,51.9362,-41.959,34.2141,68.1093,-33.8952
2026-03-11,22.4954,10.1093,26.9231,37.3874,0.7741,3.2332,-2.459,10.2004,50.3643,-40.1639,34.9727,66.7577,-31.7851
2026-03-10,40.0456,5.1936,46.1889,28.9474,0.6834,4.1913,-3.508,10.9339,50.2506,-39.3166,35.6264,65.9681,-30.3417
2026-03-09,7.6714,69.9501,28.4024,32.3816,0.3631,25.0567,-24.6936,8.9877,53.2456,-44.2578,32.9551,67.9074,-34.9523
2026-03-06,16.3247,10.2143,29.6089,37.5,0.8208,5.5176,-4.6968,10.9439,49.7948,-38.8509,35.9781,65.2531,-29.275
2026-03-05,28.4672,8.1204,31.5705,24.1573,0.6843,9.3978,-8.7135,11.4507,48.9051,-37.4544,36.9982,64.7354,-27.7372
2026-03-04,10.5335,48.1076,31.1688,41.6114,0.2736,19.1974,-18.9238,10.0775,51.0716,-40.9941,35.9325,66.2107,-30.2782
2026-03-02,6.5909,74.7273,26.2069,31.8735,0.7273,20.8636,-20.1364,12.4091,48.5,-36.0909,37.7727,63.9545,-26.1818
2026-02-27,11.5631,13.5283,29.6443,40.2027,1.4625,8.0439,-6.5814,14.9909,44.5612,-29.5704,40.9049,61.6545,-20.7495
2026-02-26,17.0475,7.3126,29.4906,28.125,1.7367,5.2102,-3.4735,15.9963,43.2815,-27.2852,42.1389,61.0603,-18.9214
2026-02-25,15.2721,10.0137,29.6407,38.3562,2.0119,7.5446,-5.5327,15.4092,43.3013,-27.8921,42.1125,61.7284,-19.6159
2026-02-24,8.3753,19.6339,21.8579,38.2284,1.1899,9.1076,-7.9176,14.7826,42.8375,-28.0549,42.3341,62.1053,-19.7712
2026-02-23,15.9909,10.8428,23.3618,42.8571,2.0957,4.6014,-2.5057,15.3986,40.7745,-25.3759,44.2825,60.7289,-16.4465
2026-02-20,11.3397,9.0992,32.6613,30.1508,1.0059,4.481,-3.4751,15.3178,40.1463,-24.8285,44.2158,60.4024,-16.1866
2026-02-19,9.3364,14.8741,29.902,37.5385,1.3272,3.2952,-1.968,15.1487,39.5881,-24.4394,44.3478,60.5492,-16.2014
2026-02-18,16.3004,5.5403,30.3371,38.843,1.4652,1.6941,-0.2289,16.7125,36.9048,-20.1923,46.0165,59.0201,-13.0037
2026-02-17,20.0641,6.1842,37.8995,34.0741,1.4659,2.0614,-0.5955,16.3995,36.4636,-20.0641,45.1672,59.5053,-14.3381
2026-02-16,13.516,19.2694,27.3649,43.8389,1.1872,4.6575,-3.4703,15.4795,38.2648,-22.7854,44.1553,60.6393,-16.484
2026-02-13,8.8114,25.2868,31.7708,42.8312,0.9179,4.268,-3.3502,15.5117,35.5209,-20.0092,44.5158,60.0275,-15.5117
2026-02-12,12.7581,15.3281,34.8921,44.012,1.9734,2.0193,-0.0459,16.9344,31.5282,-14.5939,47.0858,58.4213,-11.3355
2026-02-11,15.2363,13.1712,41.5663,35.1916,1.8357,0.9179,0.9179,17.531,29.2336,-11.7026,47.4989,57.7329,-10.2341
2026-02-10,24.0239,7.1199,39.9618,38.0645,2.0211,0.3675,1.6537,17.5471,27.8824,-10.3353,48.0478,57.6022,-9.5544
2026-02-09,43.4126,6.7704,53.53,24.3243,1.9213,1.2809,0.6404,16.6972,30.1921,-13.495,46.5691,58.9661,-12.3971
2026-02-06,12.2936,15.1835,38.806,31.4199,0.7339,2.1101,-1.3761,14.9541,37.9358,-22.9817,42.3394,62.0642,-19.7248
2026-02-05,13.6301,15.7871,34.6801,35.4651,0.872,1.5145,-0.6425,15.0987,36.6223,-21.5236,43.0473,61.4502,-18.4029
2026-02-04,29.0826,9.0367,49.3691,33.5025,1.0092,1.3761,-0.367,15.4128,35.5505,-20.1376,44.633,60.5046,-15.8716
2026-02-03,75.0917,4.5413,39.89,23.2323,1.6514,1.7431,-0.0917,15.2294,40,-24.7706,42.5688,61.6055,-19.0367
2026-02-02,15.2473,26.5568,30.6306,19.4828,0.3205,9.1575,-8.837,11.4469,47.8022,-36.3553,38.2784,64.8352,-26.5568
2026-02-01,25.9055,29.3902,18.9381,41.3417,0.5044,5.5938,-5.0894,10.3164,47.3636,-37.0472,38.1476,65.5204,-27.3728
2026-01-30,25.5397,12.0808,44.4245,32.6996,0.7809,6.2931,-5.5122,12.0808,45.5673,-33.4864,39.7795,64.4006,-24.621
2026-01-29,17.8768,17.8768,37.5321,30.5913,1.5625,6.25,-4.6875,11.3511,48.2537,-36.9026,38.4651,65.0276,-26.5625
2026-01-28,39.6599,6.25,55.6199,27.2059,1.057,4.7794,-3.7224,11.3511,48.1158,-36.7647,39.1085,65.2114,-26.1029
2026-01-27,18.3524,22.5629,32.6683,33.4686,0.9611,18.9016,-17.9405,9.5652,50.7551,-41.1899,35.4691,66.4073,-30.9382
2026-01-23,12.7875,31.4627,20.8633,49.7076,0.69,11.6375,-10.9476,9.0156,51.4719,-42.4563,35.6026,66.9733,-31.3707
2026-01-22,36.5057,6.5747,33.6272,32.8671,0.6897,4.9195,-4.2299,10.7586,48.3678,-37.6092,37.977,64.9655,-26.9885
2026-01-21,12.3678,30.8506,20.0743,39.7914,0.1839,24.8276,-24.6437,9.4253,50.9425,-41.5172,35.6322,66.9425,-31.3103
2026-01-20,6.3477,47.1941,16.6667,60.1365,0.322,20.9752,-20.6532,10.1196,48.896,-38.7764,37.4425,65.5014,-28.0589
2026-01-19,8.8869,19.2396,26.2887,40.7143,1.0536,12.6432,-11.5896,13.7884,43.7929,-30.0046,42.0064,62.3454,-20.339
2026-01-16,15.2995,10.2304,29.2169,37.3874,1.0599,6.7742,-5.7143,14.3779,42.5806,-28.2028,43.5484,60.7373,-17.1889
2026-01-14,13.5945,7.4194,33.5593,26.087,0.8756,5.6221,-4.7465,14.6544,41.4747,-26.8203,43.5023,60.553,-17.0507
2026-01-13,14.3713,6.8632,30.7692,28.1879,0.5988,5.251,-4.6522,13.9567,41.7319,-27.7752,42.561,60.5712,-18.0101
2026-01-12,10.2341,26.939,30.9417,21.8058,0.5507,14.3644,-13.8137,13.9514,42.313,-28.3616,41.8541,60.1193,-18.2653
2026-01-09,7.1494,24.1697,16.7742,38.9313,0.4151,9.4557,-9.0406,14.5295,41.4668,-26.9373,42.9889,59.9631,-16.9742
2026-01-08,6.1808,23.2011,19.403,44.5328,1.107,4.5203,-3.4133,15.6365,38.2841,-22.6476,45.1568,58.2565,-13.0996
2026-01-07,11.9355,5.0691,41.6988,27.2727,2.3502,2.4885,-0.1382,18.0184,35.023,-17.0046,47.3733,55.53,-8.1567
2026-01-06,9.0783,8.2949,35.0254,33.8889,2.6728,2.4885,0.1843,18.0184,34.8848,-16.8664,46.7742,55.6221,-8.8479
2026-01-05,11.6621,9.3664,37.4016,38.7255,3.4435,1.8825,1.5611,17.9982,33.5629,-15.5647,47.7502,54.7291,-6.9789
2026-01-02,16.4207,3.2749,43.2584,36.6197,2.952,1.0609,1.8911,18.0351,32.7952,-14.7601,48.9391,54.9354,-5.9963
2026-01-01,11.3364,4.1935,42.2764,32.967,1.9355,1.0599,0.8756,16.8664,34.8387,-17.9724,47.788,55.9908,-8.2028
2025-12-31,17.6281,5.03,35.8639,30.2752,1.9382,1.7074,0.2307,16.5667,34.9331,-18.3664,47.162,56.0683,-8.9063
2025-12-30,11.9059,8.6756,35.6589,31.9149,1.3844,4.1071,-2.7227,15.5976,37.5173,-21.9197,44.8546,57.4988,-12.6442
2025-12-29,10.2022,12.0404,30.6306,37.4046,1.3787,3.3548,-1.9761,16.0386,36.9945,-20.9559,45.3585,57.1232,-11.7647
2025-12-26,11.265,7.2022,34.0164,32.6923,1.2927,1.662,-0.3693,15.8356,35.0416,-19.2059,46.2604,56.0942,-9.8338
2025-12-24,12.2807,4.94,32.7068,36.4486,1.8467,1.2927,0.554,16.3897,34.626,-18.2364,45.5679,56.0018,-10.434
2025-12-23,14.3583,5.217,36.3344,30.9735,1.5235,0.831,0.6925,16.8975,34.3029,-17.4054,45.1985,55.5402,-10.3416
2025-12-22,22.3194,4.9701,40.4124,33.3333,2.0249,1.1965,0.8283,16.4749,35.711,-19.2361,43.9945,56.1436,-12.1491
2025-12-19,16.451,4.8983,38.2022,29.2453,1.0628,3.2348,-2.1719,14.464,37.2458,-22.7819,41.4972,57.4399,-15.9427
2025-12-18,9.3432,9.852,32.1782,28.169,0.9251,6.6605,-5.7354,13.506,39.2692,-25.7632,39.963,59.0657,-19.1027
2025-12-17,8.1368,10.2635,27.2727,46.8468,0.601,4.392,-3.791,13.8696,38.6963,-24.8266,39.7596,58.2987,-18.5391
2025-12-16,9.3938,6.9412,27.5862,40.6667,0.6478,2.5914,-1.9435,14.484,37.1587,-22.6747,40.9533,57.1957,-16.2425
2025-12-15,13.0134,6.0452,42.5532,32.8244,1.246,2.1689,-0.9229,15.3669,36.6867,-21.3198,41.8551,56.6221,-14.767
2025-12-12,15.2063,4.7288,42.0732,22.549,0.9736,1.3445,-0.3709,15.2527,36.6249,-21.3723,41.1683,57.7191,-16.5508
