Date,4% advance,4% decline,Net breadth,3% range,5d range,Volume,+15% in 5d,-10% in 5d,10% + 10ema,10% - 10ema
2026-08-06,5.9676,3.4527,2.5149,44.757,9.4629,0.8214,4.4331,1.2361,2.3018,0.4263
2026-08-05,7.7513,2.2998,5.4514,44.8041,9.029,0.7865,3.5775,1.6184,2.8535,0.5537
2026-08-04,6.6951,2.9424,3.7527,46.3113,8.4861,0.6511,3.0704,1.4925,2.6013,0.4691
2026-08-03,12.8456,2.1268,10.7188,37.9413,8.4645,0.9346,2.0842,1.6163,2.2118,0.4254
2026-07-31,7.8632,2.3932,5.4701,44.1026,10.6838,0.536,1.8803,1.3675,1.453,0.4274
2026-07-30,2.8657,4.3627,-1.497,46.8349,7.3567,0.3826,1.4542,2.053,1.1976,0.556
2026-07-29,7.363,2.3545,5.0086,47.1747,7.0634,0.4438,1.4127,1.6695,1.3699,0.5137
2026-07-28,2.9538,6.3356,-3.3818,42.8082,5.7363,0.3315,1.0274,2.4401,0.9846,0.5565
2026-07-27,8.4934,2.6889,5.8045,39.7781,5.2497,0.4588,1.5365,1.8353,1.1097,0.6402
2026-07-24,4.3236,2.3116,2.012,38.4846,5.351,0.3048,1.7123,1.7979,1.0702,0.5565
2026-07-23,3.7323,3.6036,0.1287,41.4843,7.6791,0.3375,1.5873,2.5311,1.2441,0.6435
2026-07-22,3.4276,5.3128,-1.8852,40.2742,8.9117,0.3049,1.4567,2.4422,1.4567,0.5998
2026-07-21,5.6959,2.0128,3.6831,50.5353,11.2206,0.2818,1.7559,1.8415,1.4561,0.4283
2026-07-20,5.4771,2.653,2.8241,46.3415,10.1412,0.2714,1.2409,2.5674,1.1125,0.6846
2026-07-17,2.3575,4.5435,-2.186,44.3635,9.3013,0.2432,1.0716,1.3288,0.9001,0.5572
2026-07-16,3.8939,2.6102,1.2837,47.1545,9.8417,0.2702,1.7972,1.1125,0.9842,0.4707
2026-07-15,5.2271,2.2279,2.9991,45.6727,8.3119,0.312,2.7421,0.7284,1.2853,0.4713
2026-07-14,2.916,3.6878,-0.7719,44.6827,5.4889,0.2757,1.5009,1.2864,1.2864,0.3859
2026-07-13,7.4722,1.9641,5.5081,38.0871,4.0991,0.4238,1.836,1.4518,2.0922,0.4697
2026-07-10,8.1974,1.2446,6.9528,44.9356,3.8627,0.376,1.6309,1.2017,1.7167,0.3433
2026-07-09,10.5105,1.2441,9.2664,38.3955,3.0888,0.312,1.3299,1.6302,1.287,0.3003
2026-07-08,1.933,13.1014,-11.1684,17.3969,2.921,0.5527,0.988,2.5773,0.8162,0.4725
2026-07-07,2.8351,4.854,-2.0189,41.6237,6.701,0.2798,1.8041,1.4175,1.1168,0.4296
2026-07-06,5.8522,3.2038,2.6484,41.6489,7.5182,0.3708,2.7339,1.2815,1.8368,0.299
2026-07-03,5.2835,3.1787,2.1048,43.4708,6.4433,0.4607,2.4914,1.5464,1.89,0.3866
2026-07-02,8.0825,2.0206,6.0619,45.3998,5.46,0.4362,1.8057,1.5907,1.7627,0.5159
2026-07-01,6.9677,2.9247,4.043,38.4086,5.4624,0.3827,1.7204,2.3656,1.5484,0.5591
2026-06-30,7.4601,2.4148,5.0453,41.4403,4.1828,0.4272,1.423,3.191,1.5093,0.345
2026-06-29,4.9314,6.4322,-1.5009,32.9331,3.5592,0.5318,1.5866,3.0017,1.3722,0.6432
2026-06-25,3.6654,5.304,-1.6386,35.3169,5.5627,0.4157,2.1561,1.5955,1.6386,0.4312
2026-06-24,5.3086,3.1506,2.158,43.4614,6.3013,0.3593,3.2369,0.8632,2.1148,0.259
2026-06-23,3.798,4.5317,-0.7337,30.902,6.3013,0.626,3.6254,0.6042,2.8054,0.0863
2026-06-22,10.506,2.1441,8.3619,41.0377,8.0617,0.771,4.7599,0.5146,4.2024,0.1715
2026-06-19,8.0638,1.8111,6.2527,40.8797,6.7702,0.6751,5.1315,0.345,3.3204,0.0862
2026-06-18,7.8051,1.8111,5.994,44.6744,3.2342,0.5349,7.1151,0.345,2.8029,0.2156
2026-06-17,7.6359,1.9413,5.6946,44.478,2.2002,0.5837,3.667,0.6903,2.3296,0.2157
2026-06-16,7.4138,2.0259,5.3879,42.6724,2.4138,0.4661,2.1552,0.6466,2.2414,0.1293
2026-06-15,13.9605,1.7612,12.1993,30.0258,2.4485,1.1032,2.7921,0.8162,2.1907,0.3436
2026-06-12,20.6479,0.9503,19.6976,34.6868,4.0605,0.4471,1.4687,1.3823,1.6415,0.432
2026-06-11,2.8979,6.8339,-3.936,36.2457,2.7249,0.2589,1.3408,4.455,0.9948,0.8651
2026-06-10,3.6733,7.0009,-3.3276,28.6517,3.6301,0.3388,2.2904,2.5497,1.6422,0.5618
2026-06-09,11.7647,2.2491,9.5156,39.2734,4.4118,0.322,2.8114,1.7734,2.2059,0.7353
2026-06-08,3.1897,11.3362,-8.1466,28.5776,3.9655,0.328,2.5,2.2845,1.9828,0.9914
2026-06-05,6.304,3.1952,3.1088,39.076,3.8428,0.3886,3.1952,2.5907,2.7202,0.6045
2026-06-04,8.1069,2.2423,5.8646,38.7667,1.3799,0.4263,3.0185,4.3122,2.7598,0.5175
2026-06-03,5.3949,3.6254,1.7695,34.8295,1.2516,0.2841,2.9348,4.3591,2.719,0.82
2026-06-02,8.7969,2.7598,6.0371,30.4873,1.5524,0.3889,3.191,4.5278,2.6736,0.8193
2026-06-01,5.857,11.1972,-5.3402,20.2412,1.8949,0.6718,3.4453,3.876,2.7132,1.1197
2026-05-29,7.2169,9.5938,-2.3768,16.4218,3.1547,1.5385,4.2783,2.5065,2.9818,0.605
2026-05-27,8.7727,3.1547,5.618,40.5359,6.4823,0.5754,4.9265,1.2965,3.5869,0.2593
2026-05-26,7.1305,3.6301,3.5004,36.2143,5.0562,0.6521,4.1919,0.6914,2.8522,0.2161
2026-05-25,11.747,2.8399,8.9071,36.3597,5.1635,0.6431,4.475,0.9466,2.6678,0.4303
2026-05-22,5.7984,3.4617,2.3367,42.5357,4.1108,0.3447,2.5097,1.9039,1.7309,0.3462
2026-05-21,7.7888,2.3367,5.4522,37.4297,2.0338,0.4093,2.4665,2.7694,2.0338,0.4327
2026-05-20,6.3149,2.8114,3.5035,37.1972,1.9464,0.2585,1.7734,3.2007,1.4706,0.6055
2026-05-19,8.9533,2.2924,6.6609,32.2232,2.0761,0.2885,1.4273,3.59,0.8651,0.9516
2026-05-18,4.0052,11.7571,-7.7519,21.1456,1.7227,0.3675,0.8183,12.5754,0.9044,1.3781
2026-05-15,4.4118,5.8391,-1.4273,31.3581,1.6003,0.2655,0.8218,11.2024,0.9948,0.8218
2026-05-14,5.618,3.9758,1.6422,22.9905,1.21,0.3106,1.2532,9.3777,1.5125,0.7347
2026-05-13,7.2263,3.6781,3.5482,27.5638,1.2116,0.3354,1.7309,4.5435,1.4712,0.3462
2026-05-12,2.0346,32.5974,-30.5628,13.0303,1.1255,0.6051,1.9048,3.2035,1.342,0.6926
2026-05-11,4.9032,10.2796,-5.3763,27.3118,2.5806,0.5457,4.3871,1.7204,3.4839,0.2151
2026-05-08,7.7787,3.1547,4.624,37.7269,3.9758,0.6687,6.3094,0.9075,4.9697,0.0864
2026-05-07,13.0247,1.1683,11.8563,37.7326,3.3319,0.9461,4.8464,0.9952,4.5868,0.2164
2026-05-06,12.8516,1.7309,11.1207,32.2371,3.1155,0.7068,3.2886,1.0818,3.2886,0.3029
2026-05-05,6.7071,2.8559,3.8511,39.8529,3.981,0.3631,2.8126,1.5578,3.1155,0.2164
2026-05-04,11.8432,2.7132,9.1301,31.5676,4.0052,0.4829,3.6176,1.3781,2.8854,0.3445
2026-04-30,3.8578,3.4244,0.4335,35.1972,3.8145,0.2874,1.6038,1.6905,1.6038,0.2167
2026-04-29,5.7192,3.0763,2.643,36.6984,4.2028,0.3593,1.9497,1.6031,2.2097,0.26
2026-04-28,5.974,2.5974,3.3766,40.7792,3.7662,0.2972,2.7273,1.1255,3.4199,0.1732
2026-04-27,15.3017,1.5517,13.75,32.6724,3.5345,0.3245,2.6293,1.1207,3.3621,0.3448
2026-04-24,2.6886,7.7624,-5.0737,20.5984,2.7754,0.2192,2.2116,2.6453,2.9055,0.3036
2026-04-23,6.0632,3.3348,2.7285,36.5959,4.9372,0.3226,3.6379,0.8662,4.4175,0.2165
2026-04-22,9.0082,2.0355,6.9727,42.2261,4.9805,0.3362,3.7679,0.6929,5.2837,0.2165
2026-04-21,7.6223,2.2954,5.327,39.7575,4.3742,0.3361,6.4963,0.6063,5.2837,0.2165
2026-04-20,5.6029,5.0202,0.5827,25.9525,1.0758,0.4466,5.9166,0.6723,6.4097,0.2689
2026-04-17,12.4094,0.6341,11.7754,36.6395,0.9511,0.8671,10.6884,0.4529,10.8243,0.0906
2026-04-16,9.375,1.2228,8.1522,31.7029,0.9511,0.7654,8.1069,0.5435,10.5072,0.0906
2026-04-15,25.8488,0.8148,25.034,32.6845,1.1317,1.0604,17.2024,0.4074,11.9511,0.0905
2026-04-13,6.8018,4.0991,2.7027,16.6667,0.5856,0.4006,11.4414,0.4505,7.1171,0.1802
2026-04-10,17.1649,0.5435,16.6214,35.8243,0.5435,0.5761,17.6178,0.1812,11.096,0.1359
2026-04-09,7.4593,2.4412,5.0181,24.0506,0.4069,0.4058,15.9584,0.226,7.5045,0.226
2026-04-08,51.1986,0.8593,50.3392,18.0461,0.3618,1.7143,42.6504,0.2714,10.1764,0.1809
2026-04-07,10.5787,1.311,9.2676,32.5949,0.4521,0.2735,9.4485,0.5877,4.1591,0.2712
2026-04-06,16.0883,1.1717,14.9166,15.4123,0.3605,0.3734,3.2898,1.352,3.2898,0.4957
2026-04-02,13.5294,1.9005,11.629,8.0543,0.3167,0.2723,2.6697,1.629,1.81,0.4977
2026-04-01,64.6126,0.725,63.8876,11.101,0.3172,0.6025,2.2655,2.5827,0.7703,0.9968
2026-03-30,2.2132,48.1933,-45.9801,9.8916,0.6323,3.7523,0.5872,34.2818,0.6775,16.9828
2026-03-27,2.089,41.9619,-39.8728,12.2616,0.545,5.6879,0.8174,11.8529,0.5904,4.8138
2026-03-25,14.3117,1.9537,12.358,16.9014,0.7724,2.3271,0.6815,5.7247,0.5452,1.045
2026-03-24,17.8182,2.8182,15,12.0909,0.4545,1.9496,1.0909,4.6364,0.6364,1.6364
2026-03-23,0.905,58.19,-57.2851,8.371,0.4072,2.0977,0.8597,7.3303,0.4525,5.1584
2026-03-20,7.0519,2.3203,4.7316,27.1156,0.9554,0.8783,1.8198,2.7298,0.8644,0.9099
2026-03-19,1.6371,22.6921,-21.055,26.2392,0.864,0.4658,0.7276,5.7754,0.5002,1.0914
2026-03-18,20.9376,1.0014,19.9363,23.2135,1.2289,1.4366,1.0924,3.3682,1.1834,0.5462
2026-03-17,7.2404,2.7778,4.4627,34.1075,0.6375,0.9222,0.8197,6.9217,0.6375,1.9581
2026-03-16,3.353,10.8745,-7.5215,12.0979,0.6797,1.5881,0.9515,5.0295,0.589,2.8546
2026-03-13,1.5931,26.9003,-25.3072,15.2936,0.7283,1.4217,1.1379,8.284,0.6827,2.4579
2026-03-12,4.8292,4.1458,0.6834,22.6879,0.7745,0.9186,1.549,3.1891,1.0023,0.9567
2026-03-11,6.0565,3.7796,2.2769,23.133,1.0018,0.8085,1.7304,1.9581,1.0018,1.2295
2026-03-10,18.4966,1.5034,16.9932,28.7927,0.9112,0.8697,1.2756,3.508,0.7289,1.2756
2026-03-09,2.1788,22.6509,-20.4721,16.2052,0.8171,0.8731,0.8171,20.1997,0.8625,3.6314
2026-03-06,4.8336,3.8304,1.0032,34.9293,0.5016,0.3826,0.7296,9.9407,0.456,1.7784
2026-03-05,8.9872,1.9617,7.0255,25.6843,0.3193,0.6162,0.8212,7.9836,0.5474,2.0529
2026-03-04,3.2832,20.0182,-16.7351,23.7118,0.5016,1.0961,0.684,12.3575,0.4104,3.8304
2026-03-02,1.7273,23.8182,-22.0909,13.3182,1,1.3746,0.7727,8.9091,0.5455,2.1364
2026-02-27,3.4278,5.4388,-2.011,40.585,6.8099,0.5259,0.9598,4.1133,0.7313,1.0512
2026-02-26,5.0274,2.0567,2.9707,44.6527,7.5868,0.4085,1.1883,4.0219,1.0512,0.9141
2026-02-25,4.5267,3.8409,0.6859,41.0608,5.4412,0.3826,0.9602,5.5784,0.7316,1.4632
2026-02-24,1.8307,7.5057,-5.6751,38.8558,6.3616,0.3315,1.1442,4.3021,0.5492,1.4645
2026-02-23,3.7358,4.6469,-0.9112,37.1298,6.8337,0.3191,1.5034,2.1412,0.8656,0.9112
2026-02-20,3.7037,2.7435,0.9602,47.4166,6.7673,0.2368,1.4632,3.6123,1.0059,0.7316
2026-02-19,2.7918,5.5835,-2.7918,31.1213,6.5446,0.2512,1.0984,5.2174,1.0069,0.778
2026-02-18,4.9451,2.152,2.793,47.207,4.8077,0.3127,1.2363,4.7619,1.2363,0.5495
2026-02-17,7.6042,2.1072,5.497,40.8154,3.9853,0.3361,1.2826,6.0467,1.4201,0.5955
2026-02-16,3.6986,8.4475,-4.7489,36.8493,3.1507,0.3512,1.5982,6.2557,1.1416,1.0959
2026-02-13,2.7994,10.8307,-8.0312,32.9968,3.1207,0.4888,3.2125,2.2487,1.5145,1.1014
2026-02-12,4.4516,6.7462,-2.2946,39.8348,3.6714,0.514,3.6714,1.6062,2.7077,0.4589
2026-02-11,6.3332,4.6352,1.698,37.0353,3.6255,0.6688,3.4878,1.1932,3.2125,0.2754
2026-02-10,9.6004,2.7102,6.8902,36.5181,3.2614,1.073,4.1801,0.9646,3.9045,0.1837
2026-02-09,23.2388,1.6468,21.5919,26.6697,2.0586,1.4046,8.9661,0.8692,3.7969,0.2287
2026-02-06,4.7706,4.7706,0,37.1101,0.6422,0.3665,4.3578,1.2844,1.789,0.4128
2026-02-05,4.7269,5.5989,-0.872,34.7866,0.7802,0.3855,4.2221,1.5603,2.8912,0.2295
2026-02-04,14.3578,3.0275,11.3303,27.7523,0.8257,0.9325,5,1.0092,3.7615,0.2294
2026-02-03,29.9541,1.055,28.8991,11.1927,0.5963,2.4833,3.3028,1.6972,3.3486,0.4587
2026-02-02,4.6703,5.174,-0.5037,15.1099,1.511,0.4052,2.1978,2.1062,0.6868,1.0073
2026-02-01,4.906,12.1504,-7.2444,12.6089,1.3755,0.234,2.5218,2.3384,0.7336,0.9629
2026-01-30,11.3459,3.9504,7.3955,20.2572,1.6537,0.9296,1.7915,2.7102,1.1943,0.9187
2026-01-29,6.7096,5.4688,1.2408,25.4596,2.114,0.8186,2.8033,2.5735,1.4706,1.2868
2026-01-28,22.0588,1.7004,20.3585,26.7463,1.7923,0.762,1.2408,3.079,0.7813,1.2408
2026-01-27,5.9954,7.5515,-1.5561,18.6728,1.6934,0.9814,0.4119,13.8215,0.4577,3.0664
2026-01-23,2.6679,15.6394,-12.9715,19.0432,1.7479,0.5086,0.23,17.2033,0.276,3.5419
2026-01-22,12.2759,2.1609,10.1149,29.977,1.7931,0.5199,0.2759,9.1034,0.3218,1.6552
2026-01-21,2.4828,12.2759,-9.7931,16.8276,1.7931,2.3938,0.5057,15.8161,0.2299,5.2874
2026-01-20,1.058,28.3809,-27.3229,17.9393,2.9899,1.5642,0.874,8.6017,0.414,2.8979
2026-01-19,2.3362,7.8333,-5.497,41.2277,5.7719,0.4522,1.0994,3.2982,0.7329,0.9162
2026-01-16,4.47,3.8249,0.6452,41.4286,4.6544,0.6018,0.9217,3.3641,0.7834,0.3226
2026-01-14,4.5622,1.9355,2.6267,48.894,3.2719,0.4003,0.8295,6.3594,0.5069,0.4147
2026-01-13,4.4219,1.9346,2.4873,40.1658,2.4873,0.3852,0.5527,6.0341,0.4606,0.8291
2026-01-12,3.1666,5.8743,-2.7077,23.9559,2.157,1.2639,0.5048,7.251,0.413,1.1932
2026-01-09,1.1993,9.4096,-8.2103,31.7804,3.69,1.0025,0.7841,6.5037,0.5074,0.738
2026-01-08,1.1993,10.3321,-9.1328,31.3653,7.2878,0.9338,1.0609,2.3985,0.6919,0.5996
2026-01-07,4.977,1.3825,3.5945,55.7143,12.2581,0.6294,1.8894,1.5668,1.4286,0.3226
2026-01-06,3.1797,2.8111,0.3687,52.1659,12.5806,0.6698,1.9816,0.9217,1.4747,0.2765
2026-01-05,4.3618,3.6272,0.7346,46.4187,12.9477,0.8044,1.8365,0.9642,1.4692,0.3673
2026-01-02,7.1033,1.1993,5.9041,52.4908,14.2528,0.7355,1.5221,1.0609,1.3838,0.2768
2026-01-01,4.7926,1.3825,3.4101,59.8618,14.5622,0.2274,1.3364,1.3364,0.9217,0.2765
2025-12-31,6.3221,1.5228,4.7993,49.9769,11.8597,0.6684,1.4767,1.3844,1.1075,0.323
2025-12-30,4.2455,2.7688,1.4767,50.1154,12.4596,0.7222,1.5228,1.5228,0.9229,0.4153
2025-12-29,3.125,4.5037,-1.3787,45.4044,14.1544,0.7118,1.9301,1.5165,1.2408,0.5055
2025-12-26,3.8319,2.3546,1.4774,53.2318,13.0194,0.4904,2.4469,0.7387,1.4774,0.2308
2025-12-24,4.0166,1.8006,2.2161,54.0628,11.1727,0.557,2.0776,0.9234,1.1542,0.1847
2025-12-23,5.217,1.6159,3.6011,55.4017,11.5882,0.5746,1.5235,1.0157,1.2004,0.2308
2025-12-22,9.0198,1.6567,7.3631,50.069,11.3208,0.7455,1.3346,1.3346,1.1505,0.3221
2025-12-19,6.2847,1.4325,4.8521,48.5213,12.0148,0.5041,1.2015,1.1091,0.878,0.3235
2025-12-18,3.0065,2.7752,0.2313,50.3238,11.8871,0.3509,1.4801,1.6651,0.6475,0.4625
2025-12-17,2.2191,4.8081,-2.589,51.5488,15.0254,0.302,1.988,1.4794,0.8322,0.4161
2025-12-16,2.5914,2.8228,-0.2314,55.8538,14.2527,0.2902,1.851,0.8792,1.1569,0.3239
2025-12-15,5.5376,1.9843,3.5533,53.0688,7.1989,0.3162,2.2612,0.8306,1.246,0.2769
2025-12-12,6.3978,1.0663,5.3315,56.0501,5.7951,0.3254,0.9736,1.3445,0.649,0.2782
2025-12-11,4.817,1.4358,3.3812,49.421,5.4655,0.2654,0.88,1.8527,0.6021,0.6021
2025-12-10,3.7998,2.595,1.2048,36.0056,4.8193,0.317,0.7878,3.1047,0.5561,0.7878
2025-12-09,8.9601,1.3463,7.6137,19.7307,4.6425,0.9793,0.7428,3.8069,0.5107,0.65
2025-12-08,1.8519,18.7037,-16.8519,20.4167,6.9907,0.842,0.787,8.8889,0.6481,1.8981
2025-12-05,3.1613,3.7657,-0.6044,50.1627,12.3663,0.2611,0.6974,3.9052,0.6974,0.7438
2025-12-04,2.464,2.7429,-0.2789,54.9512,12.8312,0.2316,0.7438,2.6964,0.5579,0.6509
2025-12-03,1.4877,3.7192,-2.2315,48.954,11.669,0.2575,0.6974,2.185,0.2789,0.9763
2025-12-02,2.4186,2.8837,-0.4651,56.9302,15.8605,0.2415,1.4884,1.3488,0.7907,0.5116
2025-12-01,3.7517,3.5201,0.2316,49.0042,15.1459,0.2818,1.7138,1.1116,0.9264,0.6021
2025-11-28,4.4755,2.1911,2.2844,57.6224,13.3333,0.2637,1.0723,1.2121,0.6993,0.2797
2025-11-27,3.8695,2.1445,1.7249,53.7529,10.8159,0.2219,0.7459,1.8648,0.5594,0.6061
2025-11-26,7.1828,1.0728,6.1101,50.0466,8.209,0.2766,0.7463,2.0989,0.6063,0.5597
2025-11-25,5.133,1.9599,3.1731,48.0635,8.0728,0.3089,0.6066,4.1064,0.4666,0.9799
2025-11-24,2.6952,11.71,-9.0149,32.8067,7.3885,0.6753,0.6041,7.1561,0.4182,1.5799
2025-11-21,2.5234,4.486,-1.9626,49.2991,11.028,0.296,0.7944,3.3645,0.6542,0.8411
2025-11-20,3.4112,1.9159,1.4953,52.1495,13.2243,0.3692,1.3084,2.8972,0.9346,0.4206
2025-11-19,3.5531,3.4128,0.1403,52.0804,11.641,0.4332,1.6363,3.6466,1.0753,0.748
2025-11-18,2.6193,3.6483,-1.029,50.3742,12.348,0.4621,2.0112,2.3854,0.9822,0.6548
2025-11-17,6.5642,4.0037,2.5605,47.9981,11.5922,0.7616,2.1415,2.2812,1.4432,0.6983
2025-11-14,5.1498,3.1835,1.9663,50.3745,10.0655,0.5154,1.5918,2.7622,1.1704,0.515
2025-11-13,4.3601,4.0788,0.2813,45.5227,8.0638,0.7514,1.5471,3.0005,0.9845,0.5157
2025-11-12,6.8949,2.2045,4.6904,47.6079,6.3321,0.7532,0.8443,3.94,0.8912,0.469
2025-11-11,4.5519,4.1764,0.3754,44.8616,4.5988,0.6315,1.1732,5.6781,0.9385,1.0793
2025-11-10,5.1797,6.6729,-1.4932,39.5707,4.433,0.7017,1.4466,5.2263,1.1666,1.0266
2025-11-07,4.9789,3.7107,1.2682,39.9718,4.5092,0.6724,1.3152,3.194,1.2212,0.7515
2025-11-06,2.7726,11.1372,-8.3647,32.8477,7.5188,0.9067,1.4098,3.2895,0.9868,0.7049
2025-11-04,2.9135,2.7726,0.141,51.0338,15.6015,0.5954,1.7857,1.6447,1.4568,0.282
2025-11-03,6.6854,3.0856,3.5998,51.6129,16.9238,0.7401,1.87,1.7298,1.8233,0.5143
2025-10-31,3.674,2.261,1.4131,53.9802,18.7,0.5085,1.837,1.4602,1.1776,0.2826
2025-10-30,3.5327,1.837,1.6957,61.0457,19.4536,0.4993,1.6015,1.4131,1.366,0.2826
2025-10-29,4.9929,2.0725,2.9204,53.6505,15.544,0.8096,1.6486,1.6486,1.366,0.1413
2025-10-28,4.3233,2.3966,1.9267,57.0959,17.5282,0.6399,1.6917,0.8459,0.9398,0.235
2025-10-27,5.4206,3.0374,2.3832,54.6262,16.1682,0.6606,2.6636,1.1682,1.7757,0.3271
2025-10-24,3.2425,2.3496,0.8929,57.9417,16.8703,0.3985,1.9267,0.7989,1.5977,0.188
2025-10-23,5.6417,3.291,2.3507,47.1086,15.7969,0.8774,2.2567,0.5642,1.8336,0.094
2025-10-21,4.6588,0.2824,4.3765,63.0588,16.1882,0.03,2.4941,0.5176,1.6471,0.0941
2025-10-20,6.782,2.3854,4.3966,50.1871,12.9093,0.4051,1.7306,1.6838,1.45,0.1871
2025-10-17,3.2471,3.6706,-0.4235,48.7529,12.9412,0.4405,1.3647,2.3529,1.0824,0.4235
2025-10-16,5.6941,1.6471,4.0471,53.5059,12.2824,0.4248,1.6,1.7412,1.3647,0.3294
2025-10-15,6.403,2.2128,4.1902,51.6478,12.6648,0.4184,1.5066,2.5424,1.177,0.4237
2025-10-14,2.5436,5.9821,-3.4385,39.4253,12.0584,0.4416,1.2718,3.0617,0.9892,0.7065
2025-10-13,2.9094,3.848,-0.9385,55.2323,15.0164,0.2972,1.924,1.6893,1.5955,0.4693
2025-10-10,5.7129,1.6997,4.0132,54.1076,13.22,0.4106,1.983,1.0387,1.2276,0.2361
2025-10-09,5.5189,3.3019,2.217,54.1981,11.6981,0.3187,2.6415,1.3679,1.7925,0.3774
2025-10-08,4.8585,2.1226,2.7358,49.8113,10.1415,0.389,3.2547,0.8491,1.9811,0.1887
2025-10-07,4.6742,2.8329,1.8414,51.7941,10.9537,0.3945,2.1719,0.6138,1.4636,0.2833
2025-10-06,5.2756,3.0146,2.261,43.853,8.1488,0.4316,2.2138,1.2247,1.6486,0.3297
2025-10-03,8.4674,1.088,7.3794,48.8174,7.3321,0.4872,1.6556,1.3718,1.561,0.0946
2025-10-01,9.0952,0.7106,8.3847,47.1341,4.7845,0.3132,1.0422,2.0369,1.0895,0.379
2025-09-30,3.2779,2.7553,0.5226,44.7506,3.8005,0.3499,0.8076,5.4632,0.7126,0.6651
2025-09-29,4.1647,4.8746,-0.7099,34.6427,2.5556,0.6016,1.1832,6.1051,0.9938,0.7099
2025-09-26,1.3823,11.1535,-9.7712,31.1249,3.0982,0.5663,1.3346,5.7197,0.8103,0.4766
2025-09-25,2.864,3.7709,-0.9069,49.0215,8.5442,0.411,1.8138,2.4344,1.4797,0.1432
2025-09-24,3.5322,3.0072,0.5251,50.358,10.5967,0.4458,1.8616,1.3365,1.7184,0.1432
2025-09-23,4.9212,2.15,2.7711,53.2728,13.5213,0.5285,1.9589,1.2422,1.8634,0.0956
