Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-21 15:29,healthcare,59.7561,70.7317,72.561,73.1707,73.7805
2026-09-21 15:29,aerospace & defence,44.1176,64.7059,73.5294,73.5294,76.4706
2026-09-21 15:29,services,42.1488,38.0165,37.1901,33.8843,33.0579
2026-09-21 15:29,metals & mining,41.8605,46.5116,48.8372,48.8372,47.2868
2026-09-21 15:29,chemicals,40.2516,54.717,52.8302,50.3145,49.6855
2026-09-21 15:29,co-working,40,60,60,60,60
2026-09-21 15:29,transportation,38.8889,51.8519,48.1481,48.1481,48.1481
2026-09-21 15:29,energy,38.4615,51.2821,56.4103,51.2821,51.2821
2026-09-21 15:29,industrials,37.7682,55.3648,56.2232,56.6524,56.6524
2026-09-21 15:29,i.t,36.8715,40.2235,38.5475,37.4302,37.4302
2026-09-21 15:29,telecom-service,36.3636,27.2727,18.1818,18.1818,27.2727
2026-09-21 15:29,financials,34.2466,38.8128,42.4658,41.5525,40.6393
2026-09-21 15:29,realty,33.5079,28.2723,28.7958,27.2251,24.6073
2026-09-21 15:29,auto,33.0097,49.5146,53.3981,53.3981,54.3689
2026-09-21 15:29,miscellaneous,32.9412,35.2941,34.1176,32.9412,35.2941
2026-09-21 15:29,textiles,32.5581,39.5349,38.7597,36.4341,36.4341
2026-09-21 15:29,building materials,32.2917,34.375,31.25,30.2083,28.125
2026-09-21 15:29,consumer discretionary,31.6456,42.4051,44.3038,44.9367,44.9367
2026-09-21 15:29,telecom,30,40,40,40,40
2026-09-21 15:29,fmcg,29.6774,39.3548,41.9355,43.2258,42.5806
2026-09-21 15:29,n/a,27.3148,30.5556,31.9444,34.2593,35.6481
2026-09-21 15:29,bank,26.8293,43.9024,53.6585,56.0976,58.5366
2026-09-21 15:29,plastic products,25.8065,38.7097,32.2581,32.2581,32.2581
2026-09-21 15:29,power & utilities,18.75,12.5,18.75,25,25
2026-09-21 15:29,media,18.75,22.9167,27.0833,25,22.9167
2026-09-21 15:29,indices,13.5198,40.5594,50.1166,54.5455,62.9371
