Date,Symbol,Changeinpercentage
2026-09-21 15:29,VHLTD-RE1,38.7755
2026-09-21 15:29,ARVEE,19.9988
2026-09-21 15:29,PROTEAN,19.998
2026-09-21 15:29,SRHHYPOLTD,19.9962
2026-09-21 15:29,INDORAMA,17.0236
2026-09-21 15:29,FEDDERSHOL,16.2382
2026-09-21 15:29,SVGLOBAL,15.3282
2026-09-21 15:29,AHCL,14.5852
2026-09-21 15:29,ASHIANA,14.3199
2026-09-21 15:29,KSHITIJ-RE,14.2857
2026-09-21 15:29,GAJA,14.1825
2026-09-21 15:29,KPIGREEN,12.99
2026-09-21 15:29,SURAJEST,12.567
2026-09-21 15:29,ZOTA,12.5208
2026-09-21 15:29,ALKALI,12.5143
2026-09-21 15:29,JAYKAY,12.1905
2026-09-21 15:29,CROWN,11.8916
2026-09-21 15:29,RATNAVEER,11.7962
2026-09-21 15:29,TARSONS,11.4995
2026-09-21 15:29,RAYMOND,10.9356
2026-09-21 15:29,KPL,10.7657
2026-09-21 15:29,JASH,10.5056
2026-09-21 15:29,DUCON-RE1,10.2564
2026-09-21 15:29,INDOMIM,9.9962
2026-09-21 15:29,AGI,9.9725
2026-09-21 15:29,SILVERTUC,9.8578
2026-09-21 15:29,MARINE,9.6519
2026-09-21 15:29,QUINT,9.583
2026-09-21 15:29,TEGA,9.5728
2026-09-21 15:29,XTRANET,9.3766
2026-09-21 15:29,CENTUM,9.367
2026-09-21 15:29,ORCHPHARMA,9.3059
2026-09-21 15:29,EMBDL,9.2984
2026-09-21 15:29,RSL,9.1993
2026-09-21 15:29,ALUFLUOR,9.1325
2026-09-21 15:29,DEVX,9.0655
2026-09-21 15:29,FILATEX,8.9204
2026-09-21 15:29,GLOBE,8.6957
2026-09-21 15:29,BALPHARMA,8.6421
2026-09-21 15:29,ISGEC,8.4706
2026-09-21 15:29,SHADOWFAX,8.4277
2026-09-21 15:29,PBMPOLY,8.3333
2026-09-21 15:29,AAATECH,8.2921
2026-09-21 15:29,DUCON,8.1301
2026-09-21 15:29,CPCAP,8.0653
2026-09-21 15:29,SUNSHINE,7.9839
2026-09-21 15:29,BHAGERIA,7.9612
2026-09-21 15:29,SHIVAAGRO,7.9566
2026-09-21 15:29,PATANJALI,7.9564
2026-09-21 15:29,EMUDHRA,7.9143
2026-09-21 15:29,REFEX,7.8536
2026-09-21 15:29,KROSS,7.4167
2026-09-21 15:29,VINDHYATEL,7.2632
2026-09-21 15:29,JPPOWER,7.2219
2026-09-21 15:29,SHIVALIK,7.2158
2026-09-21 15:29,KPEL,7.1191
2026-09-21 15:29,ENGINERSIN,7.0959
2026-09-21 15:29,AUTOIND,6.9186
2026-09-21 15:29,EPACKPEB,6.7666
2026-09-21 15:29,OAL,6.749
2026-09-21 15:29,UNIMECH,6.7303
2026-09-21 15:29,SUNDROP,6.7154
2026-09-21 15:29,3BBLACKBIO,6.7081
2026-09-21 15:29,BSL,6.6717
2026-09-21 15:29,ARIS,6.5702
2026-09-21 15:29,NIBE,6.5346
2026-09-21 15:29,SIKA,6.2408
2026-09-21 15:29,HARSHA,6.2323
2026-09-21 15:29,CPEDU,6.1866
2026-09-21 15:29,SHERVANI,6.1747
2026-09-21 15:29,JYOTICNC,6.1113
2026-09-21 15:29,VASCONEQ,6.0297
2026-09-21 15:29,MANKIND,5.9591
2026-09-21 15:29,MVELECTRO,5.9382
2026-09-21 15:29,SUDARCOLOR,5.9009
2026-09-21 15:29,VEDAVAAG,5.7619
2026-09-21 15:29,STUDDS,5.748
2026-09-21 15:29,LIBAS,5.7025
2026-09-21 15:29,GKENERGY,5.6942
2026-09-21 15:29,CONCORDBIO,5.6879
2026-09-21 15:29,20MICRONS,5.6847
2026-09-21 15:29,SUPRIYA,5.6714
2026-09-21 15:29,CHEMPLASTS,5.6508
2026-09-21 15:29,MARKSANS,5.6068
2026-09-21 15:29,DELTACORP,5.5708
2026-09-21 15:29,SYMBIOTEC,5.5657
2026-09-21 15:29,JUBLCPL,5.5647
2026-09-21 15:29,SANWARIA,5.5556
2026-09-21 15:29,GOYALALUM,5.5459
2026-09-21 15:29,TAALTECH,5.5075
2026-09-21 15:29,SOLARWORLD,5.4358
2026-09-21 15:29,PENINLAND,5.4037
2026-09-21 15:29,CAPILLARY,5.392
2026-09-21 15:29,ADDIND,5.3537
2026-09-21 15:29,RRIL,5.3376
2026-09-21 15:29,SMSPHARMA,5.3166
2026-09-21 15:29,RGL,5.3129
2026-09-21 15:29,USHAMART,5.2642
2026-09-21 15:29,ACMESOLAR,5.2499
2026-09-21 15:29,SIGACHI,5.1351
2026-09-21 15:29,COHANCE,5.1256
2026-09-21 15:29,SAMBHV,5.123
2026-09-21 15:29,TERASOFT,5.093
2026-09-21 15:29,OMAXAUTO,5.0889
2026-09-21 15:29,CEINSYS,5.0789
2026-09-21 15:29,AVTNPL,5.0642
2026-09-21 15:29,BGRENERGY,4.9996
2026-09-21 15:29,GVPIL,4.9992
2026-09-21 15:29,SCPL,4.9992
2026-09-21 15:29,SWARAJ,4.9991
2026-09-21 15:29,ONMOBILE,4.999
2026-09-21 15:29,MILKYMIST,4.9987
2026-09-21 15:29,KILITCH,4.9987
2026-09-21 15:29,ESDS,4.9982
2026-09-21 15:29,MBECL,4.9976
2026-09-21 15:29,SPECTRUM,4.9974
2026-09-21 15:29,KALYANI,4.9967
2026-09-21 15:29,IDEAFORGE,4.9959
2026-09-21 15:29,TBZ,4.9954
2026-09-21 15:29,QMSMEDI,4.9955
2026-09-21 15:29,UCAL,4.9946
2026-09-21 15:29,TIRUPATIFL,4.9941
2026-09-21 15:29,INDOAMIN,4.9941
2026-09-21 15:29,STALLION,4.9934
2026-09-21 15:29,PVP,4.9933
2026-09-21 15:29,GSLSU,4.9929
2026-09-21 15:29,GFSTEELS,4.9921
2026-09-21 15:29,DTIL,4.9921
2026-09-21 15:29,MONEYBOXX,4.9917
2026-09-21 15:29,BCPL,4.991
2026-09-21 15:29,RSWM,4.9909
2026-09-21 15:29,WEL,4.9904
2026-09-21 15:29,HLEGLAS,4.9899
2026-09-21 15:29,ACSTECH,4.9887
2026-09-21 15:29,AEGISLOG,4.988
2026-09-21 15:29,CTE,4.9877
2026-09-21 15:29,ICDSLTD,4.9858
2026-09-21 15:29,MCLEODRUSS,4.9853
2026-09-21 15:29,LALITHAA,4.9852
2026-09-21 15:29,BASML,4.9851
2026-09-21 15:29,VISACHROME,4.985
2026-09-21 15:29,STLNETWORK,4.9825
2026-09-21 15:29,SHEKHAWATI,4.9814
2026-09-21 15:29,CALSOFT,4.9758
2026-09-21 15:29,PEARLPOLY,4.9737
2026-09-21 15:29,DSFCL,4.9732
2026-09-21 15:29,NRL,4.9697
2026-09-21 15:29,CMICABLES,4.9618
2026-09-21 15:29,NEUEON,4.9601
2026-09-21 15:29,AQYLON,4.95
2026-09-21 15:29,SIGMAADV,4.9475
2026-09-21 15:29,STARTECK,4.9375
2026-09-21 15:29,BATLIBOI,4.9205
2026-09-21 15:29,SUMEETINDS,4.9163
2026-09-21 15:29,FACT,4.9136
2026-09-21 15:29,AKI,4.91
2026-09-21 15:29,MUKKA,4.9016
2026-09-21 15:29,SUPTANERY,4.8975
2026-09-21 15:29,NEAGI,4.8972
2026-09-21 15:29,SHILPAMED,4.8673
2026-09-21 15:29,WOCKPHARMA,4.8512
2026-09-21 15:29,CARBORUNIV,4.847
2026-09-21 15:29,ABINFRA,4.8401
2026-09-21 15:29,IGPL,4.835
2026-09-21 15:29,HEG,4.8302
2026-09-21 15:29,GREENPANEL,4.828
2026-09-21 15:29,NAVKARURB,4.8193
2026-09-21 15:29,AKUMS,4.8169
2026-09-21 15:29,INDOFARM,4.8106
2026-09-21 15:29,SAATVIKGL,4.8082
2026-09-21 15:29,MAHESHWARI,4.8035
2026-09-21 15:29,EXCELSOFT,4.8028
2026-09-21 15:29,INSPIRISYS,4.798
2026-09-21 15:29,CLEANMAX,4.7757
2026-09-21 15:29,PRADPME,4.763
2026-09-21 15:29,KSHITIJPOL,4.7619
2026-09-21 15:29,TVVISION,4.7431
2026-09-21 15:29,SADHNANIQ,4.7273
2026-09-21 15:29,AKSHARCHEM,4.7176
2026-09-21 15:29,LUXIND,4.67
2026-09-21 15:29,PALREDTEC,4.6638
2026-09-21 15:29,THACKER,4.6505
2026-09-21 15:29,MANAKCOAT,4.62
2026-09-21 15:29,TRIGYN,4.593
2026-09-21 15:29,DHABRIYA,4.5902
2026-09-21 15:29,PRECOT,4.5782
2026-09-21 15:29,PATINTLOG,4.5714
2026-09-21 15:29,MANALIPETC,4.5707
2026-09-21 15:29,UDS,4.5622
2026-09-21 15:29,ROLLT,4.5534
2026-09-21 15:29,HMT,4.5336
2026-09-21 15:29,RAMBHAJO,4.5315
2026-09-21 15:29,ELITECON,4.5056
2026-09-21 15:29,PRIMO,4.4965
2026-09-21 15:29,SBGLP,4.4534
2026-09-21 15:29,ARENTERP,4.4519
2026-09-21 15:29,PKTEA,4.4396
2026-09-21 15:29,ANNU,4.4193
2026-09-21 15:29,ARVSMART,4.4174
2026-09-21 15:29,AVONMORE,4.4141
2026-09-21 15:29,KAVDEFENCE,4.4011
2026-09-21 15:29,AARNAV,4.391
2026-09-21 15:29,NATIONSTD,4.3842
2026-09-21 15:29,APOORVA,4.3697
2026-09-21 15:29,SBCL,4.3696
2026-09-21 15:29,LAGNAM,4.3683
2026-09-21 15:29,CHEMCON,4.3631
2026-09-21 15:29,SYNGENE,4.3626
2026-09-21 15:29,SEKURITIND,4.3414
2026-09-21 15:29,GSS,4.3394
2026-09-21 15:29,ONIDA,4.3174
2026-09-21 15:29,TNTELE,4.2889
2026-09-21 15:29,BLACKROSE,4.2665
2026-09-21 15:29,RAJOOENG,4.2272
2026-09-21 15:29,BANSWRAS,4.2216
