Date,Symbol,% change
2026-09-21 15:29,CNXPHARMA,1.1645
2026-09-21 15:29,CNXREALTY,1.1431
2026-09-21 15:29,NIFTYHEALTHCARE,1.1015
2026-09-21 15:29,NIFTYFMCG,0.9548
2026-09-21 15:29,NIFTYINDDEFENCE,0.6972
2026-09-21 15:29,NIFTYOILANDGAS,0.5256
2026-09-21 15:29,NIFTYCONSUMPTION,0.4241
2026-09-21 15:29,NIFTYPVTBANK,0.2935
2026-09-21 15:29,NIFTY,0.2908
2026-09-21 15:29,NIFTY100,0.2514
2026-09-21 15:29,BANKNIFTY,0.1986
2026-09-21 15:29,NIFTY200,0.1415
2026-09-21 15:29,NIFTYMEDIA,0.1416
2026-09-21 15:29,CNXENERGY,0.1191
2026-09-21 15:29,NIFTY500,0.0854
2026-09-21 15:29,NIFTYAUTO,0.0815
2026-09-21 15:29,NIFTYTOTALMKT,0.0747
2026-09-21 15:29,NIFTYFINSERVICE,0.0576
2026-09-21 15:29,NIFTYMIDSELECT,0.0241
2026-09-21 15:29,NIFTYCHEMICALS,-0.0034
2026-09-21 15:29,NIFTYMIDCAP50,-0.0182
2026-09-21 15:29,NIFTYSMALLCAP250,-0.0457
2026-09-21 15:29,NIFTYPSUBANK,-0.0619
2026-09-21 15:29,NIFTYLARGEMID250,-0.0653
2026-09-21 15:29,CNXSMALLCAP,-0.0714
2026-09-21 15:29,CNXIT,-0.082
2026-09-21 15:29,NIFTYSMALLCAP50,-0.0854
2026-09-21 15:29,NIFTYMICROCAP250,-0.1437
2026-09-21 15:29,CNXINFRA,-0.1444
2026-09-21 15:29,NIFTYCOMMODITIES,-0.2394
2026-09-21 15:29,NIFTYMIDSMALLCAP400,-0.2587
2026-09-21 15:29,NIFTYMIDCAP150,-0.3714
2026-09-21 15:29,NIFTYMETAL,-0.6121
2026-09-21 15:29,INDIAVIX,-1.2292
2026-09-21 15:29,NIFTYHOUSING,1.7e+308
