Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-11 15:29,aerospace & defence,61.7647,64.7059,67.6471,70.5882,70.5882
2026-09-11 15:29,co-working,60,60,60,60,60
2026-09-11 15:29,energy,58.9744,64.1026,64.1026,64.1026,64.1026
2026-09-11 15:29,healthcare,57.0552,70.5521,71.7791,73.6196,71.7791
2026-09-11 15:29,telecom-service,45.4545,36.3636,36.3636,36.3636,27.2727
2026-09-11 15:29,industrials,43.5345,59.4828,61.2069,60.3448,59.4828
2026-09-11 15:29,plastic products,41.9355,38.7097,32.2581,32.2581,32.2581
2026-09-11 15:29,chemicals,38.9937,55.3459,55.3459,54.0881,51.5723
2026-09-11 15:29,metals & mining,38.7597,48.062,51.1628,53.4884,54.2636
2026-09-11 15:29,transportation,37.7358,47.1698,49.0566,50.9434,47.1698
2026-09-11 15:29,building materials,35.4167,35.4167,34.375,34.375,32.2917
2026-09-11 15:29,textiles,34.8837,43.4109,41.0853,42.6357,41.8605
2026-09-11 15:29,power & utilities,34.375,15.625,15.625,21.875,25
2026-09-11 15:29,fmcg,33.1169,45.4545,43.5065,45.4545,44.8052
2026-09-11 15:29,consumer discretionary,32.9114,47.4684,48.1013,46.8354,44.9367
2026-09-11 15:29,n/a,32.4201,36.0731,36.9863,36.5297,36.9863
2026-09-11 15:29,financials,32.4201,43.379,44.7489,45.6621,45.2055
2026-09-11 15:29,auto,31.068,48.5437,53.3981,54.3689,58.2524
2026-09-11 15:29,telecom,30,50,50,50,50
2026-09-11 15:29,services,27.5,35.8333,35.8333,35,31.6667
2026-09-11 15:29,i.t,27.3743,38.5475,39.1061,35.7542,32.4022
2026-09-11 15:29,bank,26.8293,51.2195,56.0976,58.5366,58.5366
2026-09-11 15:29,realty,26.455,27.5132,26.455,25.9259,25.9259
2026-09-11 15:29,miscellaneous,24.7059,32.9412,36.4706,36.4706,36.4706
2026-09-11 15:29,media,18.3673,24.4898,26.5306,24.4898,22.449
2026-09-11 15:29,indices,12.5874,44.5221,49.4172,58.7413,63.4033
