Date,4% advance,4% decline,Net breadth,3% range,5d range,Volume,+15% in 5d,-10% in 5d,10% + 10ema,10% - 10ema
2026-07-02,8.0721,2.018,6.0541,45.3843,5.453,0.4351,1.8033,1.5887,1.7604,0.5152
2026-07-01,6.9588,2.921,4.0378,38.4021,5.4553,0.3835,1.7182,2.3625,1.5464,0.5584
2026-06-30,7.4537,2.4128,5.0409,41.4046,4.1792,0.4272,1.4218,3.1883,1.508,0.3447
2026-06-29,4.9251,6.4668,-1.5418,32.9336,3.5546,0.5311,1.5846,2.9979,1.3704,0.6424
2026-06-25,3.6622,5.2994,-1.6372,35.3296,5.5579,0.4151,2.1542,1.5941,1.6372,0.4308
2026-06-24,5.3017,3.1466,2.1552,43.4483,6.2931,0.3584,3.2328,0.8621,2.1121,0.2586
2026-06-23,3.7947,4.5278,-0.7331,30.8754,6.2958,0.625,3.6223,0.6037,2.8029,0.0862
2026-06-22,10.4925,2.1413,8.3512,40.985,8.0514,0.7698,4.7537,0.5139,4.197,0.1713
2026-06-19,8.0534,1.8088,6.2446,40.913,6.7614,0.6751,5.1249,0.3445,3.3161,0.0861
2026-06-18,7.795,1.8088,5.9862,44.6598,3.23,0.5342,7.1059,0.3445,2.7993,0.2153
2026-06-17,7.6724,1.9397,5.7328,44.4397,2.1983,0.5828,3.6638,0.6897,2.3276,0.2155
2026-06-16,7.4074,2.0241,5.3833,42.6357,2.4117,0.4655,2.1533,0.646,2.2394,0.1292
2026-06-15,13.9485,1.7597,12.1888,30,2.4464,1.1032,2.7897,0.8155,2.1888,0.3433
2026-06-12,20.6733,0.9495,19.7238,34.7,4.057,0.4485,1.4674,1.3811,1.6401,0.4316
2026-06-11,2.8954,6.828,-3.9326,36.2143,2.7226,0.2587,1.3397,4.4512,0.9939,0.8643
2026-06-10,3.6701,6.9948,-3.3247,28.6269,3.6269,0.3388,2.2884,2.5475,1.6408,0.5613
2026-06-09,11.7927,2.2462,9.5464,39.2657,4.406,0.3243,2.8078,1.7711,2.203,0.7343
2026-06-08,3.1869,11.3695,-8.1826,28.553,3.9621,0.3293,2.4978,2.2825,1.9811,0.9905
2026-06-05,6.2958,3.191,3.1048,39.0254,3.8379,0.391,3.191,2.5873,2.7167,0.6037
2026-06-04,8.1395,2.2394,5.9001,38.7597,1.3781,0.4265,3.0146,4.3066,2.7562,0.5168
2026-06-03,5.3879,3.6207,1.7672,34.8276,1.25,0.2849,2.931,4.3534,2.7155,0.819
2026-06-02,8.7855,2.7562,6.0293,30.491,1.5504,0.3901,3.1869,4.522,2.6701,0.8183
2026-06-01,5.8495,11.1828,-5.3333,20.3011,1.9355,0.6718,3.4409,3.871,2.7097,1.1183
2026-05-29,7.2076,9.5814,-2.3738,16.4437,3.1938,1.5352,4.2728,2.5032,2.978,0.6042
2026-05-27,8.7613,3.1506,5.6107,40.5697,6.517,0.5746,4.9202,1.2948,3.5822,0.259
2026-05-26,7.1213,3.6254,3.4959,36.2538,5.0928,0.6502,4.1864,0.6905,2.8485,0.2158
2026-05-25,11.7318,2.8363,8.8956,36.3988,5.1569,0.6421,4.4693,0.9454,2.6644,0.4297
2026-05-22,5.7908,3.4572,2.3336,42.567,4.1054,0.3443,2.5065,1.9015,1.7286,0.3457
2026-05-21,7.7787,2.3336,5.4451,37.4676,2.0311,0.4088,2.4633,2.7658,2.0311,0.4322
2026-05-20,6.3067,2.8078,3.4989,37.1922,1.9438,0.2583,1.7711,3.1965,1.4687,0.6048
2026-05-19,8.9417,2.2894,6.6523,32.1814,2.0734,0.2878,1.4255,3.5853,0.8639,0.9503
2026-05-18,4,11.7419,-7.7419,21.2043,1.7204,0.3669,0.8172,12.5591,0.9032,1.3763
2026-05-15,4.406,5.8315,-1.4255,31.4039,1.5983,0.2652,0.8207,11.1879,0.9935,0.8207
2026-05-14,5.6107,3.9707,1.6401,22.9607,1.2085,0.3115,1.2516,9.3656,1.5106,0.7337
2026-05-13,7.2169,3.6733,3.5436,27.5713,1.21,0.335,1.7286,4.5376,1.4693,0.3457
2026-05-12,2.032,32.5551,-30.5231,13.0566,1.1241,0.6039,1.9023,3.1993,1.3403,0.6917
2026-05-11,4.8969,10.2663,-5.3694,27.3196,2.5773,0.5449,4.3814,1.7182,3.4794,0.2148
2026-05-08,7.7687,3.1506,4.618,37.7644,3.9707,0.6687,6.3013,0.9063,4.9633,0.0863
2026-05-07,13.0078,1.1668,11.841,37.7701,3.3276,0.9442,4.8401,0.9939,4.5808,0.2161
2026-05-06,12.8349,1.7286,11.1063,32.2385,3.1115,0.7068,3.2844,1.0804,3.2844,0.3025
2026-05-05,6.6984,2.8522,3.8462,39.8444,3.9758,0.3631,2.809,1.5557,3.1115,0.2161
2026-05-04,11.828,2.7097,9.1183,31.5269,4,0.4843,3.6129,1.3763,2.8817,0.3441
2026-04-30,3.8528,3.4199,0.4329,35.1948,3.8095,0.2886,1.6017,1.6883,1.6017,0.2165
2026-04-29,5.7118,3.0723,2.6395,36.6941,4.1973,0.3606,1.9472,1.601,2.2068,0.2596
2026-04-28,5.9663,2.594,3.3722,40.7263,3.7613,0.2969,2.7237,1.1241,3.4155,0.1729
2026-04-27,15.282,1.5497,13.7322,32.6733,3.5299,0.3237,2.6259,1.1192,3.3577,0.3444
2026-04-24,2.6851,7.7523,-5.0671,20.615,2.7718,0.2198,2.2087,2.6418,2.9017,0.3032
2026-04-23,6.0554,3.3304,2.7249,36.5917,4.9308,0.3222,3.6332,0.8651,4.4118,0.2163
2026-04-22,8.9965,2.0329,6.9637,42.2578,4.974,0.3375,3.763,0.692,5.2768,0.2163
2026-04-21,7.6125,2.3356,5.2768,39.7491,4.3685,0.3373,6.4879,0.6055,5.2768,0.2163
2026-04-20,5.5953,5.0582,0.5372,25.9624,1.0743,0.4459,5.9087,0.6714,6.4011,0.2686
2026-04-17,12.3926,0.6332,11.7594,36.635,0.9498,0.8653,10.6739,0.4523,10.8096,0.0905
2026-04-16,9.3623,1.2212,8.1411,31.7051,0.9498,0.7659,8.0959,0.5427,10.493,0.0905
2026-04-15,25.8137,0.8137,25,32.6854,1.1302,1.0656,17.179,0.4069,11.9349,0.0904
2026-04-13,6.7926,4.1386,2.6541,16.6892,0.5848,0.4035,11.471,0.4498,7.1075,0.1799
2026-04-10,17.232,0.5427,16.6893,35.8661,0.5427,0.5795,17.6391,0.1809,11.1262,0.1357
2026-04-09,7.4944,2.4379,5.0564,24.0632,0.4063,0.4052,15.9819,0.2257,7.5395,0.2257
2026-04-08,51.1743,0.8582,50.3162,18.112,0.3613,1.712,42.6378,0.271,10.1626,0.1807
2026-04-07,10.6546,1.3093,9.3454,32.5959,0.4515,0.2728,9.4357,0.5869,4.1535,0.2709
2026-04-06,16.1116,1.1701,14.9415,15.4365,0.36,0.3728,3.2853,1.3501,3.2853,0.495
2026-04-02,13.5111,1.8979,11.6132,8.1338,0.3163,0.2738,2.6661,1.6268,1.8075,0.4971
2026-04-01,64.5994,0.7243,63.8751,11.091,0.3169,0.6025,2.2635,2.5804,0.7696,0.9959
2026-03-30,2.2102,48.1281,-45.9179,9.9233,0.6315,3.7523,0.5864,34.2806,0.6766,16.9599
2026-03-27,2.0862,41.9955,-39.9093,12.2449,0.5442,5.6994,0.8163,11.8367,0.5896,4.8073
2026-03-25,14.3376,1.951,12.3866,16.9238,0.7713,2.3271,0.6806,5.7169,0.5445,1.0436
2026-03-24,17.7939,2.8143,14.9796,12.0744,0.4539,1.9427,1.0894,4.63,0.6355,1.6341
2026-03-23,0.9042,58.2731,-57.3689,8.3635,0.4069,2.0977,0.859,7.4141,0.4521,5.1537
2026-03-20,7.0423,2.3171,4.7251,27.0786,0.9541,0.8745,1.8174,2.7715,0.8632,0.9087
2026-03-19,1.6349,22.6612,-21.0263,26.2489,0.8629,0.4658,0.7266,5.8129,0.4995,1.0899
2026-03-18,20.9091,1.0455,19.8636,23.2273,1.2273,1.4366,1.0909,3.3636,1.1818,0.5455
2026-03-17,7.2306,2.8649,4.3656,34.1064,0.6367,0.9183,0.8186,6.9122,0.6367,1.9554
2026-03-16,3.3484,10.905,-7.5566,12.0814,0.6787,1.5862,0.9502,5.0226,0.5882,2.8507
2026-03-13,1.6364,26.8636,-25.2273,15.3182,0.7273,1.4204,1.1818,8.2727,0.7273,2.4545
2026-03-12,4.8681,4.1401,0.7279,22.748,0.7734,0.9167,1.5924,3.1847,1.0009,0.9554
2026-03-11,6.0937,3.7744,2.3192,23.1924,1.0005,0.8052,1.7735,1.9554,1.0005,1.2278
2026-03-10,18.5168,1.5014,17.0155,28.8444,0.9099,0.8643,1.2739,3.5032,0.7279,1.2739
2026-03-09,2.2212,22.6201,-20.3989,16.2285,0.816,0.8731,0.816,20.1723,0.8613,3.6265
2026-03-06,4.827,3.8251,1.0018,34.9271,0.5009,0.3815,0.7286,9.9271,0.4554,1.776
2026-03-05,8.9749,1.959,7.0159,25.6948,0.3189,0.6151,0.82,8.0182,0.5467,2.0957
2026-03-04,3.2787,20.0364,-16.7577,23.725,0.5009,1.0933,0.6831,12.3862,0.4098,3.8707
2026-03-02,1.7249,23.8765,-22.1516,13.3454,0.9986,1.3807,0.7717,8.9424,0.5447,2.1788
2026-02-27,3.4231,5.477,-2.0539,40.5751,6.8005,0.5273,0.9585,4.1534,0.7303,1.0497
2026-02-26,5.0205,2.0995,2.921,44.5915,7.5764,0.4087,1.1867,4.0164,1.0497,0.9128
2026-02-25,4.5205,3.8356,0.6849,41.0046,5.4338,0.3821,0.9589,5.5708,0.7306,1.4612
2026-02-24,1.8282,7.4954,-5.6673,38.8026,6.3528,0.3329,1.1426,4.2962,0.5484,1.4625
2026-02-23,3.7307,4.6861,-0.9554,37.0792,6.8244,0.3196,1.5014,2.1383,0.8644,0.9099
2026-02-20,3.6986,2.7397,0.9589,47.3973,6.758,0.2365,1.4612,3.6073,1.0046,0.7306
2026-02-19,2.7879,5.5759,-2.7879,31.17,6.5356,0.2512,1.0969,5.2102,1.0055,0.777
2026-02-18,4.9383,2.1491,2.7892,47.1879,4.8011,0.3139,1.2346,4.7554,1.2346,0.5487
2026-02-17,7.5938,2.1043,5.4895,40.8051,3.9799,0.3357,1.2809,6.0384,1.4181,0.5947
2026-02-16,3.6936,8.4359,-4.7424,36.8901,3.1464,0.3508,1.596,6.2472,1.14,1.0944
2026-02-13,2.7956,10.8158,-8.0202,33.0431,3.1164,0.4873,3.2081,2.2456,1.5124,1.0999
2026-02-12,4.4455,6.7369,-2.2915,39.8258,3.6664,0.5154,3.6664,1.604,2.7039,0.4583
2026-02-11,6.3245,4.6288,1.6957,37.0761,3.6205,0.6677,3.483,1.1916,3.2081,0.275
2026-02-10,9.5872,2.7064,6.8807,36.5138,3.2569,1.073,4.1743,0.9633,3.8991,0.1835
2026-02-09,23.2069,1.6903,21.5167,26.6332,2.0557,1.4072,8.9539,0.868,3.7917,0.2284
2026-02-06,4.7641,4.7641,0,37.0591,0.6413,0.3665,4.3518,1.2826,1.7865,0.4123
2026-02-05,4.7204,5.5912,-0.8708,34.8304,0.7791,0.3863,4.2163,1.5582,2.8873,0.2291
2026-02-04,14.3839,3.0234,11.3605,27.76,0.8246,0.9346,4.9931,1.0078,3.7563,0.229
2026-02-03,29.9588,1.0536,28.9052,11.1773,0.5955,2.487,3.2982,1.6949,3.344,0.4581
2026-02-02,4.6639,5.1669,-0.503,15.1349,1.5546,0.4046,2.1948,2.1033,0.6859,1.0059
2026-02-01,4.8993,12.1795,-7.2802,12.6374,1.3736,0.2338,2.5183,2.3352,0.7326,0.9615
2026-01-30,11.3303,3.945,7.3853,20.2752,1.6514,0.9258,1.789,2.7064,1.1927,0.9174
2026-01-29,6.7003,5.4612,1.2391,25.4704,2.1111,0.8211,2.7994,2.57,1.4686,1.285
2026-01-28,22.0743,1.698,20.3763,26.8013,1.7898,0.759,1.2391,3.0748,0.7802,1.2391
2026-01-27,5.9872,7.5411,-1.5539,18.6929,1.691,0.9792,0.4113,13.8483,0.457,3.0622
2026-01-23,2.7102,15.6638,-12.9536,19.0629,1.7455,0.5077,0.2297,17.1796,0.2756,3.537
2026-01-22,12.3049,2.1579,10.1469,29.9357,1.7906,0.519,0.2755,9.0909,0.3214,1.6529
2026-01-21,2.4793,12.3508,-9.8714,16.8503,1.7906,2.3793,0.5051,15.8402,0.2296,5.2801
2026-01-20,1.0565,28.3877,-27.3312,17.9605,2.9858,1.5595,0.8728,8.5898,0.4134,2.8939
2026-01-19,2.333,7.8225,-5.4895,41.1711,5.764,0.4522,1.0979,3.2937,0.7319,0.9149
2026-01-16,4.4639,3.8196,0.6443,41.4634,4.648,0.6007,0.9204,3.3594,0.7823,0.3221
2026-01-14,4.6019,1.9328,2.6691,48.8725,3.2674,0.3991,0.8283,6.3507,0.5062,0.4142
2026-01-13,4.4158,1.9319,2.4839,40.2024,2.5299,0.3835,0.552,6.0718,0.46,0.874
2026-01-12,3.1622,5.8662,-2.7039,24.0147,2.1998,1.2569,0.5041,7.2411,0.4125,1.2374
2026-01-09,1.1976,9.3966,-8.199,31.7826,3.6849,1,0.783,6.5408,0.5067,0.783
2026-01-08,1.1976,10.3639,-9.1663,31.4141,7.2778,0.9317,1.0594,2.4413,0.6909,0.5988
2026-01-07,4.9701,1.3806,3.5895,55.6834,12.2411,0.6283,1.8868,1.6107,1.4266,0.3221
2026-01-06,3.2214,2.8072,0.4142,52.1399,12.5633,0.6717,1.9788,0.9204,1.4726,0.2761
2026-01-05,4.3558,3.668,0.6878,46.4466,12.9298,0.8048,1.834,1.0087,1.4672,0.4127
2026-01-02,7.0968,1.2442,5.8525,52.5346,14.2396,0.7341,1.5207,1.106,1.3825,0.3226
2026-01-01,4.786,1.4266,3.3594,59.8711,14.5421,0.2271,1.3346,1.3806,0.9204,0.2761
2025-12-31,6.3594,1.5207,4.8387,49.9539,11.8433,0.669,1.4747,1.4286,1.106,0.3226
2025-12-30,4.2396,2.8111,1.4286,50.1382,12.4424,0.7198,1.5207,1.5668,0.9217,0.4147
2025-12-29,3.1207,4.5434,-1.4227,45.4337,14.1349,0.7124,1.9275,1.5603,1.2391,0.5048
2025-12-26,3.8728,2.3974,1.4753,53.2042,13.0014,0.4896,2.4435,0.7838,1.4753,0.2305
2025-12-24,4.0111,1.8442,2.1669,54.1263,11.1572,0.5561,2.0747,0.9682,1.1526,0.1844
2025-12-23,5.2098,1.7059,3.5039,55.4172,11.5722,0.5744,1.5214,1.0143,1.1987,0.2305
2025-12-22,9.0074,1.7004,7.307,50.0919,11.3051,0.744,1.3327,1.3327,1.1949,0.3217
2025-12-19,6.276,1.4767,4.7993,48.5002,11.9982,0.5065,1.246,1.1075,0.9229,0.323
2025-12-18,3.0485,2.8176,0.2309,50.3002,11.8707,0.3532,1.5242,1.6628,0.6928,0.4619
2025-12-17,2.2622,4.8015,-2.5392,51.5697,15.0046,0.3029,2.0314,1.4774,0.8772,0.4155
2025-12-16,2.634,2.8189,-0.1848,55.8688,14.2329,0.2915,1.8946,0.878,1.2015,0.3235
2025-12-15,5.576,1.9816,3.5945,53.0415,7.1889,0.3188,2.3041,0.8295,1.2903,0.2765
2025-12-12,6.4352,1.0648,5.3704,56.0185,5.8333,0.3267,1.0185,1.3426,0.6944,0.2778
2025-12-11,4.8589,1.4345,3.4243,49.4216,5.4604,0.2666,0.8792,1.851,0.6016,0.6016
2025-12-10,3.8408,2.5914,1.2494,36.0481,4.8126,0.3179,0.7867,3.1004,0.5553,0.7867
2025-12-09,8.9476,1.3445,7.6032,19.7497,4.6361,0.9794,0.7418,3.8016,0.51,0.649
2025-12-08,1.8493,18.6778,-16.8285,20.4808,6.981,0.8382,0.7859,8.8766,0.6472,1.8955
2025-12-05,3.1569,3.7604,-0.6035,50.1393,12.3491,0.2611,0.6964,3.8997,0.6964,0.7428
2025-12-04,2.4605,2.7391,-0.2786,54.8747,12.8134,0.2325,0.7428,2.6927,0.5571,0.65
2025-12-03,1.4856,3.714,-2.2284,48.9786,11.6527,0.2572,0.6964,2.182,0.2786,0.9749
2025-12-02,2.4152,2.8797,-0.4645,56.8974,15.8384,0.2412,1.4863,1.347,0.7896,0.5109
2025-12-01,3.7465,3.5153,0.2313,48.9362,15.1249,0.283,1.7114,1.1101,0.9251,0.6013
2025-11-28,4.4714,2.1891,2.2823,57.5687,13.3209,0.2634,1.0713,1.211,0.6986,0.2795
2025-11-27,3.8641,2.1415,1.7225,53.7244,10.8007,0.2219,0.7449,1.8622,0.5587,0.6052
2025-11-26,7.1728,1.0713,6.1015,49.9767,8.1975,0.2776,0.7452,2.0959,0.6055,0.5589
2025-11-25,5.1258,1.9571,3.1687,48.0429,8.1081,0.3085,0.6058,4.1007,0.466,0.9786
2025-11-24,2.6914,11.7401,-9.0487,32.8074,7.4246,0.6728,0.6032,7.1462,0.4176,1.5777
2025-11-21,2.5198,4.5264,-2.0065,49.2767,11.0126,0.2952,0.7933,3.3598,0.6533,0.8399
2025-11-20,3.4064,1.9132,1.4932,52.1232,13.2058,0.3692,1.3066,2.8931,0.9333,0.42
2025-11-19,3.5481,3.4547,0.0934,52.0542,11.6246,0.432,1.634,3.6415,1.0738,0.747
2025-11-18,2.6156,3.6432,-1.0276,50.3036,12.3307,0.4614,2.0084,2.3821,0.9809,0.6539
2025-11-17,6.5551,3.9981,2.557,47.9777,11.576,0.7616,2.1385,2.278,1.4412,0.6974
2025-11-14,5.1426,3.1791,1.9635,50.3506,10.0514,0.5146,1.5895,2.7583,1.1688,0.5143
2025-11-13,4.3539,4.073,0.2809,45.5056,8.0524,0.7532,1.5449,2.9963,0.9831,0.515
2025-11-12,6.9321,2.2014,4.7307,47.6347,6.3232,0.7505,0.8431,3.9344,0.8899,0.4684
2025-11-11,4.5923,4.1706,0.4217,44.8454,4.5923,0.6305,1.1715,5.6701,0.9372,1.0778
2025-11-10,5.1724,6.6636,-1.4911,39.562,4.4268,0.7017,1.4445,5.2656,1.165,1.0252
2025-11-07,4.9719,3.7054,1.2664,39.9625,4.5028,0.6712,1.3133,3.2364,1.2195,0.7505
2025-11-06,2.7687,11.1215,-8.3529,32.8015,7.5082,0.9111,1.4078,3.2848,0.9855,0.7039
2025-11-04,2.9094,2.7687,0.1408,51.0089,15.5795,0.5977,1.7832,1.6424,1.4547,0.2816
2025-11-03,6.676,3.0812,3.5948,51.5873,16.9001,0.7392,1.8674,1.7274,1.8207,0.5135
2025-10-31,3.6689,2.2578,1.4111,53.9981,18.6736,0.5077,1.8344,1.4581,1.1759,0.2822
2025-10-30,3.5278,1.8344,1.6933,61.0536,19.4262,0.5,1.5992,1.4111,1.3641,0.2822
2025-10-29,4.9859,2.0696,2.9163,53.6218,15.5221,0.8133,1.6463,1.6463,1.3641,0.1411
2025-10-28,4.3172,2.3932,1.924,57.0155,17.5035,0.6405,1.6893,0.8916,0.9385,0.2346
2025-10-27,5.413,3.0331,2.3798,54.5964,16.1456,0.6624,2.6598,1.1666,1.7732,0.3266
2025-10-24,3.2379,2.3932,0.8447,57.9071,16.8466,0.4015,1.924,0.7977,1.5955,0.1877
2025-10-23,5.6338,3.2864,2.3474,47.0892,15.7746,0.8795,2.2535,0.5634,1.831,0.0939
2025-10-21,4.6544,0.2821,4.3724,63.0465,16.173,0.03,2.4918,0.5172,1.6455,0.094
2025-10-20,6.7725,2.3821,4.3905,50.2569,12.8912,0.4039,1.7282,1.6815,1.4479,0.1868
2025-10-17,3.2425,3.6654,-0.4229,48.7312,12.9229,0.4392,1.3628,2.3496,1.0808,0.4229
2025-10-16,5.6861,1.6447,4.0414,53.4774,12.265,0.4256,1.5977,1.7387,1.3628,0.3289
2025-10-15,6.394,2.2097,4.1843,51.622,12.6469,0.4199,1.5045,2.5388,1.1754,0.4231
2025-10-14,2.54,5.9737,-3.4337,39.4167,12.0414,0.4416,1.27,3.0574,0.9878,0.7056
2025-10-13,2.9053,3.8894,-0.9841,55.1546,14.9953,0.2984,1.9213,1.687,1.5933,0.4686
2025-10-10,5.752,1.6973,4.0547,54.1254,13.2013,0.41,1.9802,1.0372,1.2258,0.2357
2025-10-09,5.5111,3.2972,2.2138,54.2157,11.6816,0.32,2.6378,1.366,1.7899,0.3768
2025-10-08,4.8516,2.1196,2.732,49.788,10.1272,0.3899,3.2501,0.8479,1.9783,0.1884
2025-10-07,4.6676,2.8289,1.8388,51.7209,10.9382,0.3939,2.1688,0.6129,1.4616,0.2829
2025-10-06,5.2681,3.0103,2.2578,43.8852,8.1373,0.4303,2.2107,1.223,1.6463,0.3293
2025-10-03,8.5026,1.0864,7.4162,48.7955,7.3217,0.4864,1.6533,1.3699,1.5588,0.0945
2025-10-01,9.0823,0.7096,8.3728,47.0672,4.7777,0.3127,1.0407,2.0341,1.088,0.3784
2025-09-30,3.2732,2.7514,0.5218,44.7343,3.7951,0.349,0.8065,5.4554,0.7116,0.6641
2025-09-29,4.1588,4.8677,-0.7089,34.6408,2.552,0.5997,1.1815,6.0964,0.9924,0.7089
2025-09-26,1.3803,11.1376,-9.7573,31.128,3.1414,0.5641,1.3327,5.7116,0.8091,0.476
2025-09-25,2.8599,3.7655,-0.9056,48.999,8.5319,0.4098,1.8112,2.4309,1.4776,0.143
2025-09-24,3.5272,3.0029,0.5243,50.3337,10.5815,0.4444,1.8589,1.3346,1.7159,0.143
2025-09-23,4.9618,2.1469,2.8149,53.2443,13.5019,0.5268,1.9561,1.2405,1.8607,0.0954
2025-09-22,4.8885,3.5596,1.3289,46.8439,15.3773,0.7405,2.6103,0.9018,2.0883,0.1424
2025-09-19,5.1551,1.8138,3.3413,55.7995,17.9952,1.0482,2.3866,0.6205,1.6229,0.2864
2025-09-18,4.2005,1.6706,2.5298,54.2721,17.9475,0.7146,2.7685,0.5728,1.957,0.1432
2025-09-17,5.3512,1.5767,3.7745,57.1906,17.5824,0.8812,2.7711,0.5256,2.1022,0.1911
2025-09-16,6.0316,0.9574,5.0742,57.0129,17.4246,0.7442,2.4414,0.8617,2.3935,0.1436
