Date,Breakouts,Breakdowns,Up close %,Down close %,New 52-wk high,New 52-wk low,Net nh-nl,15% 52wh,15% 52wl,Net 15% h-l,30% 52wh,30% 52 wl,Net 30% h-l
2026-07-21,13.5158,6.1591,42.0886,33.3333,2.438,0.8982,1.5398,24.5081,16.3815,8.1266,51.7536,39.8631,11.8905
2026-07-20,13.5043,8.8034,40.5063,30.0971,2.0085,0.9402,1.0684,24.2735,16.3675,7.906,51.8376,39.5726,12.265
2026-07-17,7.4486,13.4418,31.6092,33.758,0.899,1.0274,-0.1284,23.0736,15.7106,7.363,52.0548,39.8545,12.2003
2026-07-16,12.5641,7.6068,30.9524,34.2697,2.094,0.5128,1.5812,24.0598,15.2564,8.8034,52.3077,38.9316,13.3761
2026-07-15,15.0193,7.2743,34.7578,31.1765,2.3962,0.6846,1.7116,24.3902,15.062,9.3282,52.7172,38.5965,14.1207
2026-07-14,9.9786,11.349,29.1845,32.4528,2.1842,0.6852,1.4989,24.0257,15.5032,8.5225,52.4197,39.1435,13.2762
2026-07-13,17.484,8.6141,42.6829,22.7723,3.2836,0.4691,2.8145,24.9893,14.4989,10.4904,53.0917,36.9296,16.162
2026-07-10,20.9601,4.9293,39.0593,25.2174,3.0433,0.3858,2.6575,24.3892,14.4021,9.9871,52.7647,38.2769,14.4878
2026-07-09,26.7352,4.4559,39.2628,27.8846,2.1422,0.7284,1.4139,23.2648,16.1097,7.1551,50.8569,40.3171,10.5398
2026-07-08,11.1969,30.7593,17.2414,42.5384,1.9305,1.0296,0.9009,21.1926,17.3745,3.8181,49.2492,42.6426,6.6066
2026-07-07,9.3133,12.2318,30.4147,39.6491,2.4464,0.3863,2.0601,23.3906,13.7768,9.6137,51.9742,38.2403,13.7339
2026-07-06,15.621,10.414,37.4317,30.7377,4.0546,0.3841,3.6705,24.9253,13.4443,11.481,52.7529,37.388,15.3649
2026-07-03,15.3582,8.2368,34.3575,38.5417,3.9468,0.3432,3.6036,24.8391,12.6984,12.1407,52.6384,37.1943,15.444
2026-07-02,18.7634,6.1829,43.0206,32.6389,3.2632,0.4723,2.7909,24.9034,13.2246,11.6788,52.2542,37.2263,15.0279
2026-07-01,18.5997,7.4313,37.4134,39.3064,3.4364,0.8591,2.5773,24.5704,14.39,10.1804,51.3746,38.8316,12.543
2026-06-30,18.9143,7.3244,39.4077,32.9412,3.533,1.1633,2.3697,23.5243,15.3382,8.1861,51.1848,39.6812,11.5037
2026-06-29,13.1906,16.3169,37.3377,39.6325,2.3983,1.2848,1.1135,22.6552,15.546,7.1092,50.621,40.5996,10.0214
2026-06-25,11.9776,13.0116,30.5755,40.7285,2.2835,0.4308,1.8526,23.9552,13.7441,10.2111,51.5295,38.604,12.9255
2026-06-24,14.3534,9.0517,36.9369,34.7619,2.3707,0.6034,1.7672,24.569,12.8017,11.7672,52.1121,37.4569,14.6552
2026-06-23,13.2816,12.5485,28.5714,36.0825,3.1048,0.345,2.7598,24.1483,13.0229,11.1255,51.7896,38.2061,13.5834
2026-06-22,23.5974,6.6381,44.4646,32.2581,3.8972,0.257,3.6403,25.5246,11.6916,13.833,52.4625,36.0171,16.4454
2026-06-19,17.528,8.1826,45.9459,22.1053,3.4453,0.3015,3.1438,24.3325,12.2739,12.0586,50.9475,37.8122,13.1352
2026-06-18,17.7864,5.9862,43.8257,30.2158,3.7468,0.1292,3.6176,23.5573,12.1878,11.3695,50.6029,38.0706,12.5323
2026-06-17,17.5,6.5948,43.8424,29.4118,2.4138,0.3879,2.0259,22.6293,12.7155,9.9138,50.1724,39.181,10.9914
2026-06-16,17.7003,6.8906,41.8491,29.375,2.3686,0.3015,2.0672,21.4901,13.6951,7.795,49.0525,39.6641,9.3885
2026-06-15,43.3476,5.3219,32.1782,33.0645,3.3906,0.2146,3.176,21.03,14.4635,6.5665,48.6266,41.073,7.5536
2026-06-12,38.3254,4.3591,53.9414,21.7822,1.5969,0.4748,1.1221,19.5511,17.7385,1.8127,46.6983,44.6698,2.0285
2026-06-11,10.5445,17.9775,27.459,37.9808,1.0372,1.9015,-0.8643,16.6811,22.0398,-5.3587,43.3016,48.9628,-5.6612
2026-06-10,14.3782,15.3713,25.5255,45.5056,2.1589,0.9067,1.2522,18.0915,19.5596,-1.468,44.7755,46.7617,-1.9862
2026-06-09,25.6587,6.7387,45.9596,33.3333,1.8575,0.9503,0.9071,19.3952,17.4514,1.9438,45.9611,44.1469,1.8143
2026-06-08,11.4126,26.8734,27.9245,42.3077,2.2394,1.4643,0.7752,17.8725,19.509,-1.6365,43.9276,46.3824,-2.4548
2026-06-05,16.4295,8.84,38.3202,36.0976,2.8029,0.6468,2.1561,19.9224,16.5589,3.3635,46.0975,42.8202,3.2773
2026-06-04,20.3273,7.5366,40.0424,29.7143,2.8854,0.8613,2.0241,19.1645,16.236,2.9285,46.2532,43.497,2.7562
