Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-23 15:29,HAL,321012,largecap,aerospace & defence,engineering,0.75,432866
2026-09-23 15:29,MOTHERSON,170739.218,largecap,auto,auto ancillaries,1.6258,7287266
2026-09-23 15:29,BAJAJHLDNG,124481.7909,largecap,financials,finance & investments,2.3603,23489
2026-09-23 15:29,INDHOTEL,104800.1977,largecap,services,hotels,1.0119,1295095
2026-09-23 15:29,NAUKRI,84554.0462,largecap,i.t,miscellaneous,-0.5368,1549637
2026-09-23 15:29,WOCKPHARMA,35511.0386,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,6.6029,3834525
2026-09-23 15:29,IKS,32070.4549,largecap,i.t,computers - software - medium / small,3.67,1011998
2026-09-23 15:29,LICHSGFIN,31078.5595,largecap,financials,finance - housing,1.3274,3008551
2026-09-23 15:29,IIFL,26265.9446,largecap,financials,finance & investments,2.5504,3608407
2026-09-23 15:29,BELRISE,23670.0761,largecap,auto,auto ancillaries,2.0593,2848133
2026-09-23 15:29,CARBORUNIV,23074.4779,largecap,industrials,abrasives and grinding wheels,4.392,597871
2026-09-23 15:29,ANANTRAJ,21956.0915,largecap,realty,construction,3.5568,3329387
2026-09-23 15:29,SAGILITY,21351.5389,largecap,i.t,computers - software - medium / small,0.8332,5919241
2026-09-23 15:29,CAPLIPOINT,21110.7283,largecap,healthcare,pharmaceuticals - indian - formulations,0.5941,64325
2026-09-23 15:29,SHRIPISTON,20932.2691,largecap,auto,auto ancillaries,-0.5053,22138
2026-09-23 15:29,INOXINDIA,19366.208,midcap,industrials,packaging,1.6497,144053
2026-09-23 15:29,CHALET,19103.9527,midcap,services,hotels,1.3412,188427
2026-09-23 15:29,SHADOWFAX,16560.8202,midcap,transportation,couriers,0.9539,5096655
2026-09-23 15:29,USHAMART,16190.943,midcap,metals & mining,steel - medium / small,0.7058,1681147
2026-09-23 15:29,PCBL,13682.6621,midcap,chemicals,chemicals,-0.6614,1432331
2026-09-23 15:29,METROPOLIS,12282.3458,midcap,healthcare,healthcare,-1.1648,218722
2026-09-23 15:29,HCG,10646.7401,midcap,healthcare,healthcare,-0.0561,81683
2026-09-23 15:29,ICIL,8890.6593,midcap,textiles,textiles - cotton/blended,6.1595,1924680
2026-09-23 15:29,SUPRIYA,7558.1397,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,6.5808,1007970
2026-09-23 15:29,AGI,5471.4575,midcap,industrials,packaging,-1.0051,188739
2026-09-23 15:29,VADILALIND,5461.3132,midcap,fmcg,food - processing - indian,-1.3951,12252
2026-09-23 15:29,NORTHARC,5105.3349,midcap,financials,finance & investments,-0.6648,587471
2026-09-23 15:29,VRLLOG,5103.7867,midcap,transportation,miscellaneous,0,69734
2026-09-23 15:29,JUNIPER,4957.3531,smallcap,services,hotels,-0.4623,82050
2026-09-23 15:29,LXCHEM,4934.6431,smallcap,chemicals,chemicals,5.8592,3615692
2026-09-23 15:29,TEXRAIL,4849.8257,smallcap,industrials,engineering,4.656,6899587
2026-09-23 15:29,HARSHA,4234.4613,smallcap,industrials,engineering,-0.129,97147
2026-09-23 15:29,SANATHAN,3977.9633,smallcap,textiles,textiles - cotton/blended,7.4369,484976
2026-09-23 15:29,KOLTEPATIL,3862.4615,smallcap,realty,construction,1.0332,47783
2026-09-23 15:29,JASH,3695.2528,smallcap,industrials,engineering,0.7183,492872
2026-09-23 15:29,STEELCAS,3543.518,smallcap,industrials,castings & forgings,2.7274,268681
2026-09-23 15:29,DPABHUSHAN,3354.3346,smallcap,consumer discretionary,diamond cutting / jewellery,-0.9187,23394
2026-09-23 15:29,JUBLCPL,3180.6598,smallcap,chemicals,chemicals,4.9211,24809
2026-09-23 15:29,BUILDPRO,3178.6017,smallcap,services,trading,-1.4114,27400
2026-09-23 15:29,BOROLTD,3151.9711,smallcap,building materials,glass & glass products,1.4911,128862
2026-09-23 15:29,HIKAL,2798.927,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,2.3921,1322731
2026-09-23 15:29,SUNDROP,2798.4259,smallcap,fmcg,food - processing - indian,0.2627,36238
2026-09-23 15:29,JAYKAY,2468.9399,smallcap,aerospace & defence,engineering,12.2744,9950063
2026-09-23 15:29,PENIND,2349.9537,smallcap,metals & mining,steel - medium / small,5.2659,1703156
