Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-23 15:29,ULTRACEMCO,11155,324147.0881,largecap,building materials,cement - north india,1.4091,218031
2026-09-23 15:29,JKCEMENT,5085,39437.7153,largecap,building materials,cement - north india,-0.3723,61858
2026-09-23 15:29,VSTTILLERS,4425,3725.3567,smallcap,auto,automobiles - tractors,2.7779,8792
2026-09-23 15:29,DMART,3834.8,246353.3055,largecap,consumer discretionary,trading,1.5303,426919
2026-09-23 15:29,HDFCAMC,2448.3,104162.7407,largecap,financials,finance & investments,0.7531,266881
2026-09-23 15:29,GODFRYPHLP,2003,30728.4067,largecap,fmcg,cigarettes,1.6751,144961
2026-09-23 15:29,COLPAL,1886.7,50834.115,largecap,fmcg,personal care - multinational,0.947,271591
2026-09-23 15:29,SBILIFE,1760,176199.135,largecap,financials,finance & investments,0.2107,513341
2026-09-23 15:29,INTERARCH,1693.1,2853.8985,smallcap,metals & mining,steel - medium / small,-0.4995,51512
2026-09-23 15:29,COCHINSHIP,1370,36539.2895,largecap,aerospace & defence,miscellaneous,-1.3608,402906
2026-09-23 15:29,DHANUKA,982.65,4308.0492,smallcap,chemicals,pesticides / agrochemicals - indian,1.6815,30647
2026-09-23 15:29,MALLCOM,975.35,593.8608,smallcap,textiles,textiles - products,2.485,3973
2026-09-23 15:29,UTIAMC,909.95,11823.6885,midcap,financials,finance & investments,-1.087,46356
2026-09-23 15:29,ISGEC,867.85,6181.9936,midcap,realty,engineering - turnkey services,3.2233,91136
2026-09-23 15:29,WHIRLPOOL,865.25,9148.0933,midcap,consumer discretionary,domestic appliances,19.9986,10753329
2026-09-23 15:29,WAAREERTL,848,8524.5295,midcap,power & utilities,engineering - turnkey services,3.8007,453569
2026-09-23 15:29,FACT,796.7,51665.4618,largecap,chemicals,fertilizers,-0.2192,133669
2026-09-23 15:29,ALLDIGI,780.25,1195.5991,smallcap,i.t,computers - software - medium / small,-0.5544,3923
2026-09-23 15:29,PROTEAN,636.2,2521.1544,smallcap,i.t,computers - software - medium / small,2.5054,1881519
2026-09-23 15:29,CAPILLARY,545.55,4347.9122,smallcap,i.t,computers - software - medium / small,-0.2833,607870
2026-09-23 15:29,AMRUTANJAN,510.05,1445.6761,smallcap,healthcare,pharmaceuticals - indian - formulations,1.9998,34784
2026-09-23 15:29,TCIEXP,505.6,1867.7392,smallcap,transportation,miscellaneous,4.0008,22609
2026-09-23 15:29,SUNTV,490.2,19314.0872,midcap,media,entertainment / electronic media software,0.0204,1771617
2026-09-23 15:29,TRANSRAILL,488.9,6406.0262,midcap,realty,engineering - turnkey services,2.4625,10396978
2026-09-23 15:29,ROUTE,473.25,2923.028,smallcap,i.t,computers - software - medium / small,2.0045,1039348
2026-09-23 15:29,ROSSARI,454.8,2449.6942,smallcap,chemicals,chemicals,2.8378,128013
2026-09-23 15:29,EMAMILTD,391.45,17023.5,midcap,fmcg,personal care - indian,0.3718,4467324
2026-09-23 15:29,INDUSTOWER,384.8,100804.1989,largecap,telecom,transmisson line towers / equipment,0.7066,4979379
2026-09-23 15:29,INDRAMEDCO,374.6,3308.9369,smallcap,healthcare,healthcare,3.7817,272880
2026-09-23 15:29,REPCOHOME,355.85,2235.0047,smallcap,financials,finance - housing,-0.3919,47082
2026-09-23 15:29,CSBBANK,336.4,5810.9078,midcap,bank,banks - private sector,0.4329,447626
2026-09-23 15:29,MEDIASSIST,334.6,2454.7025,smallcap,miscellaneous,miscellaneous,1.8259,516290
2026-09-23 15:29,ROHLTD,309.75,839.2116,smallcap,services,hotels,1.2255,25196
2026-09-23 15:29,GOPAL,262.45,3220.7673,smallcap,fmcg,food - processing - indian,1.587,345990
2026-09-23 15:29,BGRENERGY,260.6,1959.6193,smallcap,realty,engineering - turnkey services,-4.0359,54104
2026-09-23 15:29,KEYFINSERV,244.05,133.6271,smallcap,financials,finance & investments,1.6663,497
2026-09-23 15:29,ARIHANTSUP,239.95,1015.9423,smallcap,realty,construction,2.1499,9298
2026-09-23 15:29,JIOFIN,232.15,152334.4772,largecap,financials,finance & investments,0.6285,6949246
2026-09-23 15:29,SURAJEST,220.41,1036.6825,smallcap,realty,construction,1.5714,208291
2026-09-23 15:29,RVNL,211.77,44025.1994,largecap,realty,construction,0.2936,2894169
2026-09-23 15:29,VSTIND,208.8,3493.8734,smallcap,fmcg,cigarettes,1.512,162276
2026-09-23 15:29,CHEMPLASTS,199.4,3141.1629,smallcap,chemicals,chemicals,0.3674,804982
2026-09-23 15:29,HUDCO,177.92,34512.756,largecap,financials,finance - term-lending institutions,3.2019,2918388
2026-09-23 15:29,HERANBA,171.49,666.1042,smallcap,chemicals,pesticides / agrochemicals - indian,3.0156,23980
2026-09-23 15:29,PACEDIGITK,169.39,3620.6902,smallcap,telecom,engineering - turnkey services,0.9837,1797594
2026-09-23 15:29,BLAL,165.33,683.9693,smallcap,realty,construction,0.6637,11378
2026-09-23 15:29,DPWIRES,161.94,239.0633,smallcap,metals & mining,steel - medium / small,4.999,16771
2026-09-23 15:29,PTC,157.08,4606.7775,smallcap,power & utilities,trading,0.9317,724814
2026-09-23 15:29,GSFC,155.34,6064.4295,midcap,chemicals,fertilizers,2.0698,1011816
2026-09-23 15:29,GEMAROMA,154.94,802.9893,smallcap,chemicals,chemicals,0.7937,54609
2026-09-23 15:29,EUROBOND,152.22,375.095,smallcap,metals & mining,aluminium and aluminium products,-0.5748,8543
2026-09-23 15:29,SCHAND,137.86,471.7656,smallcap,miscellaneous,printing & stationery,3.0729,58188
2026-09-23 15:29,SHREYANIND,129.1,176.0003,smallcap,building materials,paper,1.406,15638
2026-09-23 15:29,VHLTD,126.49,968.8347,smallcap,services,hotels,0.2457,53448
2026-09-23 15:29,CANBK,126,111478.304,largecap,bank,banks - public sector,2.5224,15597011
2026-09-23 15:29,RACE,122.91,207.0519,smallcap,services,trading,2.4421,685875
2026-09-23 15:29,PRECAM,122.11,1129.0966,smallcap,auto,auto ancillaries,2.7257,1402615
2026-09-23 15:29,PRAKASH,119.79,2133.2229,smallcap,metals & mining,steel - medium / small,0.5625,429269
2026-09-23 15:29,JSWCEMENT,118.18,15910.4688,midcap,building materials,cement - north india,1.2682,2422590
2026-09-23 15:29,GANGESSECU,115.63,115.0824,smallcap,financials,finance & investments,0.5129,344
2026-09-23 15:29,EKC,113.66,1131.1656,smallcap,industrials,packaging,12.7468,23855254
2026-09-23 15:29,ASHOKA,112.8,3142.9771,smallcap,realty,engineering - turnkey services,0.7503,424088
2026-09-23 15:29,LEMONTREE,107.92,8517.4417,midcap,services,hotels,0.3814,1411299
2026-09-23 15:29,VMM,106,48648.3323,largecap,consumer discretionary,trading,1.8937,19978362
2026-09-23 15:29,DBREALTY,101.48,5242.3613,midcap,realty,construction,4.9974,1033102
2026-09-23 15:29,GMRP&UI,98.13,7439.973,midcap,realty,engineering - turnkey services,3.0128,3658751
2026-09-23 15:29,AAATECH,93.56,120.2256,smallcap,i.t,computers - software - medium / small,-0.1814,116561
2026-09-23 15:29,NAVKARCORP,87.94,1345.3404,smallcap,transportation,miscellaneous,-1.6111,2483269
2026-09-23 15:29,PALASHSECU,85.69,86.7269,smallcap,financials,finance & investments,-1.1649,2003
2026-09-23 15:29,INTENTECH,83.69,192.2012,smallcap,i.t,computers - software - medium / small,2.8765,26912
2026-09-23 15:29,INDOUS,78.1,158.3907,smallcap,fmcg,miscellaneous,-1.1267,3148
2026-09-23 15:29,SHRIRAMPPS,72.69,1212.1581,smallcap,realty,construction,2.337,285463
2026-09-23 15:29,KOTHARIPRO,69.64,380.0318,smallcap,services,trading,9.3765,132714
2026-09-23 15:29,TOUCHWOOD,61.85,68.338,smallcap,media,miscellaneous,0.2919,245
2026-09-23 15:29,ALPA,60.39,129.1051,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-1.5808,64455
2026-09-23 15:29,FOCUS,60.1,404.4674,smallcap,industrials,electric equipment,0.2168,35641
2026-09-23 15:29,DELTAMAGNT,56.57,59.6812,smallcap,textiles,textiles - products,2.8545,695
2026-09-23 15:29,MONEYBOXX,54.96,400.7048,smallcap,financials,finance & investments,-4.2509,70488
2026-09-23 15:29,ORICONENT,53.84,876.0122,smallcap,services,trading,-3.4779,37842
2026-09-23 15:29,SNOWMAN,35.18,582.3017,smallcap,transportation,miscellaneous,0.9469,154134
2026-09-23 15:29,DEVX,35,331.7796,smallcap,co-working,miscellaneous,-0.1711,56997
2026-09-23 15:29,VISACHROME,34.81,483.438,smallcap,metals & mining,mining / minerals / metals,4.9759,15590
2026-09-23 15:29,MICEL,34.71,1013.7026,smallcap,consumer discretionary,electronics - components,1.9982,30107
2026-09-23 15:29,VASCONEQ,32.99,728.4557,smallcap,realty,construction,4.93,942948
2026-09-23 15:29,GSLSU,32.43,131.0022,smallcap,consumer discretionary,miscellaneous,4.9175,82751
2026-09-23 15:29,BALAJEE,25.68,205.477,smallcap,industrials,packaging,1.9452,26960
2026-09-23 15:29,SBGLP,24.31,404.754,smallcap,realty,construction,4.156,1163972
