Date,Symbol,Changeinpercentage
2026-09-23 15:29,VHLTD-RE1,38.7755
2026-09-23 15:29,CUBEXTUB,20
2026-09-23 15:29,WHIRLPOOL,19.9986
2026-09-23 15:29,FRONTSP,19.9966
2026-09-23 15:29,PREMIERPOL,19.3779
2026-09-23 15:29,PRIORITY,17.83
2026-09-23 15:29,OPTIEMUS,16.85
2026-09-23 15:29,MANUGRAPH,16.3205
2026-09-23 15:29,MANINDS,16.096
2026-09-23 15:29,SVGLOBAL,15.3282
2026-09-23 15:29,KSHITIJ-RE,14.2857
2026-09-23 15:29,SUBEXLTD,13.9907
2026-09-23 15:29,RAYMONDREL,13.9016
2026-09-23 15:29,EKC,12.7468
2026-09-23 15:29,JAYKAY,12.2744
2026-09-23 15:29,NAGREEKEXP,11.7728
2026-09-23 15:29,SHANTIGOLD,11.6377
2026-09-23 15:29,ADROITINFO,11.175
2026-09-23 15:29,DELTACORP,11.1381
2026-09-23 15:29,MUKANDLTD,11.1025
2026-09-23 15:29,ELECON,10.95
2026-09-23 15:29,OLAELEC,10.8258
2026-09-23 15:29,UNIDT,10.7429
2026-09-23 15:29,ADVANCE,10.3847
2026-09-23 15:29,DUCON-RE1,10.2564
2026-09-23 15:29,RPGLIFE,10.1387
2026-09-23 15:29,GALAPREC,10.0378
2026-09-23 15:29,SUNFLAG,9.9986
2026-09-23 15:29,DCMSIL,9.9972
2026-09-23 15:29,OMAXAUTO,9.9969
2026-09-23 15:29,KABRAEXTRU,9.9962
2026-09-23 15:29,AASTHA,9.9853
2026-09-23 15:29,SRGHFL,9.9826
2026-09-23 15:29,ATALREAL,9.8699
2026-09-23 15:29,SAKUMA,9.8684
2026-09-23 15:29,DUCON,9.589
2026-09-23 15:29,KOTHARIPRO,9.3765
2026-09-23 15:29,ALUFLUOR,9.1325
2026-09-23 15:29,RADAAN,9.0592
2026-09-23 15:29,PGIL,8.8627
2026-09-23 15:29,KROSS,8.7573
2026-09-23 15:29,WEWIN,8.7442
2026-09-23 15:29,RGL,8.7384
