Date,Symbol,% change,Ltp
2026-09-23 15:29,NIFTYMETAL,2.4018,13302.3496
2026-09-23 15:29,NIFTYFMCG,1.3176,46259.3516
2026-09-23 15:29,NIFTYMICROCAP250,1.2937,26794.0996
2026-09-23 15:29,NIFTYPSUBANK,1.1383,8365.4502
2026-09-23 15:29,CNXREALTY,1.1027,871
2026-09-23 15:29,NIFTYCOMMODITIES,1.0174,9646.5
2026-09-23 15:29,NIFTYSMALLCAP50,0.9859,10002.5
2026-09-23 15:29,CNXPHARMA,0.9012,27152.0996
2026-09-23 15:29,CNXSMALLCAP,0.8885,19991.5
2026-09-23 15:29,NIFTYHEALTHCARE,0.8861,16868.1504
2026-09-23 15:29,NIFTYSMALLCAP250,0.8258,18411.4004
2026-09-23 15:29,CNXINFRA,0.8231,9095.0498
2026-09-23 15:29,NIFTYMIDSMALLCAP400,0.6924,21304.8008
2026-09-23 15:29,NIFTYTOTALMKT,0.6496,12983.4502
2026-09-23 15:29,NIFTYMIDCAP150,0.6216,22928.8496
2026-09-23 15:29,NIFTY500,0.6181,22935.0996
2026-09-23 15:29,NIFTY200,0.6064,13695.9502
2026-09-23 15:29,NIFTYLARGEMID250,0.6024,16432.75
2026-09-23 15:29,BANKNIFTY,0.593,56548.8984
2026-09-23 15:29,NIFTY100,0.5824,24612.25
2026-09-23 15:29,NIFTYFINSERVICE,0.5779,25564.8496
2026-09-23 15:29,NIFTYMIDCAP50,0.5652,17979.6504
2026-09-23 15:29,NIFTYCONSUMPTION,0.5123,11546.0498
2026-09-23 15:29,NIFTY,0.505,23446.8008
2026-09-23 15:29,NIFTYOILANDGAS,0.4225,11005.2002
2026-09-23 15:29,NIFTYPVTBANK,0.2835,27363.3496
2026-09-23 15:29,NIFTYAUTO,0.263,27157.5508
2026-09-23 15:29,NIFTYMIDSELECT,0.1922,14572.25
2026-09-23 15:29,CNXENERGY,0.0868,37759.75
2026-09-23 15:29,NIFTYCHEMICALS,-0.0116,29427.1992
2026-09-23 15:29,NIFTYINDDEFENCE,-0.1082,9461.2998
2026-09-23 15:29,NIFTYMEDIA,-0.4985,1566.85
2026-09-23 15:29,CNXIT,-0.8678,28334.0508
2026-09-23 15:29,INDIAVIX,-5.9091,10.35
2026-09-23 15:29,NIFTYHOUSING,1.7e+308,11061.2002
