Date,Symbol,Column1,Std deviation,Annual std dev,Roc
2026-09-23 15:29,BOSCHLTD,76033.2923,1.584,28.526,25.7012
2026-09-23 15:29,NIFTYMIDSMLHLTH,67930.1176,0.8156,14.3908,23.2521
2026-09-23 15:29,NEULANDLAB,58507.1843,2.1994,39.633,61.0339
2026-09-23 15:29,POWERINDIA,54153.5651,2.7148,44.9038,63.0122
2026-09-23 15:29,APARINDS,51877.5277,2.9646,46.8754,113.815
2026-09-23 15:29,NIFTYSML250MQ100,43088.1164,0.916,17.8559,10.2151
2026-09-23 15:29,SOLARINDS,41471.0135,2.4779,35.6757,43.3241
2026-09-23 15:29,NIFTYALPHA50,35174.7003,1.005,19.0663,13.4712
2026-09-23 15:29,CNXPHARMA,30743.2445,0.7787,13.7807,26.2466
2026-09-23 15:29,NIFTYMICROCAP250,30306.022,1.003,19.753,15.6433
2026-09-23 15:29,NIFTYMS400MQ100,26656.9298,0.8454,17.1885,9.3469
2026-09-23 15:29,OFSS,26109.3116,2.1503,34.5437,27.4105
2026-09-23 15:29,PTCIL,24627.0966,2.7392,37.0234,46.5998
2026-09-23 15:29,PAGEIND,23628.6169,1.7209,24.5327,-9.4568
2026-09-23 15:29,NIFTYEES,23597.5477,1.6253,39.3689,55.5137
2026-09-23 15:29,MTARTECH,22946.4259,4.3163,61.6637,287.7861
2026-09-23 15:29,CNXNIFTYJUNIOR,22547.3345,0.8887,16.8779,7.9194
2026-09-23 15:29,DIVISLAB,21430.1013,1.5975,24.28,69.1537
2026-09-23 15:29,KOVAI,21392.8908,1.5526,116.1957,223.3434
2026-09-23 15:29,CRAFTSMAN,19690.5141,2.226,36.1211,60.8378
2026-09-23 15:29,DYNAMATECH,19315.309,2.5838,45.8972,81.3339
2026-09-23 15:29,CNXSMALLCAP,18348.4559,0.9268,17.9922,13.841
2026-09-23 15:29,CNXMIDCAP,18347.5232,0.8004,16.3304,10.6741
2026-09-23 15:29,HONAUT,17985.0365,2.3433,30.8137,-5.0554
2026-09-23 15:29,VOLTAMP,17637.7393,2.9721,40.4129,54.3376
2026-09-23 15:29,YASHO,17173.8506,4.4479,60.243,150.4805
2026-09-23 15:29,CENTUM,15622.1748,3.2265,51.0572,84.3501
2026-09-23 15:29,TASTYBITE,15550.8548,2.5679,35.7105,13.8511
2026-09-23 15:29,NIFTYHEALTHCARE,15405.7378,0.7493,13.5524,19.1628
2026-09-23 15:29,NIFTY500MOMENTM50,15070.2203,0.9956,18.5692,8.3776
2026-09-23 15:29,NIFTYSMALLCAP250,15027.4319,0.8804,17.0587,10.3596
2026-09-23 15:29,SANSERA,14713.6204,2.7395,42.0751,222.4982
2026-09-23 15:29,VADILALIND,14590.8272,2.4882,38.4838,38.0251
2026-09-23 15:29,GRWRHITECH,14343.3755,2.8594,54.8719,116.696
2026-09-23 15:29,CPPLUS,14007.2417,2.8746,44.3199,205.4037
2026-09-23 15:29,NAVINFLUOR,13355.44,2.2059,36.7335,84.9361
2026-09-23 15:29,SMLMAH,13168.7672,4.0364,59.7137,113.2321
2026-09-23 15:29,CNXENERGY,12712.6397,0.7637,15.7325,8.4116
2026-09-23 15:29,WELCORP,12367.1935,3.0811,42.1573,224.8693
2026-09-23 15:29,KDDL,12110.131,3.2629,44.6363,59.5999
2026-09-23 15:29,LMW,12087.1849,1.926,32.4843,17.2291
2026-09-23 15:29,KINGFA,12007.8039,2.0928,36.9508,43.5819
2026-09-23 15:29,INDOTECH,11862.6823,2.7978,59.8853,92.6499
2026-09-23 15:29,SPECTRUM,11649.3432,3.9384,57.0536,135.9415
2026-09-23 15:29,RADICO,11240.6478,1.5376,33.1827,59.633
2026-09-23 15:29,NIFTYM150MOMNTM50,11212.4493,0.9465,18.1315,8.2613
2026-09-23 15:29,DIXON,11057.6966,2.2719,38.9029,-24.6188
2026-09-23 15:29,FOSECOIND,11003.1225,2.7656,39.9887,13.2809
2026-09-23 15:29,VINDHYATEL,10872.8853,4.6422,58.9678,100.5601
2026-09-23 15:29,THANGAMAYL,10762.4933,3.9034,60.6257,163.7008
2026-09-23 15:29,NIFTYSMALLCAP50,10443.4158,0.9252,18.1733,18.5861
2026-09-23 15:29,DATAPATTNS,10255.1909,3.3554,51.3592,66.575
2026-09-23 15:29,BAJAJ-AUTO,10170.8482,1.4376,22.8426,31.0044
2026-09-23 15:29,NETWEB,10162.7857,3.6631,59.1884,28.1593
2026-09-23 15:29,WENDT,10031.3092,2.4338,35.2303,-1.9434
2026-09-23 15:29,NIFTYMIDSMALLCAP400,9989.4474,0.8045,16.13,9.6183
2026-09-23 15:29,KENNAMET,9831.9239,3.1023,38.5259,98.3778
2026-09-23 15:29,APOLLOHOSP,9466.9511,1.1142,18.3611,20.759
2026-09-23 15:29,NIFTYINDDEFENCE,9113.761,1.3519,24.667,19.0131
2026-09-23 15:29,NIFTYMETAL,8865.6915,1.1632,22.5014,34.5268
2026-09-23 15:29,SHRIPISTON,8718.4003,1.9675,38.7619,69.101
2026-09-23 15:29,AVALON,8630.027,3.8043,55.7047,146.0486
2026-09-23 15:29,WHEELS,8520.8766,4.0197,51.0328,159.4441
2026-09-23 15:29,ABB,8307.2263,1.9695,29.9457,37.6271
2026-09-23 15:29,NIFTYMIDLIQ15,8219.1605,0.9674,18.658,15.1971
2026-09-23 15:29,NOVARTIND,8107.5307,4.148,66.6189,237.3378
2026-09-23 15:29,KMEW,8054.1959,3.8139,62.2169,140.4976
2026-09-23 15:29,ACUTAAS,7737.2866,2.7488,45.7327,140.4241
2026-09-23 15:29,NIFTY200ALPHA30,7505.3369,0.9879,18.9654,10.2492
