Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-23 15:29,SHREECEM,22500,80099.2606,largecap,building materials,cement - north india,1.3514,10207
2026-09-23 15:29,AMBER,7064.5,24687.4369,largecap,consumer discretionary,air-conditioners,0.9214,63504
2026-09-23 15:29,KICL,5000,2185.0539,smallcap,financials,finance & investments,-0.1099,386
2026-09-23 15:29,YASHO,4144.7002,4773.8862,smallcap,chemicals,chemicals,4.68,59622
2026-09-23 15:29,LT,3929.8999,531911.9294,largecap,realty,engineering - turnkey services,1.6424,945462
2026-09-23 15:29,VHL,3383.8,1066.8667,smallcap,financials,finance & investments,1.2265,409
2026-09-23 15:29,BSE,3270.7,131950.4989,largecap,financials,miscellaneous,1.1036,2796681
2026-09-23 15:29,ETHOSLTD,2660.2,6992.5879,midcap,consumer discretionary,trading,1.7947,84295
2026-09-23 15:29,HESTERBIO,2241.8,1853.3907,smallcap,healthcare,pharmaceuticals - indian - formulations,2.8962,1601
2026-09-23 15:29,BBL,2231.1001,2509.7448,smallcap,industrials,electric equipment,0.4819,16265
2026-09-23 15:29,FIEMIND,1924.5,5018.3696,midcap,auto,auto ancillaries,0.9336,67467
2026-09-23 15:29,SUNPHARMA,1865,443013.2089,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.0074,902514
2026-09-23 15:29,KIRLOSBROS,1794.3,14097.4666,midcap,industrials,pumps,1.0702,29352
2026-09-23 15:29,SASKEN,1780.6,2666.1368,smallcap,i.t,computers - software - medium / small,1.424,15461
2026-09-23 15:29,ANUP,1698.4,3331.2328,smallcap,industrials,engineering,2.1287,56184
2026-09-23 15:29,CARERATING,1639.6,4893.234,smallcap,financials,miscellaneous,0.7249,18775
2026-09-23 15:29,DEEPAKNTR,1635.8,22002.9254,largecap,chemicals,chemicals,1.4009,109445
2026-09-23 15:29,PRESTIGE,1490,63730.8451,largecap,realty,construction,0.7029,141420
2026-09-23 15:29,UNITDSPR,1441,101683.6492,largecap,fmcg,breweries & distilleries,3.0758,767514
2026-09-23 15:29,FRONTSP,1394.6,1373.2012,smallcap,auto,auto ancillaries,19.9966,353549
2026-09-23 15:29,NESTLEIND,1387.2,263002.7901,largecap,fmcg,food - processing - mnc,1.7083,685984
2026-09-23 15:29,KAJARIACER,1216.4,18851.4682,midcap,building materials,ceramics - tiles / sanitaryware,2.7712,163666
2026-09-23 15:29,ANURAS,1193.4,13637.8891,midcap,chemicals,chemicals,-0.3757,313061
2026-09-23 15:29,PNBHOUSING,1138.5,29332.0017,largecap,financials,finance - housing,1.1461,896182
2026-09-23 15:29,BHARATRAS,1134,1877.1839,smallcap,chemicals,pesticides / agrochemicals - indian,0.4073,7663
2026-09-23 15:29,ACCELYA,1124.6,1669.9501,smallcap,i.t,computers - software - medium / small,0.5184,4790
2026-09-23 15:29,POLYPLEX,1117.1,3426.8012,smallcap,industrials,packaging,2.336,27586
2026-09-23 15:29,360ONE,1108,43657.6366,largecap,financials,finance & investments,3.2138,3642452
